diet_pattern,outcome,food_group,total_impact_current,total_LB_current,total_UB_current,total_impact_CF,total_LB_CF,total_UB_CF,perc_change,perc_change_LB,perc_change_UB
US,GHG (kgCO2-eq),veg_sta,8253038.08864926,8090600.71723252,8414476.60877173,13729242.5194305,13729242.5194305,13729242.5194305,66.35380052726143,69.69373473329358,63.1621686976746
Veg,GHG (kgCO2-eq),added_sugar,15009876.3874698,14771881.0284507,15259116.853208,1709315.44722257,1709315.44722257,1709315.44722257,-88.61206179786063,-88.42858642084633,-88.79807092595131
Veg,GHG (kgCO2-eq),dairy_cow,114710971.906102,112831016.021179,116599917.767354,251082371.500956,251082371.500956,251082371.500956,118.88261194969422,122.52956709512075,115.33666258832886
Veg,GHG (kgCO2-eq),dairy_soy,523418.592813869,408528.969278595,644513.408530584,0,0,0,-100,-100,-100
Veg,GHG (kgCO2-eq),dairy_tot,0,0,0,0,0,0,NA,NA,NA
Veg,GHG (kgCO2-eq),fruit_exc_juice,20738086.1644135,20182786.7001248,21363427.0880153,47018451.7642781,47018451.7642781,47018451.7642781,126.72512492961687,132.96313072558686,120.08852592126968
Veg,GHG (kgCO2-eq),fruit_juice,16374263.1139147,15585737.226457,17087274.1762194,30528728.4427526,30528728.4427526,30528728.4427526,86.4433729345021,95.8760628334582,78.66353713244597
Veg,GHG (kgCO2-eq),gr_refined,34318141.9039368,33959617.1282997,34664532.3235688,19319561.3768637,19319561.3768637,19319561.3768637,-43.70452389018341,-43.11019083673928,-44.267064685802445
Veg,GHG (kgCO2-eq),gr_whole,6902181.32651537,6717648.51550619,7064487.80289598,27560010.5943687,27560010.5943687,27560010.5943687,299.2942128091356,310.26276576919105,290.1204356679743
Veg,GHG (kgCO2-eq),leg_tot,4127143.80026805,3985439.50611195,4277270.21548144,23190303.0174494,23190303.0174494,23190303.0174494,461.89714097054815,481.8756747376407,442.1753092314079
Veg,GHG (kgCO2-eq),oil,9012812.11746618,8914206.07881095,9114743.48382147,8827052.0866863,8827052.0866863,8827052.0866863,-2.0610662727550926,-0.9776977484491354,-3.1563301550484444
Veg,GHG (kgCO2-eq),pf_egg,38429209.3674918,37229700.4183512,39688953.9480217,25668439.2366518,25668439.2366518,25668439.2366518,-33.20591378503519,-31.053865735649715,-35.32598699812484
Veg,GHG (kgCO2-eq),pf_ns,4528976.93106109,4357317.94043284,4698426.54023965,6733820.10208825,6733820.10208825,6733820.10208825,48.68302940352115,54.54048095970103,43.32074885956996
Veg,GHG (kgCO2-eq),pf_pm,0,0,0,0,0,0,NA,NA,NA
Veg,GHG (kgCO2-eq),pf_poultry,0,0,0,0,0,0,NA,NA,NA
Veg,GHG (kgCO2-eq),pf_poultry_tot,60906178.7327145,59780845.1619276,62044076.0863099,0,0,0,-100,-100,-100
Veg,GHG (kgCO2-eq),pf_redm,0,0,0,0,0,0,NA,NA,NA
Veg,GHG (kgCO2-eq),pf_redm_tot,492865922.551484,484060053.358614,501454101.464417,0,0,0,-100,-100,-100
Veg,GHG (kgCO2-eq),pf_seafood,46579561.5577095,44658701.4857736,48438596.4739143,0,0,0,-100,-100,-100
Veg,GHG (kgCO2-eq),sat_fat,115805388.195641,115031419.790584,116627115.182931,61968480.7749412,61968480.7749412,61968480.7749412,-46.489121326330704,-46.129082916862615,-46.8661462836126
Veg,GHG (kgCO2-eq),veg_dg,3416469.40855358,3283415.98954255,3555079.23437834,4999899.84542136,4999899.84542136,4999899.84542136,46.34698126971235,52.27738006227936,40.641024173844286
Veg,GHG (kgCO2-eq),veg_oth,12976607.4348594,12681399.654129,13248533.4168098,14340000.1009654,14340000.1009654,14340000.1009654,10.506541659289786,13.07900146728967,8.238396279928933
Veg,GHG (kgCO2-eq),veg_ro,11011893.0944027,10783861.5515505,11233500.4787302,23762391.2918697,23762391.2918697,23762391.2918697,115.78843063730817,120.35141288004714,111.53149311616646
Veg,GHG (kgCO2-eq),veg_sta,8246170.39941012,8084780.13956857,8411308.64135992,13729242.5194305,13729242.5194305,13729242.5194305,66.49234559126505,69.81590448250749,63.22362078025934
Vegan,GHG (kgCO2-eq),added_sugar,15013130.7629662,14757840.5584649,15281830.4504311,1709315.44722257,1709315.44722257,1709315.44722257,-88.61453034540243,-88.41757748736396,-88.81472050899275
Vegan,GHG (kgCO2-eq),dairy_cow,114648989.743731,112858975.012831,116606400.858002,0,0,0,-100,-100,-100
Vegan,GHG (kgCO2-eq),dairy_soy,525388.889856758,406593.990504876,635236.817952882,35153880.5299081,35153880.5299081,35153880.5299081,6591.020919664376,8545.941984104784,5433.98032613966
Vegan,GHG (kgCO2-eq),dairy_tot,0,0,0,0,0,0,NA,NA,NA
Vegan,GHG (kgCO2-eq),fruit_exc_juice,20762333.4112297,20162277.3222489,21370986.1552078,47018451.7642781,47018451.7642781,47018451.7642781,126.46034447576726,133.20010439690583,120.01067907116855
Vegan,GHG (kgCO2-eq),fruit_juice,16348392.9126488,15567279.1123655,17156561.0300979,30528728.4427526,30528728.4427526,30528728.4427526,86.73840667930381,96.10831297103698,77.94200358216189
Vegan,GHG (kgCO2-eq),gr_refined,34320354.7423279,33959089.0008966,34689715.5191737,19319561.3768637,19319561.3768637,19319561.3768637,-43.70815359598675,-43.10930609371289,-44.307524326092
Vegan,GHG (kgCO2-eq),gr_whole,6894891.23314782,6699662.93697061,7075901.60698842,27560010.5943687,27560010.5943687,27560010.5943687,299.7163938115721,311.36413657894445,289.49115074112143
Vegan,GHG (kgCO2-eq),leg_tot,4131033.78439738,3987037.75578951,4280052.52161885,25379597.3582575,25379597.3582575,25379597.3582575,514.3643137007117,536.55272191501615,492.9739700637632
Vegan,GHG (kgCO2-eq),oil,9018321.80012279,8906889.37587017,9120263.14728042,8827052.0866863,8827052.0866863,8827052.0866863,-2.120901401343714,-0.8963543366796352,-3.2149407956671956
Vegan,GHG (kgCO2-eq),pf_egg,38446684.2666013,37159382.2861875,39778782.0896127,0,0,0,-100,-100,-100
Vegan,GHG (kgCO2-eq),pf_ns,4528641.3144767,4357418.88233069,4699220.23587773,7676554.91638061,7676554.91638061,7676554.91638061,69.51121502692168,76.172067081019,63.35805795547627
Vegan,GHG (kgCO2-eq),pf_pm,0,0,0,0,0,0,NA,NA,NA
Vegan,GHG (kgCO2-eq),pf_poultry,0,0,0,0,0,0,NA,NA,NA
Vegan,GHG (kgCO2-eq),pf_poultry_tot,60937972.5447647,59763268.5447014,62144281.5403987,0,0,0,-100,-100,-100
Vegan,GHG (kgCO2-eq),pf_redm,0,0,0,0,0,0,NA,NA,NA
Vegan,GHG (kgCO2-eq),pf_redm_tot,492940537.91408,483803659.230311,501705291.107693,0,0,0,-100,-100,-100
Vegan,GHG (kgCO2-eq),pf_seafood,46610455.8171507,44742422.8753305,48596315.1191642,0,0,0,-100,-100,-100
Vegan,GHG (kgCO2-eq),sat_fat,115805156.295184,114985854.93044,116609294.12421,61968480.7749412,61968480.7749412,61968480.7749412,-46.48901417050435,-46.10773576243038,-46.85802599153585
Vegan,GHG (kgCO2-eq),veg_dg,3413478.91127864,3266019.46909849,3549222.13068014,4999899.84542136,4999899.84542136,4999899.84542136,46.4751936477753,53.088488685631376,40.873117019114986
Vegan,GHG (kgCO2-eq),veg_oth,12973704.0589477,12729567.8640305,13246500.147994,14340000.1009654,14340000.1009654,14340000.1009654,10.531271838865429,12.651114744322475,8.25501031030445
Vegan,GHG (kgCO2-eq),veg_ro,11002387.4731798,10786722.4602,11228164.1100196,23762391.2918697,23762391.2918697,23762391.2918697,115.97486318123762,120.29297017278697,111.63202691938763
Vegan,GHG (kgCO2-eq),veg_sta,8254998.26256347,8086840.21672418,8427277.40548254,13729242.5194305,13729242.5194305,13729242.5194305,66.31429932205803,69.77264483397876,62.91432996496184
DGAplus,WATER (L-eq),added_sugar,10707485504.3035,10515877713.412,10896304333.7272,1218555901.40109,1218555901.40109,1218555901.40109,-88.61958859611498,-88.41222830266523,-88.81679637352539
DGAplus,WATER (L-eq),dairy_cow,32095587619.2562,31598869914.8458,32607113793.7146,70291743215.0884,70291743215.0884,70291743215.0884,119.00749738233762,122.45018066947986,115.57180331807824
DGAplus,WATER (L-eq),dairy_soy,45837039.7458872,36429390.2547819,55313922.9534037,0,0,0,-100,-100,-100
DGAplus,WATER (L-eq),dairy_tot,0,0,0,0,0,0,NA,NA,NA
DGAplus,WATER (L-eq),fruit_exc_juice,72503990782.72,70463777138.1599,74746884849.509,213223312408.383,213223312408.383,213223312408.383,194.08493257615396,202.59989042357364,185.260466489907
DGAplus,WATER (L-eq),fruit_juice,42868190427.3649,40920354259.2338,44941581547.1647,0,0,0,-100,-100,-100
DGAplus,WATER (L-eq),gr_refined,53411965742.8782,52902097062.8442,53962012691.0772,25173919478.7312,25173919478.7312,25173919478.7312,-52.86838982875701,-52.41413691251928,-53.34881294578956
DGAplus,WATER (L-eq),gr_whole,12302612424.2646,11942642780.5925,12625633929.5821,49344274536.6694,49344274536.6694,49344274536.6694,301.0877757909942,313.17717898132867,290.8261146480323
DGAplus,WATER (L-eq),leg_tot,6834282055.72447,6614952515.19748,7058407976.6125,21701996997.4031,21701996997.4031,21701996997.4031,217.54611267799908,228.07487200465894,207.46305780724242
DGAplus,WATER (L-eq),oil,6284161107.05672,6211268772.86093,6358243017.25207,6152177636.01228,6152177636.01228,6152177636.01228,-2.100256005471122,-0.9513537251332372,-3.2409170376260343
DGAplus,WATER (L-eq),pf_egg,10563689459.3489,10234022034.2141,10917410425.7842,4104602462.73407,4104602462.73407,4104602462.73407,-61.14423394847637,-59.89257743425141,-62.40314962383366
DGAplus,WATER (L-eq),pf_ns,57603592326.2308,55263148673.9808,59844890978.1589,85389592402.0043,85389592402.0043,85389592402.0043,48.236575105265906,54.51452631798331,42.684849126332686
DGAplus,WATER (L-eq),pf_pm,0,0,0,0,0,0,NA,NA,NA
DGAplus,WATER (L-eq),pf_poultry,0,0,0,0,0,0,NA,NA,NA
DGAplus,WATER (L-eq),pf_poultry_tot,28978141393.8586,28423604664.0909,29524713728.1873,16396590118.3403,16396590118.3403,16396590118.3403,-43.41738520947633,-42.31347391678646,-44.46486333689175
DGAplus,WATER (L-eq),pf_redm,0,0,0,0,0,0,NA,NA,NA
DGAplus,WATER (L-eq),pf_redm_tot,145848165390.408,143226242458.238,148527081090.19,33761280912.2778,33761280912.2778,33761280912.2778,-76.85176167838299,-76.42800625582149,-77.26927597009939
DGAplus,WATER (L-eq),pf_seafood,1779023608.79935,1707035971.4735,1850443715.46179,3390480598.60126,3390480598.60126,3390480598.60126,90.58097834291647,98.61799371893868,83.22527566071601
DGAplus,WATER (L-eq),sat_fat,34467519453.6581,34241661456.7426,34701077782.2516,18453967231.0879,18453967231.0879,18453967231.0879,-46.45983371127292,-46.106682777642824,-46.82019000422384
DGAplus,WATER (L-eq),veg_dg,21720371602.4469,20798820178.2662,22527321941.5181,32251855665.7177,32251855665.7177,32251855665.7177,48.486666140115126,55.06579406566239,43.16773094220835
DGAplus,WATER (L-eq),veg_oth,36317611555.0732,35621987482.2204,37095802144.4662,40414239638.2907,40414239638.2907,40414239638.2907,11.280004129691314,13.453073494178863,8.94558764601221
DGAplus,WATER (L-eq),veg_ro,12616551255.2823,12350548323.8437,12853274620.5485,27128826654.3248,27128826654.3248,27128826654.3248,115.025692088133,119.65686010839272,111.0654868523077
DGAplus,WATER (L-eq),veg_sta,12704024206.1934,12432662641.0662,12987397880.1099,21064160122.0169,21064160122.0169,21064160122.0169,65.80698981782331,69.42597680114064,62.1892261749869
Med,WATER (L-eq),added_sugar,10704970491.0629,10519304773.8921,10877107363.1962,1170364425.07449,1170364425.07449,1170364425.07449,-89.06709340253134,-88.8741276136497,-89.2401133316516
Med,WATER (L-eq),dairy_cow,32105213651.7744,31582527736.8755,32677784948.144,46861162143.3922,46861162143.3922,46861162143.3922,45.96122191138966,48.37685739978782,43.40372891784322
Med,WATER (L-eq),dairy_soy,45709499.8868532,35825455.8506398,55337849.1374179,0,0,0,-100,-100,-100
Med,WATER (L-eq),dairy_tot,0,0,0,0,0,0,NA,NA,NA
Med,WATER (L-eq),fruit_exc_juice,72588937181.313,70526711646.2695,74786419440.2353,204694379912.048,204694379912.048,204694379912.048,181.99115162791458,190.23667080737243,173.70528157940112
Med,WATER (L-eq),fruit_juice,42859532270.2234,40772894035.3441,44884555616.627,102886949994.577,102886949994.577,102886949994.577,140.05616614266594,152.34154314724177,129.22572938755715
Med,WATER (L-eq),gr_refined,53423710343.5755,52847682290.2745,53990759557.0638,30208703374.4775,30208703374.4775,30208703374.4775,-43.45450141856299,-42.83816798520836,-44.04838231151502
Med,WATER (L-eq),gr_whole,12292167801.2962,11916337482.6794,12659631820.8957,42295092460.0023,42295092460.0023,42295092460.0023,244.0816391681727,254.93365743861264,234.09417476257866
Med,WATER (L-eq),leg_tot,6837780418.10752,6613540457.44065,7046554248.75031,11409049850.0634,11409049850.0634,11409049850.0634,66.85311829918432,72.5104718642418,61.90962912244334
Med,WATER (L-eq),oil,6287817973.20229,6216236504.42101,6359994558.54147,6152177636.01228,6152177636.01228,6152177636.01228,-2.1571924913871126,-1.030508867594897,-3.2675644706345084
Med,WATER (L-eq),pf_egg,10579608756.3143,10232761763.0534,10902108674.3591,7880836728.44941,7880836728.44941,7880836728.44941,-25.5091855476618,-22.98426455207717,-27.712730042908884
Med,WATER (L-eq),pf_ns,57560683379.3919,55212877371.7219,59837314970.9431,53795443213.2627,53795443213.2627,53795443213.2627,-6.5413402778974685,-2.567216609480958,-10.097163886137471
Med,WATER (L-eq),pf_pm,0,0,0,0,0,0,NA,NA,NA
Med,WATER (L-eq),pf_poultry,0,0,0,0,0,0,NA,NA,NA
Med,WATER (L-eq),pf_poultry_tot,28980274521.9427,28421092400.3966,29525616693.802,23939021572.7769,23939021572.7769,23939021572.7769,-17.395463060050602,-15.770227141435116,-18.92118013642652
Med,WATER (L-eq),pf_redm,0,0,0,0,0,0,NA,NA,NA
Med,WATER (L-eq),pf_redm_tot,145940842857.065,143334351127.504,148672775579.741,119514934429.463,119514934429.463,119514934429.463,-18.107274091519148,-16.618079693159025,-19.612091747516423
Med,WATER (L-eq),pf_seafood,1779443374.74961,1705722115.05384,1851070379.20312,7255628481.0067,7255628481.0067,7255628481.0067,307.7470845076853,325.36990151984287,291.96934716929695
Med,WATER (L-eq),sat_fat,34465138258.1097,34222690465.141,34702279420.7231,17709962792.6856,17709962792.6856,17709962792.6856,-48.614850577254195,-48.250816776884186,-48.965995639728
Med,WATER (L-eq),veg_dg,21701277434.3031,20818880885.7141,22505106680.1592,32251855665.7177,32251855665.7177,32251855665.7177,48.617314180488535,54.91637539388056,43.309054802887765
Med,WATER (L-eq),veg_oth,36344333467.1162,35505637957.5376,37077660590.8595,40414239638.2907,40414239638.2907,40414239638.2907,11.198186300092388,13.824851384513831,8.998893118552767
Med,WATER (L-eq),veg_ro,12610980728.0391,12349281484.7151,12866366853.3815,27128826654.3248,27128826654.3248,27128826654.3248,115.1206733192994,119.67939339549896,110.85071616153151
Med,WATER (L-eq),veg_sta,12696123278.7673,12425845945.7106,12973765349.3139,21064160122.0169,21064160122.0169,21064160122.0169,65.91017320416312,69.51892220495654,62.359650840539125
US,WATER (L-eq),added_sugar,10707935627.9762,10525587695.5844,10882780735.906601,1170364425.07449,1170364425.07449,1170364425.07449,-89.07012083620745,-88.88076885658869,-89.24572263766196
US,WATER (L-eq),dairy_cow,32108452341.1396,31620061417.3702,32636725870.2604,70291743215.0884,70291743215.0884,70291743215.0884,118.91974881961434,122.30109640607543,115.37620990082347
US,WATER (L-eq),dairy_soy,45609320.9442677,35773881.5057235,56164167.5789461,0,0,0,-100,-100,-100
US,WATER (L-eq),dairy_tot,0,0,0,0,0,0,NA,NA,NA
US,WATER (L-eq),fruit_exc_juice,72556199055.1536,70391905804.8263,74704240715.8222,164181950554.455,164181950554.455,164181950554.455,126.28245786366521,133.23981454583398,119.77594441928593
US,WATER (L-eq),fruit_juice,42768347490.8444,40882309885.6612,44964978361.1879,81599994823.2849,81599994823.2849,81599994823.2849,90.79529514380549,99.59731984690218,81.47455597069516
US,WATER (L-eq),gr_refined,53409259248.4362,52843889856.926,53988929956.3875,30208703374.4775,30208703374.4775,30208703374.4775,-43.43920174222975,-42.83406566725672,-44.04648619841099
US,WATER (L-eq),gr_whole,12294694005.4516,11943918823.7767,12643487214.3816,42295092460.0023,42295092460.0023,42295092460.0023,244.0109403393708,254.11403145009382,234.5207832526841
US,WATER (L-eq),leg_tot,6839611718.17509,6607460921.15767,7060396620.03485,11409049850.0634,11409049850.0634,11409049850.0634,66.80844352239785,72.66919904937494,61.59219466068869
US,WATER (L-eq),oil,6283951046.0706,6217108283.14484,6351488110.83086,6152177636.01228,6152177636.01228,6152177636.01228,-2.096983396150388,-1.0443866211658692,-3.1380122475346517
US,WATER (L-eq),pf_egg,10570956919.5748,10210170798.4733,10905764230.0435,7880836728.44941,7880836728.44941,7880836728.44941,-25.44821827950081,-22.813859983343175,-27.736960361392526
US,WATER (L-eq),pf_ns,57581874366.196,55313856006.6051,59830313867.8956,53795443213.2627,53795443213.2627,53795443213.2627,-6.5757344556955895,-2.745085775905921,-10.086643817309394
US,WATER (L-eq),pf_pm,0,0,0,0,0,0,NA,NA,NA
US,WATER (L-eq),pf_poultry,0,0,0,0,0,0,NA,NA,NA
US,WATER (L-eq),pf_poultry_tot,28984098553.8878,28420828290.5338,29462366143.368,23939021572.7769,23939021572.7769,23939021572.7769,-17.406361532103514,-15.769444408661604,-18.74711808180555
US,WATER (L-eq),pf_redm,0,0,0,0,0,0,NA,NA,NA
US,WATER (L-eq),pf_redm_tot,145969134686.302,143344257391.151,148467661023.999,119514934429.463,119514934429.463,119514934429.463,-18.123146591017996,-16.623842067606294,-19.50103234256243
US,WATER (L-eq),pf_seafood,1779913796.63708,1707853969.43153,1860973377.87931,3865147882.40544,3865147882.40544,3865147882.40544,117.15365596402161,126.31606399532969,107.6949583668954
US,WATER (L-eq),sat_fat,34469539153.4055,34226623815.3204,34714334479.4113,17709962792.6856,17709962792.6856,17709962792.6856,-48.62141117156218,-48.25676383319371,-48.98371794167856
US,WATER (L-eq),veg_dg,21703164107.1792,20909765874.4469,22583319645.345,32251855665.7177,32251855665.7177,32251855665.7177,48.604394762186296,54.2430262460833,42.812731574499196
US,WATER (L-eq),veg_oth,36329462331.2533,35543879168.6197,37114142283.4743,40414239638.2907,40414239638.2907,40414239638.2907,11.243704268982176,13.702388663224063,8.89175163906679
US,WATER (L-eq),veg_ro,12604521906.7156,12363662930.2805,12842572834.0703,27128826654.3248,27128826654.3248,27128826654.3248,115.23090566307599,119.42386174150829,111.24136888174176
US,WATER (L-eq),veg_sta,12701749917.2116,12449738403.8815,12967958421.6179,21064160122.0169,21064160122.0169,21064160122.0169,65.8366780901091,69.19359619194609,62.43235393863104
Veg,WATER (L-eq),added_sugar,10699190480.5392,10526389584.4538,10875824308.9277,1218555901.40109,1218555901.40109,1218555901.40109,-88.61076542550087,-88.42380009190663,-88.79573752951482
Veg,WATER (L-eq),dairy_cow,32113900043.9395,31587597159.6359,32642719716.2748,70291743215.0884,70291743215.0884,70291743215.0884,118.88261194969303,122.52956709512065,115.33666258832835
Veg,WATER (L-eq),dairy_soy,45630762.2265298,35614875.9630133,56187606.8222277,0,0,0,-100,-100,-100
Veg,WATER (L-eq),dairy_tot,0,0,0,0,0,0,NA,NA,NA
Veg,WATER (L-eq),fruit_exc_juice,72525324642.675,70556338449.0399,74710767466.2742,164181950554.455,164181950554.455,164181950554.455,126.3787874971439,132.69624553014074,119.75674474040132
Veg,WATER (L-eq),fruit_juice,42884500053.0093,40789969986.9503,44807333022.8635,81599994823.2849,81599994823.2849,81599994823.2849,90.27852655952519,100.04916612929773,82.1130366800619
Veg,WATER (L-eq),gr_refined,53416038090.257,52853358106.59,53951888230.5361,30208703374.4775,30208703374.4775,30208703374.4775,-43.44637967452042,-42.84430647991137,-44.008070217309374
Veg,WATER (L-eq),gr_whole,12311701962.0447,11970042008.7275,12625260414.2573,49344274536.6694,49344274536.6694,49344274536.6694,300.7916589338426,312.2314232539193,290.8376771456255
Veg,WATER (L-eq),leg_tot,6838248134.56716,6619677257.11283,7044613439.08537,35467263664.3274,35467263664.3274,35467263664.3274,418.6600861270497,435.7853908393781,403.4664282293431
Veg,WATER (L-eq),oil,6284573888.65848,6214243082.93155,6356094769.8141,6152177636.01228,6152177636.01228,6152177636.01228,-2.10668622872156,-0.9987611699603869,-3.208214181611138
Veg,WATER (L-eq),pf_egg,10569672610.2091,10239756458.0398,10916156131.6721,7059916235.9026,7059916235.9026,7059916235.9026,-33.20591378503507,-31.053865735649712,-35.3259869981249
Veg,WATER (L-eq),pf_ns,57577180660.2654,55432565358.5698,59801652050.4412,85389592402.0043,85389592402.0043,85389592402.0043,48.304573830813716,54.042288769525946,42.78801583939573
Veg,WATER (L-eq),pf_pm,0,0,0,0,0,0,NA,NA,NA
Veg,WATER (L-eq),pf_poultry,0,0,0,0,0,0,NA,NA,NA
Veg,WATER (L-eq),pf_poultry_tot,28955039642.7019,28416450016.8666,29500449909.6676,0,0,0,-100,-100,-100
Veg,WATER (L-eq),pf_redm,0,0,0,0,0,0,NA,NA,NA
Veg,WATER (L-eq),pf_redm_tot,145959083128.798,143348182258.675,148495074193.909,0,0,0,-100,-100,-100
Veg,WATER (L-eq),pf_seafood,1779719764.96449,1703224647.89319,1851295318.98996,0,0,0,-100,-100,-100
Veg,WATER (L-eq),sat_fat,34472121898.5311,34241490460.9976,34715193460.8628,18453967231.0879,18453967231.0879,18453967231.0879,-46.466981970511526,-46.106413644266766,-46.84181365172997
Veg,WATER (L-eq),veg_dg,21720806339.3942,20890765186.227,22609994628.3102,32251855665.7177,32251855665.7177,32251855665.7177,48.483694213615536,54.38331424538203,42.644242937301854
Veg,WATER (L-eq),veg_oth,36323035580.6486,35520478328.0079,37062303894.4547,40414239638.2907,40414239638.2907,40414239638.2907,11.263386972595784,13.777295635188775,9.04405660636096
Veg,WATER (L-eq),veg_ro,12606037108.7348,12348263523.4533,12862050516.0312,27128826654.3248,27128826654.3248,27128826654.3248,115.20503565333048,119.69750323839851,110.9214749274352
Veg,WATER (L-eq),veg_sta,12693768052.0917,12431759851.1261,12959286082.8358,21064160122.0169,21064160122.0169,21064160122.0169,65.94095650381695,69.43828045478898,62.54105347605352
Vegan,WATER (L-eq),added_sugar,10700416730.4872,10520615243.1113,10894908408.01,1218555901.40109,1218555901.40109,1218555901.40109,-88.61207061282735,-88.41744638272007,-88.81536350957113
Vegan,WATER (L-eq),dairy_cow,32096547833.1281,31595424416.6831,32644534689.3464,0,0,0,-100,-100,-100
Vegan,WATER (L-eq),dairy_soy,45802529.4451844,35446187.7323138,55378889.0870621,3064656826.91272,3064656826.91272,3064656826.91272,6591.020919664368,8545.941984104791,5433.980326139661
Vegan,WATER (L-eq),dairy_tot,0,0,0,0,0,0,NA,NA,NA
Vegan,WATER (L-eq),fruit_exc_juice,72607184786.1628,70494971537.1425,74793031119.4592,164181950554.455,164181950554.455,164181950554.455,126.12355931164565,132.89881104207632,119.51503782782127
Vegan,WATER (L-eq),fruit_juice,42811749145.9891,40823449879.929,44902141466.7381,81599994823.2849,81599994823.2849,81599994823.2849,90.60187086733352,99.88510295746424,81.72851484985691
Vegan,WATER (L-eq),gr_refined,53413581900.0954,52848393126.5611,54009076611.2746,30208703374.4775,30208703374.4775,30208703374.4775,-43.443779091655436,-42.83893683932105,-44.06735817406787
Vegan,WATER (L-eq),gr_whole,12295058112.1415,11929070092.4997,12631292447.0206,49344274536.6694,49344274536.6694,49344274536.6694,301.3342115718949,313.64728477615523,290.65103387981856
Vegan,WATER (L-eq),leg_tot,6842251023.90855,6612157575.32615,7066447630.13031,38815571772.4981,38815571772.4981,38815571772.4981,467.2924252101641,487.03337496586346,449.2939848162763
Vegan,WATER (L-eq),oil,6288619948.13717,6210563093.691,6359782572.02069,6152177636.01228,6152177636.01228,6152177636.01228,-2.1696701859890046,-0.9400992598888559,-3.2643401508999594
Vegan,WATER (L-eq),pf_egg,10574478953.2363,10220415970.7447,10940862704.1837,0,0,0,-100,-100,-100
Vegan,WATER (L-eq),pf_ns,57587455989.7466,55513095235.6209,59770423498.3753,97344135338.285,97344135338.285,97344135338.285,69.03704750495847,75.35346376402828,62.86338566921991
Vegan,WATER (L-eq),pf_pm,0,0,0,0,0,0,NA,NA,NA
Vegan,WATER (L-eq),pf_poultry,0,0,0,0,0,0,NA,NA,NA
Vegan,WATER (L-eq),pf_poultry_tot,28971611090.8653,28411803612.2375,29545316434.8048,0,0,0,-100,-100,-100
Vegan,WATER (L-eq),pf_redm,0,0,0,0,0,0,NA,NA,NA
Vegan,WATER (L-eq),pf_redm_tot,145978625167.872,143277003504.21,148577113750.781,0,0,0,-100,-100,-100
Vegan,WATER (L-eq),pf_seafood,1780551624.12036,1708467660.02527,1856019061.9332,0,0,0,-100,-100,-100
Vegan,WATER (L-eq),sat_fat,34471490754.5407,34229431806.9676,34711724381.3831,18453967231.0879,18453967231.0879,18453967231.0879,-46.46600182599565,-46.08742752390215,-46.83650103829099
Vegan,WATER (L-eq),veg_dg,21711711684.3532,20732506832.1704,22570144487.7703,32251855665.7177,32251855665.7177,32251855665.7177,48.545891427622365,55.56177517169731,42.896097467136116
Vegan,WATER (L-eq),veg_oth,36312025849.2536,35611712786.5648,37083054921.6317,40414239638.2907,40414239638.2907,40414239638.2907,11.297121802201579,13.485806988586496,8.983037464682612
Vegan,WATER (L-eq),veg_ro,12599190912.297,12352065643.2771,12854653498.3283,27128826654.3248,27128826654.3248,27128826654.3248,115.32197458684949,119.62987760747772,111.0428465291017
Vegan,WATER (L-eq),veg_sta,12706016848.9715,12431600382.0749,12985407836.7879,21064160122.0169,21064160122.0169,21064160122.0169,65.7809868536571,69.44045396109475,62.21408204324352
