subgroup,Race,Sex,Age,diseases,count,crude_SE,population,Age_label,Sex_label,Race_label
21,1,2,3,ECA,1091,0,3859319.225,45-54,Male,NHW
22,2,2,3,ECA,136,0,3210953.595,45-54,Male,NHB
23,3,2,3,ECA,111,0,2963957.165,45-54,Male,HIS
24,4,2,3,ECA,44,0,3550573.687,45-54,Male,OTH
25,1,1,4,ECA,646,0,5248674.146,55-64,Female,NHW
26,2,1,4,ECA,171,0,5372172.361,55-64,Female,NHB
27,3,1,4,ECA,41,0,4939928.608,55-64,Female,HIS
28,4,1,4,ECA,39,0,4075441.102,55-64,Female,OTH
29,1,2,4,ECA,3095,0,5742667.007,55-64,Male,NHW
30,2,2,4,ECA,385,0,4723806.731,55-64,Male,NHB
31,3,2,4,ECA,245,0,4569433.962,55-64,Male,HIS
32,4,2,4,ECA,102,0,3334451.81,55-64,Male,OTH
33,1,1,5,ECA,907.5,0,4939928.608,65-74,Female,NHW
34,2,1,5,ECA,123.5,0,3087455.38,65-74,Female,NHB
35,3,1,5,ECA,65.5,0,3056580.826,65-74,Female,HIS
36,4,1,5,ECA,48,0,2037720.551,65-74,Female,OTH
37,1,2,5,ECA,3366.5,0,5804416.114,65-74,Male,NHW
38,2,2,5,ECA,232.5,0,3581448.241,65-74,Male,NHB
39,3,2,5,ECA,202,0,2747835.288,65-74,Male,HIS
40,4,2,5,ECA,101.5,0,2068595.105,65-74,Male,OTH
41,1,1,6,ECA,907.5,0,6792401.836,75+,Female,NHW
42,2,1,6,ECA,123.5,0,2253842.427,75+,Female,NHB
43,3,1,6,ECA,65.5,0,1204107.598,75+,Female,HIS
44,4,1,6,ECA,48,0,1296731.26,75+,Female,OTH
45,1,2,6,ECA,3366.5,0,7162896.482,75+,Male,NHW
46,2,2,6,ECA,232.5,0,1914222.336,75+,Male,NHB
47,3,2,6,ECA,202,0,987985.7216,75+,Male,HIS
48,4,2,6,ECA,101.5,0,1080609.383,75+,Male,OTH
1,1,1,1,ENDO,17,0,4445935.747,25-34,Female,NHW
2,2,1,1,ENDO,2,0,3828444.671,25-34,Female,NHB
3,3,1,1,ENDO,0,0,3056580.826,25-34,Female,HIS
4,4,1,1,ENDO,0,0,3674071.902,25-34,Female,OTH
5,1,2,1,ENDO,22,0,4415061.193,25-34,Male,NHW
6,2,2,1,ENDO,2,0,2871333.503,25-34,Male,NHB
7,3,2,1,ENDO,6,0,3087455.38,25-34,Male,HIS
8,4,2,1,ENDO,4,0,3457950.026,25-34,Male,OTH
9,1,1,2,ENDO,15,0,4476810.301,35-44,Female,NHW
10,2,1,2,ENDO,2,0,3427075.472,35-44,Female,NHB
11,3,1,2,ENDO,4,0,4260688.424,35-44,Female,HIS
12,4,1,2,ENDO,1,0,3056580.826,35-44,Female,OTH
13,1,2,2,ENDO,41,0,3612322.795,35-44,Male,NHW
14,2,2,2,ENDO,7,0,2747835.288,35-44,Male,NHB
15,3,2,2,ENDO,9,0,3087455.38,35-44,Male,HIS
16,4,2,2,ENDO,2,0,2840458.95,35-44,Male,OTH
17,1,1,3,ENDO,39,0,4075441.102,45-54,Female,NHW
18,2,1,3,ENDO,11,0,3334451.81,45-54,Female,NHB
19,3,1,3,ENDO,2,0,3457950.026,45-54,Female,HIS
20,4,1,3,ENDO,1,0,3396200.918,45-54,Female,OTH
21,1,2,3,ENDO,65,0,3859319.225,45-54,Male,NHW
22,2,2,3,ENDO,30,0,3210953.595,45-54,Male,NHB
23,3,2,3,ENDO,17,0,2963957.165,45-54,Male,HIS
24,4,2,3,ENDO,9,0,3550573.687,45-54,Male,OTH
25,1,1,4,ENDO,62,0,5248674.146,55-64,Female,NHW
26,2,1,4,ENDO,24,0,5372172.361,55-64,Female,NHB
27,3,1,4,ENDO,8,0,4939928.608,55-64,Female,HIS
28,4,1,4,ENDO,5,0,4075441.102,55-64,Female,OTH
29,1,2,4,ENDO,106,0,5742667.007,55-64,Male,NHW
30,2,2,4,ENDO,48,0,4723806.731,55-64,Male,NHB
31,3,2,4,ENDO,18,0,4569433.962,55-64,Male,HIS
32,4,2,4,ENDO,6,0,3334451.81,55-64,Male,OTH
33,1,1,5,ENDO,88,0,4939928.608,65-74,Female,NHW
34,2,1,5,ENDO,20,0,3087455.38,65-74,Female,NHB
35,3,1,5,ENDO,4,0,3056580.826,65-74,Female,HIS
36,4,1,5,ENDO,3,0,2037720.551,65-74,Female,OTH
37,1,2,5,ENDO,97,0,5804416.114,65-74,Male,NHW
38,2,2,5,ENDO,16,0,3581448.241,65-74,Male,NHB
39,3,2,5,ENDO,9,0,2747835.288,65-74,Male,HIS
40,4,2,5,ENDO,1,0,2068595.105,65-74,Male,OTH
41,1,1,6,ENDO,127,0,6792401.836,75+,Female,NHW
42,2,1,6,ENDO,24,0,2253842.427,75+,Female,NHB
43,3,1,6,ENDO,6,0,1204107.598,75+,Female,HIS
44,4,1,6,ENDO,11,0,1296731.26,75+,Female,OTH
45,1,2,6,ENDO,176,0,7162896.482,75+,Male,NHW
46,2,2,6,ENDO,15,0,1914222.336,75+,Male,NHB
47,3,2,6,ENDO,8,0,987985.7216,75+,Male,HIS
48,4,2,6,ENDO,7,0,1080609.383,75+,Male,OTH
1,1,1,1,ENDO_medBMI,17,0,4445935.747,25-34,Female,NHW
2,2,1,1,ENDO_medBMI,2,0,3828444.671,25-34,Female,NHB
3,3,1,1,ENDO_medBMI,0,0,3056580.826,25-34,Female,HIS
4,4,1,1,ENDO_medBMI,0,0,3674071.902,25-34,Female,OTH
5,1,2,1,ENDO_medBMI,22,0,4415061.193,25-34,Male,NHW
6,2,2,1,ENDO_medBMI,2,0,2871333.503,25-34,Male,NHB
7,3,2,1,ENDO_medBMI,6,0,3087455.38,25-34,Male,HIS
8,4,2,1,ENDO_medBMI,4,0,3457950.026,25-34,Male,OTH
9,1,1,2,ENDO_medBMI,15,0,4476810.301,35-44,Female,NHW
10,2,1,2,ENDO_medBMI,2,0,3427075.472,35-44,Female,NHB
11,3,1,2,ENDO_medBMI,4,0,4260688.424,35-44,Female,HIS
12,4,1,2,ENDO_medBMI,1,0,3056580.826,35-44,Female,OTH
13,1,2,2,ENDO_medBMI,41,0,3612322.795,35-44,Male,NHW
14,2,2,2,ENDO_medBMI,7,0,2747835.288,35-44,Male,NHB
15,3,2,2,ENDO_medBMI,9,0,3087455.38,35-44,Male,HIS
16,4,2,2,ENDO_medBMI,2,0,2840458.95,35-44,Male,OTH
17,1,1,3,ENDO_medBMI,39,0,4075441.102,45-54,Female,NHW
18,2,1,3,ENDO_medBMI,11,0,3334451.81,45-54,Female,NHB
19,3,1,3,ENDO_medBMI,2,0,3457950.026,45-54,Female,HIS
20,4,1,3,ENDO_medBMI,1,0,3396200.918,45-54,Female,OTH
21,1,2,3,ENDO_medBMI,65,0,3859319.225,45-54,Male,NHW
22,2,2,3,ENDO_medBMI,30,0,3210953.595,45-54,Male,NHB
23,3,2,3,ENDO_medBMI,17,0,2963957.165,45-54,Male,HIS
24,4,2,3,ENDO_medBMI,9,0,3550573.687,45-54,Male,OTH
25,1,1,4,ENDO_medBMI,62,0,5248674.146,55-64,Female,NHW
26,2,1,4,ENDO_medBMI,24,0,5372172.361,55-64,Female,NHB
27,3,1,4,ENDO_medBMI,8,0,4939928.608,55-64,Female,HIS
28,4,1,4,ENDO_medBMI,5,0,4075441.102,55-64,Female,OTH
29,1,2,4,ENDO_medBMI,106,0,5742667.007,55-64,Male,NHW
30,2,2,4,ENDO_medBMI,48,0,4723806.731,55-64,Male,NHB
31,3,2,4,ENDO_medBMI,18,0,4569433.962,55-64,Male,HIS
32,4,2,4,ENDO_medBMI,6,0,3334451.81,55-64,Male,OTH
33,1,1,5,ENDO_medBMI,88,0,4939928.608,65-74,Female,NHW
34,2,1,5,ENDO_medBMI,20,0,3087455.38,65-74,Female,NHB
35,3,1,5,ENDO_medBMI,4,0,3056580.826,65-74,Female,HIS
36,4,1,5,ENDO_medBMI,3,0,2037720.551,65-74,Female,OTH
37,1,2,5,ENDO_medBMI,97,0,5804416.114,65-74,Male,NHW
38,2,2,5,ENDO_medBMI,16,0,3581448.241,65-74,Male,NHB
39,3,2,5,ENDO_medBMI,9,0,2747835.288,65-74,Male,HIS
40,4,2,5,ENDO_medBMI,1,0,2068595.105,65-74,Male,OTH
41,1,1,6,ENDO_medBMI,127,0,6792401.836,75+,Female,NHW
42,2,1,6,ENDO_medBMI,24,0,2253842.427,75+,Female,NHB
43,3,1,6,ENDO_medBMI,6,0,1204107.598,75+,Female,HIS
44,4,1,6,ENDO_medBMI,11,0,1296731.26,75+,Female,OTH
45,1,2,6,ENDO_medBMI,176,0,7162896.482,75+,Male,NHW
46,2,2,6,ENDO_medBMI,15,0,1914222.336,75+,Male,NHB
47,3,2,6,ENDO_medBMI,8,0,987985.7216,75+,Male,HIS
48,4,2,6,ENDO_medBMI,7,0,1080609.383,75+,Male,OTH
1,1,1,1,ENDO_medSBP,17,0,4445935.747,25-34,Female,NHW
2,2,1,1,ENDO_medSBP,2,0,3828444.671,25-34,Female,NHB
3,3,1,1,ENDO_medSBP,0,0,3056580.826,25-34,Female,HIS
4,4,1,1,ENDO_medSBP,0,0,3674071.902,25-34,Female,OTH
5,1,2,1,ENDO_medSBP,22,0,4415061.193,25-34,Male,NHW
6,2,2,1,ENDO_medSBP,2,0,2871333.503,25-34,Male,NHB
7,3,2,1,ENDO_medSBP,6,0,3087455.38,25-34,Male,HIS
8,4,2,1,ENDO_medSBP,4,0,3457950.026,25-34,Male,OTH
9,1,1,2,ENDO_medSBP,15,0,4476810.301,35-44,Female,NHW
10,2,1,2,ENDO_medSBP,2,0,3427075.472,35-44,Female,NHB
11,3,1,2,ENDO_medSBP,4,0,4260688.424,35-44,Female,HIS
12,4,1,2,ENDO_medSBP,1,0,3056580.826,35-44,Female,OTH
13,1,2,2,ENDO_medSBP,41,0,3612322.795,35-44,Male,NHW
14,2,2,2,ENDO_medSBP,7,0,2747835.288,35-44,Male,NHB
15,3,2,2,ENDO_medSBP,9,0,3087455.38,35-44,Male,HIS
16,4,2,2,ENDO_medSBP,2,0,2840458.95,35-44,Male,OTH
17,1,1,3,ENDO_medSBP,39,0,4075441.102,45-54,Female,NHW
18,2,1,3,ENDO_medSBP,11,0,3334451.81,45-54,Female,NHB
19,3,1,3,ENDO_medSBP,2,0,3457950.026,45-54,Female,HIS
20,4,1,3,ENDO_medSBP,1,0,3396200.918,45-54,Female,OTH
21,1,2,3,ENDO_medSBP,65,0,3859319.225,45-54,Male,NHW
22,2,2,3,ENDO_medSBP,30,0,3210953.595,45-54,Male,NHB
23,3,2,3,ENDO_medSBP,17,0,2963957.165,45-54,Male,HIS
24,4,2,3,ENDO_medSBP,9,0,3550573.687,45-54,Male,OTH
25,1,1,4,ENDO_medSBP,62,0,5248674.146,55-64,Female,NHW
26,2,1,4,ENDO_medSBP,24,0,5372172.361,55-64,Female,NHB
27,3,1,4,ENDO_medSBP,8,0,4939928.608,55-64,Female,HIS
28,4,1,4,ENDO_medSBP,5,0,4075441.102,55-64,Female,OTH
29,1,2,4,ENDO_medSBP,106,0,5742667.007,55-64,Male,NHW
30,2,2,4,ENDO_medSBP,48,0,4723806.731,55-64,Male,NHB
31,3,2,4,ENDO_medSBP,18,0,4569433.962,55-64,Male,HIS
32,4,2,4,ENDO_medSBP,6,0,3334451.81,55-64,Male,OTH
33,1,1,5,ENDO_medSBP,88,0,4939928.608,65-74,Female,NHW
34,2,1,5,ENDO_medSBP,20,0,3087455.38,65-74,Female,NHB
35,3,1,5,ENDO_medSBP,4,0,3056580.826,65-74,Female,HIS
36,4,1,5,ENDO_medSBP,3,0,2037720.551,65-74,Female,OTH
37,1,2,5,ENDO_medSBP,97,0,5804416.114,65-74,Male,NHW
38,2,2,5,ENDO_medSBP,16,0,3581448.241,65-74,Male,NHB
39,3,2,5,ENDO_medSBP,9,0,2747835.288,65-74,Male,HIS
40,4,2,5,ENDO_medSBP,1,0,2068595.105,65-74,Male,OTH
41,1,1,6,ENDO_medSBP,127,0,6792401.836,75+,Female,NHW
42,2,1,6,ENDO_medSBP,24,0,2253842.427,75+,Female,NHB
43,3,1,6,ENDO_medSBP,6,0,1204107.598,75+,Female,HIS
44,4,1,6,ENDO_medSBP,11,0,1296731.26,75+,Female,OTH
45,1,2,6,ENDO_medSBP,176,0,7162896.482,75+,Male,NHW
46,2,2,6,ENDO_medSBP,15,0,1914222.336,75+,Male,NHB
47,3,2,6,ENDO_medSBP,8,0,987985.7216,75+,Male,HIS
48,4,2,6,ENDO_medSBP,7,0,1080609.383,75+,Male,OTH
1,1,1,1,GC,8,0,4445935.747,25-34,Female,NHW
2,2,1,1,GC,2,0,3828444.671,25-34,Female,NHB
3,3,1,1,GC,2.5,0,3056580.826,25-34,Female,HIS
4,4,1,1,GC,1,0,3674071.902,25-34,Female,OTH
5,1,2,1,GC,6,0,4415061.193,25-34,Male,NHW
6,2,2,1,GC,1,0,2871333.503,25-34,Male,NHB
7,3,2,1,GC,2,0,3087455.38,25-34,Male,HIS
8,4,2,1,GC,0.5,0,3457950.026,25-34,Male,OTH
9,1,1,2,GC,8,0,4476810.301,35-44,Female,NHW
10,2,1,2,GC,2,0,3427075.472,35-44,Female,NHB
11,3,1,2,GC,2.5,0,4260688.424,35-44,Female,HIS
12,4,1,2,GC,1,0,3056580.826,35-44,Female,OTH
13,1,2,2,GC,6,0,3612322.795,35-44,Male,NHW
14,2,2,2,GC,1,0,2747835.288,35-44,Male,NHB
15,3,2,2,GC,2,0,3087455.38,35-44,Male,HIS
16,4,2,2,GC,0.5,0,2840458.95,35-44,Male,OTH
17,1,1,3,GC,97,0,4075441.102,45-54,Female,NHW
18,2,1,3,GC,44,0,3334451.81,45-54,Female,NHB
19,3,1,3,GC,73,0,3457950.026,45-54,Female,HIS
20,4,1,3,GC,26,0,3396200.918,45-54,Female,OTH
21,1,2,3,GC,51,0,3859319.225,45-54,Male,NHW
22,2,2,3,GC,13,0,3210953.595,45-54,Male,NHB
23,3,2,3,GC,14,0,2963957.165,45-54,Male,HIS
24,4,2,3,GC,6,0,3550573.687,45-54,Male,OTH
25,1,1,4,GC,264,0,5248674.146,55-64,Female,NHW
26,2,1,4,GC,104,0,5372172.361,55-64,Female,NHB
27,3,1,4,GC,101,0,4939928.608,55-64,Female,HIS
28,4,1,4,GC,31,0,4075441.102,55-64,Female,OTH
29,1,2,4,GC,134,0,5742667.007,55-64,Male,NHW
30,2,2,4,GC,44,0,4723806.731,55-64,Male,NHB
31,3,2,4,GC,22,0,4569433.962,55-64,Male,HIS
32,4,2,4,GC,13,0,3334451.81,55-64,Male,OTH
33,1,1,5,GC,605.5,0,4939928.608,65-74,Female,NHW
34,2,1,5,GC,123.5,0,3087455.38,65-74,Female,NHB
35,3,1,5,GC,122,0,3056580.826,65-74,Female,HIS
36,4,1,5,GC,47.5,0,2037720.551,65-74,Female,OTH
37,1,2,5,GC,299.5,0,5804416.114,65-74,Male,NHW
38,2,2,5,GC,53.5,0,3581448.241,65-74,Male,NHB
39,3,2,5,GC,55,0,2747835.288,65-74,Male,HIS
40,4,2,5,GC,24.5,0,2068595.105,65-74,Male,OTH
41,1,1,6,GC,605.5,0,6792401.836,75+,Female,NHW
42,2,1,6,GC,123.5,0,2253842.427,75+,Female,NHB
43,3,1,6,GC,122,0,1204107.598,75+,Female,HIS
44,4,1,6,GC,47.5,0,1296731.26,75+,Female,OTH
45,1,2,6,GC,299.5,0,7162896.482,75+,Male,NHW
46,2,2,6,GC,53.5,0,1914222.336,75+,Male,NHB
47,3,2,6,GC,55,0,987985.7216,75+,Male,HIS
48,4,2,6,GC,24.5,0,1080609.383,75+,Male,OTH
1,1,1,1,HHD,37,0,4445935.747,25-34,Female,NHW
2,2,1,1,HHD,47,0,3828444.671,25-34,Female,NHB
3,3,1,1,HHD,6,0,3056580.826,25-34,Female,HIS
4,4,1,1,HHD,1,0,3674071.902,25-34,Female,OTH
5,1,2,1,HHD,140,0,4415061.193,25-34,Male,NHW
6,2,2,1,HHD,95,0,2871333.503,25-34,Male,NHB
7,3,2,1,HHD,37,0,3087455.38,25-34,Male,HIS
8,4,2,1,HHD,14,0,3457950.026,25-34,Male,OTH
9,1,1,2,HHD,196,0,4476810.301,35-44,Female,NHW
10,2,1,2,HHD,217,0,3427075.472,35-44,Female,NHB
11,3,1,2,HHD,36,0,4260688.424,35-44,Female,HIS
12,4,1,2,HHD,12,0,3056580.826,35-44,Female,OTH
13,1,2,2,HHD,523,0,3612322.795,35-44,Male,NHW
14,2,2,2,HHD,356,0,2747835.288,35-44,Male,NHB
15,3,2,2,HHD,121,0,3087455.38,35-44,Male,HIS
16,4,2,2,HHD,47,0,2840458.95,35-44,Male,OTH
17,1,1,3,HHD,621,0,4075441.102,45-54,Female,NHW
18,2,1,3,HHD,555,0,3334451.81,45-54,Female,NHB
19,3,1,3,HHD,82,0,3457950.026,45-54,Female,HIS
20,4,1,3,HHD,22,0,3396200.918,45-54,Female,OTH
21,1,2,3,HHD,1576,0,3859319.225,45-54,Male,NHW
22,2,2,3,HHD,890,0,3210953.595,45-54,Male,NHB
23,3,2,3,HHD,216,0,2963957.165,45-54,Male,HIS
24,4,2,3,HHD,75,0,3550573.687,45-54,Male,OTH
25,1,1,4,HHD,1103,0,5248674.146,55-64,Female,NHW
26,2,1,4,HHD,685,0,5372172.361,55-64,Female,NHB
27,3,1,4,HHD,135,0,4939928.608,55-64,Female,HIS
28,4,1,4,HHD,49,0,4075441.102,55-64,Female,OTH
29,1,2,4,HHD,2611,0,5742667.007,55-64,Male,NHW
30,2,2,4,HHD,1233,0,4723806.731,55-64,Male,NHB
31,3,2,4,HHD,281,0,4569433.962,55-64,Male,HIS
32,4,2,4,HHD,128,0,3334451.81,55-64,Male,OTH
33,1,1,5,HHD,1200,0,4939928.608,65-74,Female,NHW
34,2,1,5,HHD,530,0,3087455.38,65-74,Female,NHB
35,3,1,5,HHD,116,0,3056580.826,65-74,Female,HIS
36,4,1,5,HHD,65,0,2037720.551,65-74,Female,OTH
37,1,2,5,HHD,1873,0,5804416.114,65-74,Male,NHW
38,2,2,5,HHD,769,0,3581448.241,65-74,Male,NHB
39,3,2,5,HHD,197,0,2747835.288,65-74,Male,HIS
40,4,2,5,HHD,113,0,2068595.105,65-74,Male,OTH
41,1,1,6,HHD,9248,0,6792401.836,75+,Female,NHW
42,2,1,6,HHD,1621,0,2253842.427,75+,Female,NHB
43,3,1,6,HHD,632,0,1204107.598,75+,Female,HIS
44,4,1,6,HHD,334,0,1296731.26,75+,Female,OTH
45,1,2,6,HHD,4687,0,7162896.482,75+,Male,NHW
46,2,2,6,HHD,882,0,1914222.336,75+,Male,NHB
47,3,2,6,HHD,386,0,987985.7216,75+,Male,HIS
48,4,2,6,HHD,219,0,1080609.383,75+,Male,OTH
1,1,1,1,HHD_medBMI,37,0,4445935.747,25-34,Female,NHW
2,2,1,1,HHD_medBMI,47,0,3828444.671,25-34,Female,NHB
3,3,1,1,HHD_medBMI,6,0,3056580.826,25-34,Female,HIS
4,4,1,1,HHD_medBMI,1,0,3674071.902,25-34,Female,OTH
5,1,2,1,HHD_medBMI,140,0,4415061.193,25-34,Male,NHW
6,2,2,1,HHD_medBMI,95,0,2871333.503,25-34,Male,NHB
7,3,2,1,HHD_medBMI,37,0,3087455.38,25-34,Male,HIS
8,4,2,1,HHD_medBMI,14,0,3457950.026,25-34,Male,OTH
9,1,1,2,HHD_medBMI,196,0,4476810.301,35-44,Female,NHW
10,2,1,2,HHD_medBMI,217,0,3427075.472,35-44,Female,NHB
11,3,1,2,HHD_medBMI,36,0,4260688.424,35-44,Female,HIS
12,4,1,2,HHD_medBMI,12,0,3056580.826,35-44,Female,OTH
13,1,2,2,HHD_medBMI,523,0,3612322.795,35-44,Male,NHW
14,2,2,2,HHD_medBMI,356,0,2747835.288,35-44,Male,NHB
15,3,2,2,HHD_medBMI,121,0,3087455.38,35-44,Male,HIS
16,4,2,2,HHD_medBMI,47,0,2840458.95,35-44,Male,OTH
17,1,1,3,HHD_medBMI,621,0,4075441.102,45-54,Female,NHW
18,2,1,3,HHD_medBMI,555,0,3334451.81,45-54,Female,NHB
19,3,1,3,HHD_medBMI,82,0,3457950.026,45-54,Female,HIS
20,4,1,3,HHD_medBMI,22,0,3396200.918,45-54,Female,OTH
21,1,2,3,HHD_medBMI,1576,0,3859319.225,45-54,Male,NHW
22,2,2,3,HHD_medBMI,890,0,3210953.595,45-54,Male,NHB
23,3,2,3,HHD_medBMI,216,0,2963957.165,45-54,Male,HIS
24,4,2,3,HHD_medBMI,75,0,3550573.687,45-54,Male,OTH
25,1,1,4,HHD_medBMI,1103,0,5248674.146,55-64,Female,NHW
26,2,1,4,HHD_medBMI,685,0,5372172.361,55-64,Female,NHB
27,3,1,4,HHD_medBMI,135,0,4939928.608,55-64,Female,HIS
28,4,1,4,HHD_medBMI,49,0,4075441.102,55-64,Female,OTH
29,1,2,4,HHD_medBMI,2611,0,5742667.007,55-64,Male,NHW
30,2,2,4,HHD_medBMI,1233,0,4723806.731,55-64,Male,NHB
31,3,2,4,HHD_medBMI,281,0,4569433.962,55-64,Male,HIS
32,4,2,4,HHD_medBMI,128,0,3334451.81,55-64,Male,OTH
33,1,1,5,HHD_medBMI,1200,0,4939928.608,65-74,Female,NHW
34,2,1,5,HHD_medBMI,530,0,3087455.38,65-74,Female,NHB
35,3,1,5,HHD_medBMI,116,0,3056580.826,65-74,Female,HIS
36,4,1,5,HHD_medBMI,65,0,2037720.551,65-74,Female,OTH
37,1,2,5,HHD_medBMI,1873,0,5804416.114,65-74,Male,NHW
38,2,2,5,HHD_medBMI,769,0,3581448.241,65-74,Male,NHB
39,3,2,5,HHD_medBMI,197,0,2747835.288,65-74,Male,HIS
40,4,2,5,HHD_medBMI,113,0,2068595.105,65-74,Male,OTH
41,1,1,6,HHD_medBMI,9248,0,6792401.836,75+,Female,NHW
42,2,1,6,HHD_medBMI,1621,0,2253842.427,75+,Female,NHB
43,3,1,6,HHD_medBMI,632,0,1204107.598,75+,Female,HIS
44,4,1,6,HHD_medBMI,334,0,1296731.26,75+,Female,OTH
45,1,2,6,HHD_medBMI,4687,0,7162896.482,75+,Male,NHW
46,2,2,6,HHD_medBMI,882,0,1914222.336,75+,Male,NHB
47,3,2,6,HHD_medBMI,386,0,987985.7216,75+,Male,HIS
48,4,2,6,HHD_medBMI,219,0,1080609.383,75+,Male,OTH
1,1,1,1,HHD_medSBP,37,0,4445935.747,25-34,Female,NHW
2,2,1,1,HHD_medSBP,47,0,3828444.671,25-34,Female,NHB
3,3,1,1,HHD_medSBP,6,0,3056580.826,25-34,Female,HIS
4,4,1,1,HHD_medSBP,1,0,3674071.902,25-34,Female,OTH
5,1,2,1,HHD_medSBP,140,0,4415061.193,25-34,Male,NHW
6,2,2,1,HHD_medSBP,95,0,2871333.503,25-34,Male,NHB
7,3,2,1,HHD_medSBP,37,0,3087455.38,25-34,Male,HIS
8,4,2,1,HHD_medSBP,14,0,3457950.026,25-34,Male,OTH
9,1,1,2,HHD_medSBP,196,0,4476810.301,35-44,Female,NHW
10,2,1,2,HHD_medSBP,217,0,3427075.472,35-44,Female,NHB
11,3,1,2,HHD_medSBP,36,0,4260688.424,35-44,Female,HIS
12,4,1,2,HHD_medSBP,12,0,3056580.826,35-44,Female,OTH
13,1,2,2,HHD_medSBP,523,0,3612322.795,35-44,Male,NHW
14,2,2,2,HHD_medSBP,356,0,2747835.288,35-44,Male,NHB
15,3,2,2,HHD_medSBP,121,0,3087455.38,35-44,Male,HIS
16,4,2,2,HHD_medSBP,47,0,2840458.95,35-44,Male,OTH
17,1,1,3,HHD_medSBP,621,0,4075441.102,45-54,Female,NHW
18,2,1,3,HHD_medSBP,555,0,3334451.81,45-54,Female,NHB
19,3,1,3,HHD_medSBP,82,0,3457950.026,45-54,Female,HIS
20,4,1,3,HHD_medSBP,22,0,3396200.918,45-54,Female,OTH
21,1,2,3,HHD_medSBP,1576,0,3859319.225,45-54,Male,NHW
22,2,2,3,HHD_medSBP,890,0,3210953.595,45-54,Male,NHB
23,3,2,3,HHD_medSBP,216,0,2963957.165,45-54,Male,HIS
24,4,2,3,HHD_medSBP,75,0,3550573.687,45-54,Male,OTH
25,1,1,4,HHD_medSBP,1103,0,5248674.146,55-64,Female,NHW
26,2,1,4,HHD_medSBP,685,0,5372172.361,55-64,Female,NHB
27,3,1,4,HHD_medSBP,135,0,4939928.608,55-64,Female,HIS
28,4,1,4,HHD_medSBP,49,0,4075441.102,55-64,Female,OTH
29,1,2,4,HHD_medSBP,2611,0,5742667.007,55-64,Male,NHW
30,2,2,4,HHD_medSBP,1233,0,4723806.731,55-64,Male,NHB
31,3,2,4,HHD_medSBP,281,0,4569433.962,55-64,Male,HIS
32,4,2,4,HHD_medSBP,128,0,3334451.81,55-64,Male,OTH
33,1,1,5,HHD_medSBP,1200,0,4939928.608,65-74,Female,NHW
34,2,1,5,HHD_medSBP,530,0,3087455.38,65-74,Female,NHB
35,3,1,5,HHD_medSBP,116,0,3056580.826,65-74,Female,HIS
36,4,1,5,HHD_medSBP,65,0,2037720.551,65-74,Female,OTH
37,1,2,5,HHD_medSBP,1873,0,5804416.114,65-74,Male,NHW
38,2,2,5,HHD_medSBP,769,0,3581448.241,65-74,Male,NHB
39,3,2,5,HHD_medSBP,197,0,2747835.288,65-74,Male,HIS
40,4,2,5,HHD_medSBP,113,0,2068595.105,65-74,Male,OTH
41,1,1,6,HHD_medSBP,9248,0,6792401.836,75+,Female,NHW
42,2,1,6,HHD_medSBP,1621,0,2253842.427,75+,Female,NHB
43,3,1,6,HHD_medSBP,632,0,1204107.598,75+,Female,HIS
44,4,1,6,HHD_medSBP,334,0,1296731.26,75+,Female,OTH
45,1,2,6,HHD_medSBP,4687,0,7162896.482,75+,Male,NHW
46,2,2,6,HHD_medSBP,882,0,1914222.336,75+,Male,NHB
47,3,2,6,HHD_medSBP,386,0,987985.7216,75+,Male,HIS
48,4,2,6,HHD_medSBP,219,0,1080609.383,75+,Male,OTH
1,1,1,1,HSTK,85,0,4445935.747,25-34,Female,NHW
2,2,1,1,HSTK,33,0,3828444.671,25-34,Female,NHB
3,3,1,1,HSTK,28,0,3056580.826,25-34,Female,HIS
4,4,1,1,HSTK,15,0,3674071.902,25-34,Female,OTH
5,1,2,1,HSTK,109,0,4415061.193,25-34,Male,NHW
6,2,2,1,HSTK,45,0,2871333.503,25-34,Male,NHB
7,3,2,1,HSTK,47,0,3087455.38,25-34,Male,HIS
8,4,2,1,HSTK,17,0,3457950.026,25-34,Male,OTH
9,1,1,2,HSTK,260,0,4476810.301,35-44,Female,NHW
10,2,1,2,HSTK,135,0,3427075.472,35-44,Female,NHB
11,3,1,2,HSTK,75,0,4260688.424,35-44,Female,HIS
12,4,1,2,HSTK,47,0,3056580.826,35-44,Female,OTH
13,1,2,2,HSTK,288,0,3612322.795,35-44,Male,NHW
14,2,2,2,HSTK,161,0,2747835.288,35-44,Male,NHB
15,3,2,2,HSTK,140,0,3087455.38,35-44,Male,HIS
16,4,2,2,HSTK,46,0,2840458.95,35-44,Male,OTH
17,1,1,3,HSTK,835,0,4075441.102,45-54,Female,NHW
18,2,1,3,HSTK,465,0,3334451.81,45-54,Female,NHB
19,3,1,3,HSTK,179,0,3457950.026,45-54,Female,HIS
20,4,1,3,HSTK,99,0,3396200.918,45-54,Female,OTH
21,1,2,3,HSTK,861,0,3859319.225,45-54,Male,NHW
22,2,2,3,HSTK,487,0,3210953.595,45-54,Male,NHB
23,3,2,3,HSTK,266,0,2963957.165,45-54,Male,HIS
24,4,2,3,HSTK,111,0,3550573.687,45-54,Male,OTH
25,1,1,4,HSTK,1320,0,5248674.146,55-64,Female,NHW
