Sex_label,Age_label,Race_label,crude_rate,crude_SE,count,population,Sex,Age,Race,subgroup,diseases
Female,65-74,NHW,7.561,0,401,5303188.496,1,5,1,33,DIAB_medBMI
Female,65-74,NHB,21.994,0,729,3314492.81,1,5,2,34,DIAB_medBMI
Female,65-74,HIS,25.142,0,825,3281347.882,1,5,3,35,DIAB_medBMI
Female,65-74,OTH,56.41,0,1234,2187565.255,1,5,4,36,DIAB_medBMI
Male,65-74,NHW,0.209,0,13,6231246.483,2,5,1,37,DIAB_medBMI
Male,65-74,NHB,0.468,0,18,3844811.66,2,5,2,38,DIAB_medBMI
Male,65-74,HIS,3.187,0,94,2949898.601,2,5,3,39,DIAB_medBMI
Male,65-74,OTH,9.411,0,209,2220710.183,2,5,4,40,DIAB_medBMI
Female,75+,NHW,4.416,0,322,7291884.182,1,6,1,41,DIAB_medBMI
Female,75+,NHB,30.708,0,743,2419579.751,1,6,2,42,DIAB_medBMI
Female,75+,HIS,0.774,0,10,1292652.196,1,6,3,43,DIAB_medBMI
Female,75+,OTH,4.31,0,60,1392086.98,1,6,4,44,DIAB_medBMI
Male,75+,NHW,2.315,0,178,7689623.319,2,6,1,45,DIAB_medBMI
Male,75+,NHB,16.253,0,334,2054985.542,2,6,2,46,DIAB_medBMI
Male,75+,HIS,33.093,0,351,1060637.699,2,6,3,47,DIAB_medBMI
Male,75+,OTH,51.721,0,600,1160072.484,2,6,4,48,DIAB_medBMI
Female,25-34,NHW,2.661,0,127,4772869.646,1,1,1,1,DIAB_medSBP
Female,25-34,NHB,9.197,0,378,4109971.084,1,1,2,2,DIAB_medSBP
Female,25-34,HIS,35.077,0,1151,3281347.882,1,1,3,3,DIAB_medSBP
Female,25-34,OTH,68.556,0,2704,3944246.444,1,1,4,4,DIAB_medSBP
Male,25-34,NHW,87.262,0,4136,4739724.718,2,1,1,5,DIAB_medSBP
Male,25-34,NHB,422.939,0,13037,3082478.313,2,1,2,6,DIAB_medSBP
Male,25-34,HIS,5.732,0,190,3314492.81,2,1,3,7,DIAB_medSBP
Male,25-34,OTH,16.217,0,602,3712231.947,2,1,4,8,DIAB_medSBP
Female,35-44,NHW,42.759,0,2055,4806014.575,1,2,1,9,DIAB_medSBP
Female,35-44,NHB,128.456,0,4726,3679087.019,1,2,2,10,DIAB_medSBP
Female,35-44,HIS,134.04,0,6131,4574000.078,1,2,3,11,DIAB_medSBP
Female,35-44,OTH,345.651,0,11342,3281347.882,1,2,4,12,DIAB_medSBP
Male,35-44,NHW,2.089,0,81,3877956.588,2,2,1,13,DIAB_medSBP
Male,35-44,NHB,6.17,0,182,2949898.601,2,2,2,14,DIAB_medSBP
Male,35-44,HIS,16.926,0,561,3314492.81,2,2,3,15,DIAB_medSBP
Male,35-44,OTH,35.811,0,1092,3049333.385,2,2,4,16,DIAB_medSBP
Female,45-54,NHW,31.793,0,1391,4375130.509,1,3,1,17,DIAB_medSBP
Female,45-54,NHB,82.103,0,2939,3579652.235,1,3,2,18,DIAB_medSBP
Female,45-54,HIS,2.586,0,96,3712231.947,1,3,3,19,DIAB_medSBP
Female,45-54,OTH,7.652,0,279,3645942.091,1,3,4,20,DIAB_medSBP
Male,45-54,NHW,18.199,0,754,4143116.013,2,3,1,21,DIAB_medSBP
Male,45-54,NHB,39.831,0,1373,3447072.522,2,3,2,22,DIAB_medSBP
Male,45-54,HIS,46.293,0,1473,3181913.098,2,3,3,23,DIAB_medSBP
Male,45-54,OTH,42.79,0,1631,3811666.732,2,3,4,24,DIAB_medSBP
Female,55-64,NHW,0.55,0,31,5634637.777,1,4,1,25,DIAB_medSBP
Female,55-64,NHB,1.127,0,65,5767217.489,1,4,2,26,DIAB_medSBP
Female,55-64,HIS,4.073,0,216,5303188.496,1,4,3,27,DIAB_medSBP
Female,55-64,OTH,11.245,0,492,4375130.509,1,4,4,28,DIAB_medSBP
Male,55-64,NHW,11.371,0,701,6164956.627,2,4,1,29,DIAB_medSBP
Male,55-64,NHB,32.872,0,1667,5071173.999,2,4,2,30,DIAB_medSBP
Male,55-64,HIS,1.019,0,50,4905449.359,2,4,3,31,DIAB_medSBP
Male,55-64,OTH,3.911,0,140,3579652.235,2,4,4,32,DIAB_medSBP
Female,65-74,NHW,7.561,0,401,5303188.496,1,5,1,33,DIAB_medSBP
Female,65-74,NHB,21.994,0,729,3314492.81,1,5,2,34,DIAB_medSBP
Female,65-74,HIS,25.142,0,825,3281347.882,1,5,3,35,DIAB_medSBP
Female,65-74,OTH,56.41,0,1234,2187565.255,1,5,4,36,DIAB_medSBP
Male,65-74,NHW,0.209,0,13,6231246.483,2,5,1,37,DIAB_medSBP
Male,65-74,NHB,0.468,0,18,3844811.66,2,5,2,38,DIAB_medSBP
Male,65-74,HIS,3.187,0,94,2949898.601,2,5,3,39,DIAB_medSBP
Male,65-74,OTH,9.411,0,209,2220710.183,2,5,4,40,DIAB_medSBP
Female,75+,NHW,4.416,0,322,7291884.182,1,6,1,41,DIAB_medSBP
Female,75+,NHB,30.708,0,743,2419579.751,1,6,2,42,DIAB_medSBP
Female,75+,HIS,0.774,0,10,1292652.196,1,6,3,43,DIAB_medSBP
Female,75+,OTH,4.31,0,60,1392086.98,1,6,4,44,DIAB_medSBP
Male,75+,NHW,2.315,0,178,7689623.319,2,6,1,45,DIAB_medSBP
Male,75+,NHB,16.253,0,334,2054985.542,2,6,2,46,DIAB_medSBP
Male,75+,HIS,33.093,0,351,1060637.699,2,6,3,47,DIAB_medSBP
Male,75+,OTH,51.721,0,600,1160072.484,2,6,4,48,DIAB_medSBP
Female,25-34,NHW,0.117943135,0.044225626,18,15261592,1,1,1,1,ECA
Female,25-34,NHB,0.117236807,0.04246281,4.5,3838385,1,1,2,2,ECA
Female,25-34,HIS,0.104573831,0.042775298,5.5,5259442,1,1,3,3,ECA
Female,25-34,OTH,0.112781709,0.044456037,2.5,2216671.5,1,1,4,4,ECA
Male,25-34,NHW,0.610377485,0.107726449,95.5,15646055.5,2,1,1,5,ECA
Male,25-34,NHB,0.38486687,0.058541335,14,3637621.5,2,1,2,6,ECA
Male,25-34,HIS,0.451074114,0.127831107,25.5,5653173,2,1,3,7,ECA
Male,25-34,OTH,0.529453498,0.061487118,11,2077614,2,1,4,8,ECA
Female,35-44,NHW,0.117943135,0.044225626,18,15261592,1,2,1,9,ECA
Female,35-44,NHB,0.117236807,0.04246281,4.5,3838385,1,2,2,10,ECA
Female,35-44,HIS,0.104573831,0.042775298,5.5,5259442,1,2,3,11,ECA
Female,35-44,OTH,0.112781709,0.044456037,2.5,2216671.5,1,2,4,12,ECA
Male,35-44,NHW,0.610377485,0.107726449,95.5,15646055.5,2,2,1,13,ECA
Male,35-44,NHB,0.38486687,0.058541335,14,3637621.5,2,2,2,14,ECA
Male,35-44,HIS,0.451074114,0.127831107,25.5,5653173,2,2,3,15,ECA
Male,35-44,OTH,0.529453498,0.061487118,11,2077614,2,2,4,16,ECA
Female,45-54,NHW,1.573207932,0.161505998,224,14238423,1,3,1,17,ECA
Female,45-54,NHB,1.922846988,0.294718052,55,2860342,1,3,2,18,ECA
Female,45-54,HIS,1.120448179,0.1,36,3213000,1,3,3,19,ECA
Female,45-54,OTH,1.504140965,0.1,23,1529112,1,3,4,20,ECA
Male,45-54,NHW,7.739481807,0.356629655,1091,14096551,2,3,1,21,ECA
Male,45-54,NHB,5.377925829,0.652919347,136,2528856,2,3,2,22,ECA
Male,45-54,HIS,3.392262951,0.434649437,111,3272152,2,3,3,23,ECA
Male,45-54,OTH,3.2533454,0.481141415,44,1352454,2,3,4,24,ECA
Female,55-64,NHW,4.274870748,0.25288871,646,15111568,1,4,1,25,ECA
Female,55-64,NHB,6.714223789,0.697623149,171,2546832,1,4,2,26,ECA
Female,55-64,HIS,1.865053805,0.430048783,41,2198328,1,4,3,27,ECA
Female,55-64,OTH,3.065924451,0.2,39,1272047,1,4,4,28,ECA
Male,55-64,NHW,21.47068727,0.549536347,3095,14415002,2,4,1,29,ECA
Male,55-64,NHB,18.01001076,1.29079081,385,2137700,2,4,2,30,ECA
Male,55-64,HIS,11.8995638,1.045771217,245,2058899,2,4,3,31,ECA
Male,55-64,OTH,9.568184099,1.265861711,102,1066033,2,4,4,32,ECA
Female,65-74,NHW,8.793750362,0.478298076,907.5,10319829,1,5,1,33,ECA
Female,65-74,NHB,9.677420619,1.412831022,123.5,1276166.5,1,5,2,34,ECA
Female,65-74,HIS,6.143165775,1.275667697,65.5,1066225.5,1,5,3,35,ECA
Female,65-74,OTH,7.16879067,0.831053718,48,669569,1,5,4,36,ECA
Male,65-74,NHW,40.30508791,1.127894625,3366.5,8352543.5,2,5,1,37,ECA
Male,65-74,NHB,27.12509042,2.755495953,232.5,857140,2,5,2,38,ECA
Male,65-74,HIS,24.94968378,2.877230314,202,809629.5,2,5,3,39,ECA
Male,65-74,OTH,19.66890356,3.108493028,101.5,516043,2,5,4,40,ECA
Female,75+,NHW,8.793750362,0.478298076,907.5,10319829,1,6,1,41,ECA
Female,75+,NHB,9.677420619,1.412831022,123.5,1276166.5,1,6,2,42,ECA
Female,75+,HIS,6.143165775,1.275667697,65.5,1066225.5,1,6,3,43,ECA
Female,75+,OTH,7.16879067,0.831053718,48,669569,1,6,4,44,ECA
Male,75+,NHW,40.30508791,1.127894625,3366.5,8352543.5,2,6,1,45,ECA
Male,75+,NHB,27.12509042,2.755495953,232.5,857140,2,6,2,46,ECA
Male,75+,HIS,24.94968378,2.877230314,202,809629.5,2,6,3,47,ECA
Male,75+,OTH,19.66890356,3.108493028,101.5,516043,2,6,4,48,ECA
Female,25-34,NHW,0.356,0,17,4772869.646,1,1,1,1,ENDO
Female,25-34,NHB,0.365,0,15,4109971.084,1,1,2,2,ENDO
Female,25-34,HIS,1.189,0,39,3281347.882,1,1,3,3,ENDO
Female,25-34,OTH,1.572,0,62,3944246.444,1,1,4,4,ENDO
Male,25-34,NHW,1.857,0,88,4739724.718,2,1,1,5,ENDO
Male,25-34,NHB,4.12,0,127,3082478.313,2,1,2,6,ENDO
Male,25-34,HIS,0.664,0,22,3314492.81,2,1,3,7,ENDO
Male,25-34,OTH,1.104,0,41,3712231.947,2,1,4,8,ENDO
Female,35-44,NHW,1.352,0,65,4806014.575,1,2,1,9,ENDO
Female,35-44,NHB,2.881,0,106,3679087.019,1,2,2,10,ENDO
Female,35-44,HIS,2.121,0,97,4574000.078,1,2,3,11,ENDO
Female,35-44,OTH,5.364,0,176,3281347.882,1,2,4,12,ENDO
Male,35-44,NHW,0.052,0,2,3877956.588,2,2,1,13,ENDO
Male,35-44,NHB,0.068,0,2,2949898.601,2,2,2,14,ENDO
Male,35-44,HIS,0.332,0,11,3314492.81,2,2,3,15,ENDO
Male,35-44,OTH,0.787,0,24,3049333.385,2,2,4,16,ENDO
Female,45-54,NHW,0.457,0,20,4375130.509,1,3,1,17,ENDO
Female,45-54,NHB,0.67,0,24,3579652.235,1,3,2,18,ENDO
Female,45-54,HIS,0.054,0,2,3712231.947,1,3,3,19,ENDO
Female,45-54,OTH,0.192,0,7,3645942.091,1,3,4,20,ENDO
Male,45-54,NHW,0.724,0,30,4143116.013,2,3,1,21,ENDO
Male,45-54,NHB,1.392,0,48,3447072.522,2,3,2,22,ENDO
Male,45-54,HIS,0.503,0,16,3181913.098,2,3,3,23,ENDO
Male,45-54,OTH,0.394,0,15,3811666.732,2,3,4,24,ENDO
Female,55-64,NHW,0,0,0,5634637.777,1,4,1,25,ENDO
Female,55-64,NHB,0.069,0,4,5767217.489,1,4,2,26,ENDO
Female,55-64,HIS,0.038,0,2,5303188.496,1,4,3,27,ENDO
Female,55-64,OTH,0.183,0,8,4375130.509,1,4,4,28,ENDO
Male,55-64,NHW,0.065,0,4,6164956.627,2,4,1,29,ENDO
Male,55-64,NHB,0.118,0,6,5071173.999,2,4,2,30,ENDO
Male,55-64,HIS,0.122,0,6,4905449.359,2,4,3,31,ENDO
Male,55-64,OTH,0.251,0,9,3579652.235,2,4,4,32,ENDO
Female,65-74,NHW,0.321,0,17,5303188.496,1,5,1,33,ENDO
Female,65-74,NHB,0.543,0,18,3314492.81,1,5,2,34,ENDO
Female,65-74,HIS,0.274,0,9,3281347.882,1,5,3,35,ENDO
Female,65-74,OTH,0.366,0,8,2187565.255,1,5,4,36,ENDO
Male,65-74,NHW,0,0,0,6231246.483,2,5,1,37,ENDO
Male,65-74,NHB,0.026,0,1,3844811.66,2,5,2,38,ENDO
Male,65-74,HIS,0.034,0,1,2949898.601,2,5,3,39,ENDO
Male,65-74,OTH,0.225,0,5,2220710.183,2,5,4,40,ENDO
Female,75+,NHW,0.041,0,3,7291884.182,1,6,1,41,ENDO
Female,75+,NHB,0.455,0,11,2419579.751,1,6,2,42,ENDO
Female,75+,HIS,0.309,0,4,1292652.196,1,6,3,43,ENDO
Female,75+,OTH,0.144,0,2,1392086.98,1,6,4,44,ENDO
Male,75+,NHW,0.117,0,9,7689623.319,2,6,1,45,ENDO
Male,75+,NHB,0.292,0,6,2054985.542,2,6,2,46,ENDO
Male,75+,HIS,0.094,0,1,1060637.699,2,6,3,47,ENDO
Male,75+,OTH,0.603,0,7,1160072.484,2,6,4,48,ENDO
Female,25-34,NHW,0.356,0,17,4772869.646,1,1,1,1,ENDO_medBMI
Female,25-34,NHB,0.365,0,15,4109971.084,1,1,2,2,ENDO_medBMI
Female,25-34,HIS,1.189,0,39,3281347.882,1,1,3,3,ENDO_medBMI
Female,25-34,OTH,1.572,0,62,3944246.444,1,1,4,4,ENDO_medBMI
Male,25-34,NHW,1.857,0,88,4739724.718,2,1,1,5,ENDO_medBMI
Male,25-34,NHB,4.12,0,127,3082478.313,2,1,2,6,ENDO_medBMI
Male,25-34,HIS,0.664,0,22,3314492.81,2,1,3,7,ENDO_medBMI
Male,25-34,OTH,1.104,0,41,3712231.947,2,1,4,8,ENDO_medBMI
Female,35-44,NHW,1.352,0,65,4806014.575,1,2,1,9,ENDO_medBMI
Female,35-44,NHB,2.881,0,106,3679087.019,1,2,2,10,ENDO_medBMI
Female,35-44,HIS,2.121,0,97,4574000.078,1,2,3,11,ENDO_medBMI
Female,35-44,OTH,5.364,0,176,3281347.882,1,2,4,12,ENDO_medBMI
Male,35-44,NHW,0.052,0,2,3877956.588,2,2,1,13,ENDO_medBMI
Male,35-44,NHB,0.068,0,2,2949898.601,2,2,2,14,ENDO_medBMI
Male,35-44,HIS,0.332,0,11,3314492.81,2,2,3,15,ENDO_medBMI
Male,35-44,OTH,0.787,0,24,3049333.385,2,2,4,16,ENDO_medBMI
Female,45-54,NHW,0.457,0,20,4375130.509,1,3,1,17,ENDO_medBMI
Female,45-54,NHB,0.67,0,24,3579652.235,1,3,2,18,ENDO_medBMI
Female,45-54,HIS,0.054,0,2,3712231.947,1,3,3,19,ENDO_medBMI
Female,45-54,OTH,0.192,0,7,3645942.091,1,3,4,20,ENDO_medBMI
Male,45-54,NHW,0.724,0,30,4143116.013,2,3,1,21,ENDO_medBMI
Male,45-54,NHB,1.392,0,48,3447072.522,2,3,2,22,ENDO_medBMI
Male,45-54,HIS,0.503,0,16,3181913.098,2,3,3,23,ENDO_medBMI
Male,45-54,OTH,0.394,0,15,3811666.732,2,3,4,24,ENDO_medBMI
Female,55-64,NHW,0,0,0,5634637.777,1,4,1,25,ENDO_medBMI
Female,55-64,NHB,0.069,0,4,5767217.489,1,4,2,26,ENDO_medBMI
Female,55-64,HIS,0.038,0,2,5303188.496,1,4,3,27,ENDO_medBMI
Female,55-64,OTH,0.183,0,8,4375130.509,1,4,4,28,ENDO_medBMI
Male,55-64,NHW,0.065,0,4,6164956.627,2,4,1,29,ENDO_medBMI
Male,55-64,NHB,0.118,0,6,5071173.999,2,4,2,30,ENDO_medBMI
Male,55-64,HIS,0.122,0,6,4905449.359,2,4,3,31,ENDO_medBMI
Male,55-64,OTH,0.251,0,9,3579652.235,2,4,4,32,ENDO_medBMI
Female,65-74,NHW,0.321,0,17,5303188.496,1,5,1,33,ENDO_medBMI
Female,65-74,NHB,0.543,0,18,3314492.81,1,5,2,34,ENDO_medBMI
Female,65-74,HIS,0.274,0,9,3281347.882,1,5,3,35,ENDO_medBMI
Female,65-74,OTH,0.366,0,8,2187565.255,1,5,4,36,ENDO_medBMI
Male,65-74,NHW,0,0,0,6231246.483,2,5,1,37,ENDO_medBMI
Male,65-74,NHB,0.026,0,1,3844811.66,2,5,2,38,ENDO_medBMI
Male,65-74,HIS,0.034,0,1,2949898.601,2,5,3,39,ENDO_medBMI
Male,65-74,OTH,0.225,0,5,2220710.183,2,5,4,40,ENDO_medBMI
Female,75+,NHW,0.041,0,3,7291884.182,1,6,1,41,ENDO_medBMI
Female,75+,NHB,0.455,0,11,2419579.751,1,6,2,42,ENDO_medBMI
Female,75+,HIS,0.309,0,4,1292652.196,1,6,3,43,ENDO_medBMI
Female,75+,OTH,0.144,0,2,1392086.98,1,6,4,44,ENDO_medBMI
Male,75+,NHW,0.117,0,9,7689623.319,2,6,1,45,ENDO_medBMI
Male,75+,NHB,0.292,0,6,2054985.542,2,6,2,46,ENDO_medBMI
Male,75+,HIS,0.094,0,1,1060637.699,2,6,3,47,ENDO_medBMI
Male,75+,OTH,0.603,0,7,1160072.484,2,6,4,48,ENDO_medBMI
Female,25-34,NHW,0.356,0,17,4772869.646,1,1,1,1,ENDO_medSBP
Female,25-34,NHB,0.365,0,15,4109971.084,1,1,2,2,ENDO_medSBP
Female,25-34,HIS,1.189,0,39,3281347.882,1,1,3,3,ENDO_medSBP
Female,25-34,OTH,1.572,0,62,3944246.444,1,1,4,4,ENDO_medSBP
Male,25-34,NHW,1.857,0,88,4739724.718,2,1,1,5,ENDO_medSBP
Male,25-34,NHB,4.12,0,127,3082478.313,2,1,2,6,ENDO_medSBP
Male,25-34,HIS,0.664,0,22,3314492.81,2,1,3,7,ENDO_medSBP
Male,25-34,OTH,1.104,0,41,3712231.947,2,1,4,8,ENDO_medSBP
Female,35-44,NHW,1.352,0,65,4806014.575,1,2,1,9,ENDO_medSBP
Female,35-44,NHB,2.881,0,106,3679087.019,1,2,2,10,ENDO_medSBP
Female,35-44,HIS,2.121,0,97,4574000.078,1,2,3,11,ENDO_medSBP
Female,35-44,OTH,5.364,0,176,3281347.882,1,2,4,12,ENDO_medSBP
Male,35-44,NHW,0.052,0,2,3877956.588,2,2,1,13,ENDO_medSBP
Male,35-44,NHB,0.068,0,2,2949898.601,2,2,2,14,ENDO_medSBP
Male,35-44,HIS,0.332,0,11,3314492.81,2,2,3,15,ENDO_medSBP
Male,35-44,OTH,0.787,0,24,3049333.385,2,2,4,16,ENDO_medSBP
Female,45-54,NHW,0.457,0,20,4375130.509,1,3,1,17,ENDO_medSBP
Female,45-54,NHB,0.67,0,24,3579652.235,1,3,2,18,ENDO_medSBP
Female,45-54,HIS,0.054,0,2,3712231.947,1,3,3,19,ENDO_medSBP
Female,45-54,OTH,0.192,0,7,3645942.091,1,3,4,20,ENDO_medSBP
Male,45-54,NHW,0.724,0,30,4143116.013,2,3,1,21,ENDO_medSBP
Male,45-54,NHB,1.392,0,48,3447072.522,2,3,2,22,ENDO_medSBP
Male,45-54,HIS,0.503,0,16,3181913.098,2,3,3,23,ENDO_medSBP
Male,45-54,OTH,0.394,0,15,3811666.732,2,3,4,24,ENDO_medSBP
Female,55-64,NHW,0,0,0,5634637.777,1,4,1,25,ENDO_medSBP
Female,55-64,NHB,0.069,0,4,5767217.489,1,4,2,26,ENDO_medSBP
Female,55-64,HIS,0.038,0,2,5303188.496,1,4,3,27,ENDO_medSBP
Female,55-64,OTH,0.183,0,8,4375130.509,1,4,4,28,ENDO_medSBP
Male,55-64,NHW,0.065,0,4,6164956.627,2,4,1,29,ENDO_medSBP
Male,55-64,NHB,0.118,0,6,5071173.999,2,4,2,30,ENDO_medSBP
Male,55-64,HIS,0.122,0,6,4905449.359,2,4,3,31,ENDO_medSBP
Male,55-64,OTH,0.251,0,9,3579652.235,2,4,4,32,ENDO_medSBP
Female,65-74,NHW,0.321,0,17,5303188.496,1,5,1,33,ENDO_medSBP
Female,65-74,NHB,0.543,0,18,3314492.81,1,5,2,34,ENDO_medSBP
Female,65-74,HIS,0.274,0,9,3281347.882,1,5,3,35,ENDO_medSBP
Female,65-74,OTH,0.366,0,8,2187565.255,1,5,4,36,ENDO_medSBP
Male,65-74,NHW,0,0,0,6231246.483,2,5,1,37,ENDO_medSBP
Male,65-74,NHB,0.026,0,1,3844811.66,2,5,2,38,ENDO_medSBP
Male,65-74,HIS,0.034,0,1,2949898.601,2,5,3,39,ENDO_medSBP
Male,65-74,OTH,0.225,0,5,2220710.183,2,5,4,40,ENDO_medSBP
Female,75+,NHW,0.041,0,3,7291884.182,1,6,1,41,ENDO_medSBP
Female,75+,NHB,0.455,0,11,2419579.751,1,6,2,42,ENDO_medSBP
Female,75+,HIS,0.309,0,4,1292652.196,1,6,3,43,ENDO_medSBP
Female,75+,OTH,0.144,0,2,1392086.98,1,6,4,44,ENDO_medSBP
Male,75+,NHW,0.117,0,9,7689623.319,2,6,1,45,ENDO_medSBP
Male,75+,NHB,0.292,0,6,2054985.542,2,6,2,46,ENDO_medSBP
Male,75+,HIS,0.094,0,1,1060637.699,2,6,3,47,ENDO_medSBP
Male,75+,OTH,0.603,0,7,1160072.484,2,6,4,48,ENDO_medSBP
Female,25-34,NHW,0.052419171,0.044225626,8,15261592,1,1,1,1,GC
Female,25-34,NHB,0.052105247,0.04246281,2,3838385,1,1,2,2,GC
Female,25-34,HIS,0.04753356,0.042775298,2.5,5259442,1,1,3,3,GC
Female,25-34,OTH,0.045112684,0.044456037,1,2216671.5,1,1,4,4,GC
Male,25-34,NHW,0.038348324,0,6,15646055.5,2,1,1,5,GC
Male,25-34,NHB,0.027490491,0,1,3637621.5,2,1,2,6,GC
Male,25-34,HIS,0.03537836199999999,0,2,5653173,2,1,3,7,GC
Male,25-34,OTH,0.024066068,0,0.5,2077614,2,1,4,8,GC
Female,35-44,NHW,0.052419171,0.044225626,8,15261592,1,2,1,9,GC
Female,35-44,NHB,0.052105247,0.04246281,2,3838385,1,2,2,10,GC
Female,35-44,HIS,0.04753356,0.042775298,2.5,5259442,1,2,3,11,GC
Female,35-44,OTH,0.045112684,0.044456037,1,2216671.5,1,2,4,12,GC
Male,35-44,NHW,0.038348324,0,6,15646055.5,2,2,1,13,GC
Male,35-44,NHB,0.027490491,0,1,3637621.5,2,2,2,14,GC
Male,35-44,HIS,0.03537836199999999,0,2,5653173,2,2,3,15,GC
Male,35-44,OTH,0.024066068,0,0.5,2077614,2,2,4,16,GC
Female,45-54,NHW,0.68125522,0.1,97,14238423,1,3,1,17,GC
Female,45-54,NHB,1.538277591,0.294718052,44,2860342,1,3,2,18,GC
Female,45-54,HIS,2.272019919,0.387726935,73,3213000,1,3,3,19,GC
Female,45-54,OTH,1.700333265,0.461570492,26,1529112,1,3,4,20,GC
Male,45-54,NHW,0.361790625,0.1,51,14096551,2,3,1,21,GC
Male,45-54,NHB,0.51406644,0.1,13,2528856,2,3,2,22,GC
Male,45-54,HIS,0.427852985,0.1,14,3272152,2,3,3,23,GC
Male,45-54,OTH,0.443638009,0.1,6,1352454,2,3,4,24,GC
Female,55-64,NHW,1.747006002,0.156114124,264,15111568,1,4,1,25,GC
Female,55-64,NHB,4.083504526,0.547509251,104,2546832,1,4,2,26,GC
Female,55-64,HIS,4.594400836,0.7130979,101,2198328,1,4,3,27,GC
Female,55-64,OTH,2.437016871,0.516637184,31,1272047,1,4,4,28,GC
Male,55-64,NHW,0.929587107,0.1,134,14415002,2,4,1,29,GC
Male,55-64,NHB,2.058286944,0.404362414,44,2137700,2,4,2,30,GC
Male,55-64,HIS,1.068532259,0.1,22,2058899,2,4,3,31,GC
Male,55-64,OTH,1.219474444,0.1,13,1066033,2,4,4,32,GC
Female,65-74,NHW,5.867345283,0.383806262,605.5,10319829,1,5,1,33,GC
Female,65-74,NHB,9.677420619,1.415126447,123.5,1276166.5,1,5,2,34,GC
Female,65-74,HIS,11.44223244,1.74497371,122,1066225.5,1,5,3,35,GC
Female,65-74,OTH,7.094115767,1.684186112,47.5,669569,1,5,4,36,GC
Male,65-74,NHW,3.585734094,0.363453304,299.5,8352543.5,2,5,1,37,GC
Male,65-74,NHB,6.241687472,1.157429284,53.5,857140,2,5,2,38,GC
Male,65-74,HIS,6.793230731,1.649829455,55,809629.5,2,5,3,39,GC
Male,65-74,OTH,4.747666377,1.037740644,24.5,516043,2,5,4,40,GC
Female,75+,NHW,5.867345283,0.383806262,605.5,10319829,1,6,1,41,GC
Female,75+,NHB,9.677420619,1.415126447,123.5,1276166.5,1,6,2,42,GC
Female,75+,HIS,11.44223244,1.74497371,122,1066225.5,1,6,3,43,GC
Female,75+,OTH,7.094115767,1.684186112,47.5,669569,1,6,4,44,GC
Male,75+,NHW,3.585734094,0.363453304,299.5,8352543.5,2,6,1,45,GC
Male,75+,NHB,6.241687472,1.157429284,53.5,857140,2,6,2,46,GC
Male,75+,HIS,6.793230731,1.649829455,55,809629.5,2,6,3,47,GC
Male,75+,OTH,4.747666377,1.037740644,24.5,516043,2,6,4,48,GC
Female,25-34,NHW,0.775,0,37,4772869.646,1,1,1,1,HHD
Female,25-34,NHB,4.769,0,196,4109971.084,1,1,2,2,HHD
Female,25-34,HIS,18.925,0,621,3281347.882,1,1,3,3,HHD
Female,25-34,OTH,27.965,0,1103,3944246.444,1,1,4,4,HHD
Male,25-34,NHW,25.318,0,1200,4739724.718,2,1,1,5,HHD
Male,25-34,NHB,300.018,0,9248,3082478.313,2,1,2,6,HHD
Male,25-34,HIS,4.224,0,140,3314492.81,2,1,3,7,HHD
Male,25-34,OTH,14.089,0,523,3712231.947,2,1,4,8,HHD
Female,35-44,NHW,32.792,0,1576,4806014.575,1,2,1,9,HHD
Female,35-44,NHB,70.969,0,2611,3679087.019,1,2,2,10,HHD
Female,35-44,HIS,40.949,0,1873,4574000.078,1,2,3,11,HHD
Female,35-44,OTH,142.838,0,4687,3281347.882,1,2,4,12,HHD
Male,35-44,NHW,1.212,0,47,3877956.588,2,2,1,13,HHD
Male,35-44,NHB,7.356,0,217,2949898.601,2,2,2,14,HHD
Male,35-44,HIS,16.745,0,555,3314492.81,2,2,3,15,HHD
Male,35-44,OTH,22.464,0,685,3049333.385,2,2,4,16,HHD
Female,45-54,NHW,12.114,0,530,4375130.509,1,3,1,17,HHD
Female,45-54,NHB,45.284,0,1621,3579652.235,1,3,2,18,HHD
Female,45-54,HIS,2.559,0,95,3712231.947,1,3,3,19,HHD
Female,45-54,OTH,9.764,0,356,3645942.091,1,3,4,20,HHD
Male,45-54,NHW,21.481,0,890,4143116.013,2,3,1,21,HHD
Male,45-54,NHB,35.769,0,1233,3447072.522,2,3,2,22,HHD
Male,45-54,HIS,24.168,0,769,3181913.098,2,3,3,23,HHD
Male,45-54,OTH,23.139,0,882,3811666.732,2,3,4,24,HHD
Female,55-64,NHW,0.106,0,6,5634637.777,1,4,1,25,HHD
Female,55-64,NHB,0.624,0,36,5767217.489,1,4,2,26,HHD
Female,55-64,HIS,1.546,0,82,5303188.496,1,4,3,27,HHD
Female,55-64,OTH,3.086,0,135,4375130.509,1,4,4,28,HHD
Male,55-64,NHW,1.882,0,116,6164956.627,2,4,1,29,HHD
Male,55-64,NHB,12.463,0,632,5071173.999,2,4,2,30,HHD
Male,55-64,HIS,0.754,0,37,4905449.359,2,4,3,31,HHD
Male,55-64,OTH,3.38,0,121,3579652.235,2,4,4,32,HHD
Female,65-74,NHW,4.073,0,216,5303188.496,1,5,1,33,HHD
Female,65-74,NHB,8.478,0,281,3314492.81,1,5,2,34,HHD
Female,65-74,HIS,6.004,0,197,3281347.882,1,5,3,35,HHD
