subgroup,diseases,count,Grp,population,crude_rate,crude_SE
32,ENDO,9,55-64y M OTH,3579652.235,0.251,0
33,ENDO,17,65-74y F NHW,5303188.496,0.321,0
34,ENDO,18,65-74y F NHB,3314492.81,0.543,0
35,ENDO,9,65-74y F HIS,3281347.882,0.274,0
36,ENDO,8,65-74y F OTH,2187565.255,0.366,0
37,ENDO,0,65-74y M NHW,6231246.483,0,0
38,ENDO,1,65-74y M NHB,3844811.66,0.026,0
39,ENDO,1,65-74y M HIS,2949898.601,0.034,0
40,ENDO,5,65-74y M OTH,2220710.183,0.225,0
41,ENDO,3,75y+ F NHW,7291884.182,0.041,0
42,ENDO,11,75y+ F NHB,2419579.751,0.455,0
43,ENDO,4,75y+ F HIS,1292652.196,0.309,0
44,ENDO,2,75y+ F OTH,1392086.98,0.144,0
45,ENDO,9,75y+ M NHW,7689623.319,0.117,0
46,ENDO,6,75y+ M NHB,2054985.542,0.292,0
47,ENDO,1,75y+ M HIS,1060637.699,0.094,0
48,ENDO,7,75y+ M OTH,1160072.484,0.603,0
1,ENDO_medBMI,17,25-34y F NHW,4772869.646,0.356,0
2,ENDO_medBMI,15,25-34y F NHB,4109971.084,0.365,0
3,ENDO_medBMI,39,25-34y F HIS,3281347.882,1.189,0
4,ENDO_medBMI,62,25-34y F OTH,3944246.444,1.572,0
5,ENDO_medBMI,88,25-34y M NHW,4739724.718,1.857,0
6,ENDO_medBMI,127,25-34y M NHB,3082478.313,4.12,0
7,ENDO_medBMI,22,25-34y M HIS,3314492.81,0.664,0
8,ENDO_medBMI,41,25-34y M OTH,3712231.947,1.104,0
9,ENDO_medBMI,65,35-44y F NHW,4806014.575,1.352,0
10,ENDO_medBMI,106,35-44y F NHB,3679087.019,2.881,0
11,ENDO_medBMI,97,35-44y F HIS,4574000.078,2.121,0
12,ENDO_medBMI,176,35-44y F OTH,3281347.882,5.364,0
13,ENDO_medBMI,2,35-44y M NHW,3877956.588,0.052,0
14,ENDO_medBMI,2,35-44y M NHB,2949898.601,0.068,0
15,ENDO_medBMI,11,35-44y M HIS,3314492.81,0.332,0
16,ENDO_medBMI,24,35-44y M OTH,3049333.385,0.787,0
17,ENDO_medBMI,20,45-54y F NHW,4375130.509,0.457,0
18,ENDO_medBMI,24,45-54y F NHB,3579652.235,0.67,0
19,ENDO_medBMI,2,45-54y F HIS,3712231.947,0.054,0
20,ENDO_medBMI,7,45-54y F OTH,3645942.091,0.192,0
21,ENDO_medBMI,30,45-54y M NHW,4143116.013,0.724,0
22,ENDO_medBMI,48,45-54y M NHB,3447072.522,1.392,0
23,ENDO_medBMI,16,45-54y M HIS,3181913.098,0.503,0
24,ENDO_medBMI,15,45-54y M OTH,3811666.732,0.394,0
25,ENDO_medBMI,0,55-64y F NHW,5634637.777,0,0
26,ENDO_medBMI,4,55-64y F NHB,5767217.489,0.069,0
27,ENDO_medBMI,2,55-64y F HIS,5303188.496,0.038,0
28,ENDO_medBMI,8,55-64y F OTH,4375130.509,0.183,0
29,ENDO_medBMI,4,55-64y M NHW,6164956.627,0.065,0
30,ENDO_medBMI,6,55-64y M NHB,5071173.999,0.118,0
31,ENDO_medBMI,6,55-64y M HIS,4905449.359,0.122,0
32,ENDO_medBMI,9,55-64y M OTH,3579652.235,0.251,0
33,ENDO_medBMI,17,65-74y F NHW,5303188.496,0.321,0
34,ENDO_medBMI,18,65-74y F NHB,3314492.81,0.543,0
35,ENDO_medBMI,9,65-74y F HIS,3281347.882,0.274,0
36,ENDO_medBMI,8,65-74y F OTH,2187565.255,0.366,0
37,ENDO_medBMI,0,65-74y M NHW,6231246.483,0,0
38,ENDO_medBMI,1,65-74y M NHB,3844811.66,0.026,0
39,ENDO_medBMI,1,65-74y M HIS,2949898.601,0.034,0
40,ENDO_medBMI,5,65-74y M OTH,2220710.183,0.225,0
41,ENDO_medBMI,3,75y+ F NHW,7291884.182,0.041,0
42,ENDO_medBMI,11,75y+ F NHB,2419579.751,0.455,0
43,ENDO_medBMI,4,75y+ F HIS,1292652.196,0.309,0
44,ENDO_medBMI,2,75y+ F OTH,1392086.98,0.144,0
45,ENDO_medBMI,9,75y+ M NHW,7689623.319,0.117,0
46,ENDO_medBMI,6,75y+ M NHB,2054985.542,0.292,0
47,ENDO_medBMI,1,75y+ M HIS,1060637.699,0.094,0
48,ENDO_medBMI,7,75y+ M OTH,1160072.484,0.603,0
1,ENDO_medSBP,17,25-34y F NHW,4772869.646,0.356,0
2,ENDO_medSBP,15,25-34y F NHB,4109971.084,0.365,0
3,ENDO_medSBP,39,25-34y F HIS,3281347.882,1.189,0
4,ENDO_medSBP,62,25-34y F OTH,3944246.444,1.572,0
5,ENDO_medSBP,88,25-34y M NHW,4739724.718,1.857,0
6,ENDO_medSBP,127,25-34y M NHB,3082478.313,4.12,0
7,ENDO_medSBP,22,25-34y M HIS,3314492.81,0.664,0
8,ENDO_medSBP,41,25-34y M OTH,3712231.947,1.104,0
9,ENDO_medSBP,65,35-44y F NHW,4806014.575,1.352,0
10,ENDO_medSBP,106,35-44y F NHB,3679087.019,2.881,0
11,ENDO_medSBP,97,35-44y F HIS,4574000.078,2.121,0
12,ENDO_medSBP,176,35-44y F OTH,3281347.882,5.364,0
13,ENDO_medSBP,2,35-44y M NHW,3877956.588,0.052,0
14,ENDO_medSBP,2,35-44y M NHB,2949898.601,0.068,0
15,ENDO_medSBP,11,35-44y M HIS,3314492.81,0.332,0
16,ENDO_medSBP,24,35-44y M OTH,3049333.385,0.787,0
17,ENDO_medSBP,20,45-54y F NHW,4375130.509,0.457,0
18,ENDO_medSBP,24,45-54y F NHB,3579652.235,0.67,0
19,ENDO_medSBP,2,45-54y F HIS,3712231.947,0.054,0
20,ENDO_medSBP,7,45-54y F OTH,3645942.091,0.192,0
21,ENDO_medSBP,30,45-54y M NHW,4143116.013,0.724,0
22,ENDO_medSBP,48,45-54y M NHB,3447072.522,1.392,0
23,ENDO_medSBP,16,45-54y M HIS,3181913.098,0.503,0
24,ENDO_medSBP,15,45-54y M OTH,3811666.732,0.394,0
25,ENDO_medSBP,0,55-64y F NHW,5634637.777,0,0
26,ENDO_medSBP,4,55-64y F NHB,5767217.489,0.069,0
27,ENDO_medSBP,2,55-64y F HIS,5303188.496,0.038,0
28,ENDO_medSBP,8,55-64y F OTH,4375130.509,0.183,0
29,ENDO_medSBP,4,55-64y M NHW,6164956.627,0.065,0
30,ENDO_medSBP,6,55-64y M NHB,5071173.999,0.118,0
31,ENDO_medSBP,6,55-64y M HIS,4905449.359,0.122,0
32,ENDO_medSBP,9,55-64y M OTH,3579652.235,0.251,0
33,ENDO_medSBP,17,65-74y F NHW,5303188.496,0.321,0
34,ENDO_medSBP,18,65-74y F NHB,3314492.81,0.543,0
35,ENDO_medSBP,9,65-74y F HIS,3281347.882,0.274,0
36,ENDO_medSBP,8,65-74y F OTH,2187565.255,0.366,0
37,ENDO_medSBP,0,65-74y M NHW,6231246.483,0,0
38,ENDO_medSBP,1,65-74y M NHB,3844811.66,0.026,0
39,ENDO_medSBP,1,65-74y M HIS,2949898.601,0.034,0
40,ENDO_medSBP,5,65-74y M OTH,2220710.183,0.225,0
41,ENDO_medSBP,3,75y+ F NHW,7291884.182,0.041,0
42,ENDO_medSBP,11,75y+ F NHB,2419579.751,0.455,0
43,ENDO_medSBP,4,75y+ F HIS,1292652.196,0.309,0
44,ENDO_medSBP,2,75y+ F OTH,1392086.98,0.144,0
45,ENDO_medSBP,9,75y+ M NHW,7689623.319,0.117,0
46,ENDO_medSBP,6,75y+ M NHB,2054985.542,0.292,0
47,ENDO_medSBP,1,75y+ M HIS,1060637.699,0.094,0
48,ENDO_medSBP,7,75y+ M OTH,1160072.484,0.603,0
1,GC,0,25-34 years Female Non-Hispanic White,4772869.646,0,0
2,GC,1,25-34 years Female Non-Hispanic Black,4109971.084,0.024,0
3,GC,0,25-34 years Female Hispanic (All Races),3281347.882,0,0
4,GC,0,25-34 years Female OTHER,3944246.444,0,0
5,GC,1,25-34 years Male Non-Hispanic White,4739724.718,0.021,0
6,GC,0,25-34 years Male Non-Hispanic Black,3082478.313,0,0
7,GC,0,25-34 years Male Hispanic (All Races),3314492.81,0,0
8,GC,0,25-34 years Male OTHER,3712231.947,0,0
9,GC,5,35-44 years Female Non-Hispanic White,4806014.575,0.104,0
10,GC,3,35-44 years Female Non-Hispanic Black,3679087.019,0.082,0
11,GC,11,35-44 years Female Hispanic (All Races),4574000.078,0.24,0
12,GC,6,35-44 years Female OTHER,3281347.882,0.183,0
13,GC,5,35-44 years Male Non-Hispanic White,3877956.588,0.129,0
14,GC,0,35-44 years Male Non-Hispanic Black,2949898.601,0,0
15,GC,2,35-44 years Male Hispanic (All Races),3314492.81,0.06,0
16,GC,2,35-44 years Male OTHER,3049333.385,0.066,0
17,GC,24,45-54 years Female Non-Hispanic White,4375130.509,0.549,0
18,GC,12,45-54 years Female Non-Hispanic Black,3579652.235,0.335,0
19,GC,30,45-54 years Female Hispanic (All Races),3712231.947,0.808,0
20,GC,5,45-54 years Female OTHER,3645942.091,0.137,0
21,GC,9,45-54 years Male Non-Hispanic White,4143116.013,0.217,0
22,GC,4,45-54 years Male Non-Hispanic Black,3447072.522,0.116,0
23,GC,19,45-54 years Male Hispanic (All Races),3181913.098,0.597,0
24,GC,8,45-54 years Male OTHER,3811666.732,0.21,0
25,GC,58,55-64 years Female Non-Hispanic White,5634637.777,1.029,0
26,GC,27,55-64 years Female Non-Hispanic Black,5767217.489,0.468,0
27,GC,44,55-64 years Female Hispanic (All Races),5303188.496,0.83,0
28,GC,19,55-64 years Female OTHER,4375130.509,0.434,0
29,GC,24,55-64 years Male Non-Hispanic White,6164956.627,0.389,0
30,GC,12,55-64 years Male Non-Hispanic Black,5071173.999,0.237,0
31,GC,13,55-64 years Male Hispanic (All Races),4905449.359,0.265,0
32,GC,8,55-64 years Male OTHER,3579652.235,0.223,0
33,GC,115,65-74 years Female Non-Hispanic White,5303188.496,2.169,0
34,GC,26,65-74 years Female Non-Hispanic Black,3314492.81,0.784,0
35,GC,55,65-74 years Female Hispanic (All Races),3281347.882,1.676,0
36,GC,31,65-74 years Female OTHER,2187565.255,1.417,0
37,GC,54,65-74 years Male Non-Hispanic White,6231246.483,0.867,0
38,GC,19,65-74 years Male Non-Hispanic Black,3844811.66,0.494,0
39,GC,24,65-74 years Male Hispanic (All Races),2949898.601,0.814,0
40,GC,22,65-74 years Male OTHER,2220710.183,0.991,0
41,GC,382,75+ years Female Non-Hispanic White,7291884.182,5.239,0
42,GC,93,75+ years Female Non-Hispanic Black,2419579.751,3.844,0
43,GC,186,75+ years Female Hispanic (All Races),1292652.196,14.389,0
44,GC,100,75+ years Female OTHER,1392086.98,7.183,0
45,GC,180,75+ years Male Non-Hispanic White,7689623.319,2.341,0
46,GC,43,75+ years Male Non-Hispanic Black,2054985.542,2.092,0
47,GC,86,75+ years Male Hispanic (All Races),1060637.699,8.108,0
48,GC,53,75+ years Male OTHER,1160072.484,4.569,0
1,HHD,37,25-34y F NHW,4772869.646,0.775,0
2,HHD,196,25-34y F NHB,4109971.084,4.769,0
3,HHD,621,25-34y F HIS,3281347.882,18.925,0
4,HHD,1103,25-34y F OTH,3944246.444,27.965,0
5,HHD,1200,25-34y M NHW,4739724.718,25.318,0
6,HHD,9248,25-34y M NHB,3082478.313,300.018,0
7,HHD,140,25-34y M HIS,3314492.81,4.224,0
8,HHD,523,25-34y M OTH,3712231.947,14.089,0
9,HHD,1576,35-44y F NHW,4806014.575,32.792,0
10,HHD,2611,35-44y F NHB,3679087.019,70.969,0
11,HHD,1873,35-44y F HIS,4574000.078,40.949,0
12,HHD,4687,35-44y F OTH,3281347.882,142.838,0
13,HHD,47,35-44y M NHW,3877956.588,1.212,0
14,HHD,217,35-44y M NHB,2949898.601,7.356,0
15,HHD,555,35-44y M HIS,3314492.81,16.745,0
16,HHD,685,35-44y M OTH,3049333.385,22.464,0
17,HHD,530,45-54y F NHW,4375130.509,12.114,0
18,HHD,1621,45-54y F NHB,3579652.235,45.284,0
19,HHD,95,45-54y F HIS,3712231.947,2.559,0
20,HHD,356,45-54y F OTH,3645942.091,9.764,0
21,HHD,890,45-54y M NHW,4143116.013,21.481,0
22,HHD,1233,45-54y M NHB,3447072.522,35.769,0
23,HHD,769,45-54y M HIS,3181913.098,24.168,0
24,HHD,882,45-54y M OTH,3811666.732,23.139,0
25,HHD,6,55-64y F NHW,5634637.777,0.106,0
26,HHD,36,55-64y F NHB,5767217.489,0.624,0
27,HHD,82,55-64y F HIS,5303188.496,1.546,0
28,HHD,135,55-64y F OTH,4375130.509,3.086,0
29,HHD,116,55-64y M NHW,6164956.627,1.882,0
30,HHD,632,55-64y M NHB,5071173.999,12.463,0
31,HHD,37,55-64y M HIS,4905449.359,0.754,0
32,HHD,121,55-64y M OTH,3579652.235,3.38,0
33,HHD,216,65-74y F NHW,5303188.496,4.073,0
34,HHD,281,65-74y F NHB,3314492.81,8.478,0
35,HHD,197,65-74y F HIS,3281347.882,6.004,0
36,HHD,386,65-74y F OTH,2187565.255,17.645,0
37,HHD,1,65-74y M NHW,6231246.483,0.016,0
38,HHD,12,65-74y M NHB,3844811.66,0.312,0
39,HHD,22,65-74y M HIS,2949898.601,0.746,0
40,HHD,49,65-74y M OTH,2220710.183,2.207,0
41,HHD,65,75y+ F NHW,7291884.182,0.891,0
42,HHD,334,75y+ F NHB,2419579.751,13.804,0
43,HHD,14,75y+ F HIS,1292652.196,1.083,0
44,HHD,47,75y+ F OTH,1392086.98,3.376,0
45,HHD,75,75y+ M NHW,7689623.319,0.975,0
46,HHD,128,75y+ M NHB,2054985.542,6.229,0
47,HHD,113,75y+ M HIS,1060637.699,10.654,0
48,HHD,219,75y+ M OTH,1160072.484,18.878,0
1,HHD_medBMI,37,25-34y F NHW,4772869.646,0.775,0
2,HHD_medBMI,196,25-34y F NHB,4109971.084,4.769,0
3,HHD_medBMI,621,25-34y F HIS,3281347.882,18.925,0
4,HHD_medBMI,1103,25-34y F OTH,3944246.444,27.965,0
5,HHD_medBMI,1200,25-34y M NHW,4739724.718,25.318,0
6,HHD_medBMI,9248,25-34y M NHB,3082478.313,300.018,0
7,HHD_medBMI,140,25-34y M HIS,3314492.81,4.224,0
8,HHD_medBMI,523,25-34y M OTH,3712231.947,14.089,0
9,HHD_medBMI,1576,35-44y F NHW,4806014.575,32.792,0
10,HHD_medBMI,2611,35-44y F NHB,3679087.019,70.969,0
11,HHD_medBMI,1873,35-44y F HIS,4574000.078,40.949,0
12,HHD_medBMI,4687,35-44y F OTH,3281347.882,142.838,0
13,HHD_medBMI,47,35-44y M NHW,3877956.588,1.212,0
14,HHD_medBMI,217,35-44y M NHB,2949898.601,7.356,0
15,HHD_medBMI,555,35-44y M HIS,3314492.81,16.745,0
16,HHD_medBMI,685,35-44y M OTH,3049333.385,22.464,0
17,HHD_medBMI,530,45-54y F NHW,4375130.509,12.114,0
18,HHD_medBMI,1621,45-54y F NHB,3579652.235,45.284,0
19,HHD_medBMI,95,45-54y F HIS,3712231.947,2.559,0
20,HHD_medBMI,356,45-54y F OTH,3645942.091,9.764,0
21,HHD_medBMI,890,45-54y M NHW,4143116.013,21.481,0
22,HHD_medBMI,1233,45-54y M NHB,3447072.522,35.769,0
23,HHD_medBMI,769,45-54y M HIS,3181913.098,24.168,0
24,HHD_medBMI,882,45-54y M OTH,3811666.732,23.139,0
25,HHD_medBMI,6,55-64y F NHW,5634637.777,0.106,0
26,HHD_medBMI,36,55-64y F NHB,5767217.489,0.624,0
27,HHD_medBMI,82,55-64y F HIS,5303188.496,1.546,0
28,HHD_medBMI,135,55-64y F OTH,4375130.509,3.086,0
29,HHD_medBMI,116,55-64y M NHW,6164956.627,1.882,0
30,HHD_medBMI,632,55-64y M NHB,5071173.999,12.463,0
31,HHD_medBMI,37,55-64y M HIS,4905449.359,0.754,0
32,HHD_medBMI,121,55-64y M OTH,3579652.235,3.38,0
33,HHD_medBMI,216,65-74y F NHW,5303188.496,4.073,0
34,HHD_medBMI,281,65-74y F NHB,3314492.81,8.478,0
35,HHD_medBMI,197,65-74y F HIS,3281347.882,6.004,0
36,HHD_medBMI,386,65-74y F OTH,2187565.255,17.645,0
37,HHD_medBMI,1,65-74y M NHW,6231246.483,0.016,0
38,HHD_medBMI,12,65-74y M NHB,3844811.66,0.312,0
39,HHD_medBMI,22,65-74y M HIS,2949898.601,0.746,0
40,HHD_medBMI,49,65-74y M OTH,2220710.183,2.207,0
41,HHD_medBMI,65,75y+ F NHW,7291884.182,0.891,0
42,HHD_medBMI,334,75y+ F NHB,2419579.751,13.804,0
43,HHD_medBMI,14,75y+ F HIS,1292652.196,1.083,0
44,HHD_medBMI,47,75y+ F OTH,1392086.98,3.376,0
45,HHD_medBMI,75,75y+ M NHW,7689623.319,0.975,0
46,HHD_medBMI,128,75y+ M NHB,2054985.542,6.229,0
47,HHD_medBMI,113,75y+ M HIS,1060637.699,10.654,0
48,HHD_medBMI,219,75y+ M OTH,1160072.484,18.878,0
1,HHD_medSBP,37,25-34y F NHW,4772869.646,0.775,0
2,HHD_medSBP,196,25-34y F NHB,4109971.084,4.769,0
3,HHD_medSBP,621,25-34y F HIS,3281347.882,18.925,0
4,HHD_medSBP,1103,25-34y F OTH,3944246.444,27.965,0
5,HHD_medSBP,1200,25-34y M NHW,4739724.718,25.318,0
6,HHD_medSBP,9248,25-34y M NHB,3082478.313,300.018,0
7,HHD_medSBP,140,25-34y M HIS,3314492.81,4.224,0
8,HHD_medSBP,523,25-34y M OTH,3712231.947,14.089,0
9,HHD_medSBP,1576,35-44y F NHW,4806014.575,32.792,0
10,HHD_medSBP,2611,35-44y F NHB,3679087.019,70.969,0
11,HHD_medSBP,1873,35-44y F HIS,4574000.078,40.949,0
12,HHD_medSBP,4687,35-44y F OTH,3281347.882,142.838,0
13,HHD_medSBP,47,35-44y M NHW,3877956.588,1.212,0
14,HHD_medSBP,217,35-44y M NHB,2949898.601,7.356,0
15,HHD_medSBP,555,35-44y M HIS,3314492.81,16.745,0
16,HHD_medSBP,685,35-44y M OTH,3049333.385,22.464,0
17,HHD_medSBP,530,45-54y F NHW,4375130.509,12.114,0
18,HHD_medSBP,1621,45-54y F NHB,3579652.235,45.284,0
19,HHD_medSBP,95,45-54y F HIS,3712231.947,2.559,0
20,HHD_medSBP,356,45-54y F OTH,3645942.091,9.764,0
21,HHD_medSBP,890,45-54y M NHW,4143116.013,21.481,0
22,HHD_medSBP,1233,45-54y M NHB,3447072.522,35.769,0
23,HHD_medSBP,769,45-54y M HIS,3181913.098,24.168,0
24,HHD_medSBP,882,45-54y M OTH,3811666.732,23.139,0
25,HHD_medSBP,6,55-64y F NHW,5634637.777,0.106,0
26,HHD_medSBP,36,55-64y F NHB,5767217.489,0.624,0
27,HHD_medSBP,82,55-64y F HIS,5303188.496,1.546,0
28,HHD_medSBP,135,55-64y F OTH,4375130.509,3.086,0
29,HHD_medSBP,116,55-64y M NHW,6164956.627,1.882,0
30,HHD_medSBP,632,55-64y M NHB,5071173.999,12.463,0
31,HHD_medSBP,37,55-64y M HIS,4905449.359,0.754,0
32,HHD_medSBP,121,55-64y M OTH,3579652.235,3.38,0
33,HHD_medSBP,216,65-74y F NHW,5303188.496,4.073,0
34,HHD_medSBP,281,65-74y F NHB,3314492.81,8.478,0
35,HHD_medSBP,197,65-74y F HIS,3281347.882,6.004,0
36,HHD_medSBP,386,65-74y F OTH,2187565.255,17.645,0
37,HHD_medSBP,1,65-74y M NHW,6231246.483,0.016,0
38,HHD_medSBP,12,65-74y M NHB,3844811.66,0.312,0
39,HHD_medSBP,22,65-74y M HIS,2949898.601,0.746,0
40,HHD_medSBP,49,65-74y M OTH,2220710.183,2.207,0
41,HHD_medSBP,65,75y+ F NHW,7291884.182,0.891,0
42,HHD_medSBP,334,75y+ F NHB,2419579.751,13.804,0
43,HHD_medSBP,14,75y+ F HIS,1292652.196,1.083,0
44,HHD_medSBP,47,75y+ F OTH,1392086.98,3.376,0
45,HHD_medSBP,75,75y+ M NHW,7689623.319,0.975,0
46,HHD_medSBP,128,75y+ M NHB,2054985.542,6.229,0
47,HHD_medSBP,113,75y+ M HIS,1060637.699,10.654,0
48,HHD_medSBP,219,75y+ M OTH,1160072.484,18.878,0
1,HSTK,85,25-34y F NHW,4772869.646,1.781,0
2,HSTK,260,25-34y F NHB,4109971.084,6.326,0
3,HSTK,835,25-34y F HIS,3281347.882,25.447,0
4,HSTK,1320,25-34y F OTH,3944246.444,33.466,0
5,HSTK,2084,25-34y M NHW,4739724.718,43.969,0
6,HSTK,8584,25-34y M NHB,3082478.313,278.477,0
7,HSTK,109,25-34y M HIS,3314492.81,3.289,0
8,HSTK,288,25-34y M OTH,3712231.947,7.758,0
9,HSTK,861,35-44y F NHW,4806014.575,17.915,0
10,HSTK,1569,35-44y F NHB,3679087.019,42.646,0
11,HSTK,2176,35-44y F HIS,4574000.078,47.573,0
12,HSTK,5715,35-44y F OTH,3281347.882,174.166,0
13,HSTK,33,35-44y M NHW,3877956.588,0.851,0
14,HSTK,135,35-44y M NHB,2949898.601,4.576,0
15,HSTK,465,35-44y M HIS,3314492.81,14.029,0
16,HSTK,483,35-44y M OTH,3049333.385,15.84,0
17,HSTK,397,45-54y F NHW,4375130.509,9.074,0
18,HSTK,815,45-54y F NHB,3579652.235,22.768,0
19,HSTK,45,45-54y F HIS,3712231.947,1.212,0
20,HSTK,161,45-54y F OTH,3645942.091,4.416,0
21,HSTK,487,45-54y M NHW,4143116.013,11.754,0
22,HSTK,579,45-54y M NHB,3447072.522,16.797,0
23,HSTK,354,45-54y M HIS,3181913.098,11.125,0
24,HSTK,424,45-54y M OTH,3811666.732,11.124,0
25,HSTK,28,55-64y F NHW,5634637.777,0.497,0
26,HSTK,75,55-64y F NHB,5767217.489,1.3,0
27,HSTK,179,55-64y F HIS,5303188.496,3.375,0
28,HSTK,182,55-64y F OTH,4375130.509,4.16,0
29,HSTK,246,55-64y M NHW,6164956.627,3.99,0
30,HSTK,552,55-64y M NHB,5071173.999,10.885,0
31,HSTK,47,55-64y M HIS,4905449.359,0.958,0
32,HSTK,140,55-64y M OTH,3579652.235,3.911,0
33,HSTK,266,65-74y F NHW,5303188.496,5.016,0
34,HSTK,293,65-74y F NHB,3314492.81,8.84,0
35,HSTK,198,65-74y F HIS,3281347.882,6.034,0
36,HSTK,367,65-74y F OTH,2187565.255,16.777,0
37,HSTK,15,65-74y M NHW,6231246.483,0.241,0
38,HSTK,47,65-74y M NHB,3844811.66,1.222,0
39,HSTK,99,65-74y M HIS,2949898.601,3.356,0
40,HSTK,148,65-74y M OTH,2220710.183,6.665,0
41,HSTK,161,75y+ F NHW,7291884.182,2.208,0
42,HSTK,456,75y+ F NHB,2419579.751,18.846,0
43,HSTK,17,75y+ F HIS,1292652.196,1.315,0
44,HSTK,46,75y+ F OTH,1392086.98,3.304,0
45,HSTK,111,75y+ M NHW,7689623.319,1.444,0
46,HSTK,162,75y+ M NHB,2054985.542,7.883,0
47,HSTK,178,75y+ M HIS,1060637.699,16.782,0
48,HSTK,314,75y+ M OTH,1160072.484,27.067,0
1,HSTK_medBMI,85,25-34y F NHW,4772869.646,1.781,0
2,HSTK_medBMI,260,25-34y F NHB,4109971.084,6.326,0
3,HSTK_medBMI,835,25-34y F HIS,3281347.882,25.447,0
4,HSTK_medBMI,1320,25-34y F OTH,3944246.444,33.466,0
5,HSTK_medBMI,2084,25-34y M NHW,4739724.718,43.969,0
6,HSTK_medBMI,8584,25-34y M NHB,3082478.313,278.477,0
7,HSTK_medBMI,109,25-34y M HIS,3314492.81,3.289,0
8,HSTK_medBMI,288,25-34y M OTH,3712231.947,7.758,0
9,HSTK_medBMI,861,35-44y F NHW,4806014.575,17.915,0
10,HSTK_medBMI,1569,35-44y F NHB,3679087.019,42.646,0
11,HSTK_medBMI,2176,35-44y F HIS,4574000.078,47.573,0
12,HSTK_medBMI,5715,35-44y F OTH,3281347.882,174.166,0
13,HSTK_medBMI,33,35-44y M NHW,3877956.588,0.851,0
14,HSTK_medBMI,135,35-44y M NHB,2949898.601,4.576,0
15,HSTK_medBMI,465,35-44y M HIS,3314492.81,14.029,0
16,HSTK_medBMI,483,35-44y M OTH,3049333.385,15.84,0
17,HSTK_medBMI,397,45-54y F NHW,4375130.509,9.074,0
18,HSTK_medBMI,815,45-54y F NHB,3579652.235,22.768,0
19,HSTK_medBMI,45,45-54y F HIS,3712231.947,1.212,0
20,HSTK_medBMI,161,45-54y F OTH,3645942.091,4.416,0
21,HSTK_medBMI,487,45-54y M NHW,4143116.013,11.754,0
22,HSTK_medBMI,579,45-54y M NHB,3447072.522,16.797,0
23,HSTK_medBMI,354,45-54y M HIS,3181913.098,11.125,0
24,HSTK_medBMI,424,45-54y M OTH,3811666.732,11.124,0
25,HSTK_medBMI,28,55-64y F NHW,5634637.777,0.497,0
26,HSTK_medBMI,75,55-64y F NHB,5767217.489,1.3,0
27,HSTK_medBMI,179,55-64y F HIS,5303188.496,3.375,0
28,HSTK_medBMI,182,55-64y F OTH,4375130.509,4.16,0
29,HSTK_medBMI,246,55-64y M NHW,6164956.627,3.99,0
30,HSTK_medBMI,552,55-64y M NHB,5071173.999,10.885,0
31,HSTK_medBMI,47,55-64y M HIS,4905449.359,0.958,0
32,HSTK_medBMI,140,55-64y M OTH,3579652.235,3.911,0
33,HSTK_medBMI,266,65-74y F NHW,5303188.496,5.016,0
34,HSTK_medBMI,293,65-74y F NHB,3314492.81,8.84,0
35,HSTK_medBMI,198,65-74y F HIS,3281347.882,6.034,0
36,HSTK_medBMI,367,65-74y F OTH,2187565.255,16.777,0
37,HSTK_medBMI,15,65-74y M NHW,6231246.483,0.241,0
38,HSTK_medBMI,47,65-74y M NHB,3844811.66,1.222,0
39,HSTK_medBMI,99,65-74y M HIS,2949898.601,3.356,0
40,HSTK_medBMI,148,65-74y M OTH,2220710.183,6.665,0
41,HSTK_medBMI,161,75y+ F NHW,7291884.182,2.208,0
42,HSTK_medBMI,456,75y+ F NHB,2419579.751,18.846,0
43,HSTK_medBMI,17,75y+ F HIS,1292652.196,1.315,0
44,HSTK_medBMI,46,75y+ F OTH,1392086.98,3.304,0
45,HSTK_medBMI,111,75y+ M NHW,7689623.319,1.444,0
46,HSTK_medBMI,162,75y+ M NHB,2054985.542,7.883,0
47,HSTK_medBMI,178,75y+ M HIS,1060637.699,16.782,0
48,HSTK_medBMI,314,75y+ M OTH,1160072.484,27.067,0
1,HSTK_medSBP,85,25-34y F NHW,4772869.646,1.781,0
2,HSTK_medSBP,260,25-34y F NHB,4109971.084,6.326,0
3,HSTK_medSBP,835,25-34y F HIS,3281347.882,25.447,0
4,HSTK_medSBP,1320,25-34y F OTH,3944246.444,33.466,0
5,HSTK_medSBP,2084,25-34y M NHW,4739724.718,43.969,0
6,HSTK_medSBP,8584,25-34y M NHB,3082478.313,278.477,0
7,HSTK_medSBP,109,25-34y M HIS,3314492.81,3.289,0
8,HSTK_medSBP,288,25-34y M OTH,3712231.947,7.758,0
9,HSTK_medSBP,861,35-44y F NHW,4806014.575,17.915,0
10,HSTK_medSBP,1569,35-44y F NHB,3679087.019,42.646,0
11,HSTK_medSBP,2176,35-44y F HIS,4574000.078,47.573,0
12,HSTK_medSBP,5715,35-44y F OTH,3281347.882,174.166,0
13,HSTK_medSBP,33,35-44y M NHW,3877956.588,0.851,0
14,HSTK_medSBP,135,35-44y M NHB,2949898.601,4.576,0
15,HSTK_medSBP,465,35-44y M HIS,3314492.81,14.029,0
16,HSTK_medSBP,483,35-44y M OTH,3049333.385,15.84,0
17,HSTK_medSBP,397,45-54y F NHW,4375130.509,9.074,0
18,HSTK_medSBP,815,45-54y F NHB,3579652.235,22.768,0
