subgroup,Grp,Age,Age_label,Sex,Sex_label,Race,Race_label,CancerSites,count,population,crude_rate,crude_SE
35,65-74y F HIS,5,65-74,1,Female,3,HIS,Corpus Uteri,1277,1805087,70.745,4.626
36,65-74y F OTH,5,65-74,1,Female,4,OTH,Corpus Uteri,554,1105246,50.125,5.755
37,65-74y M NHW,5,65-74,2,Male,1,NHW,Corpus Uteri,0,0,0,0
38,65-74y M NHB,5,65-74,2,Male,2,NHB,Corpus Uteri,0,0,0,0
39,65-74y M HIS,5,65-74,2,Male,3,HIS,Corpus Uteri,0,0,0,0
40,65-74y M OTH,5,65-74,2,Male,4,OTH,Corpus Uteri,0,0,0,0
41,75y+ F NHW,6,75+,1,Female,1,NHW,Corpus Uteri,16489,19500000,84.385,1.428
42,75y+ F NHB,6,75+,1,Female,2,NHB,Corpus Uteri,2159,2329909,92.665,4.309
43,75y+ F HIS,6,75+,1,Female,3,HIS,Corpus Uteri,1277,1805087,70.745,4.626
44,75y+ F OTH,6,75+,1,Female,4,OTH,Corpus Uteri,554,1105246,50.125,5.755
45,75y+ M NHW,6,75+,2,Male,1,NHW,Corpus Uteri,0,0,0,0
46,75y+ M NHB,6,75+,2,Male,2,NHB,Corpus Uteri,0,0,0,0
47,75y+ M HIS,6,75+,2,Male,3,HIS,Corpus Uteri,0,0,0,0
48,75y+ M OTH,6,75+,2,Male,4,OTH,Corpus Uteri,0,0,0,0
1,25-34y F NHW,1,25-34,1,Female,1,NHW,Esophagus: Adenomas and adenocarcinomas,23,36482609,0.0630459,0.0417448
2,25-34y F NHB,1,25-34,1,Female,2,NHB,Esophagus: Adenomas and adenocarcinomas,1,9307531,0.0107455,0.0533927
3,25-34y F HIS,1,25-34,1,Female,3,HIS,Esophagus: Adenomas and adenocarcinomas,2,13578194,0.0147296,0.0463263
4,25-34y F OTH,1,25-34,1,Female,4,OTH,Esophagus: Adenomas and adenocarcinomas,1,5853976,0.0170822,0.0670397
5,25-34y M NHW,1,25-34,2,Male,1,NHW,Esophagus: Adenomas and adenocarcinomas,175,37342837,0.4686394,0.1145513
6,25-34y M NHB,1,25-34,2,Male,2,NHB,Esophagus: Adenomas and adenocarcinomas,1,8711528,0.0114777,0.0574841
7,25-34y M HIS,1,25-34,2,Male,3,HIS,Esophagus: Adenomas and adenocarcinomas,12,14674104,0.0817776,0.1080803
8,25-34y M OTH,1,25-34,2,Male,4,OTH,Esophagus: Adenomas and adenocarcinomas,2,5451523,0.0366867,0.1055198
9,35-44y F NHW,2,35-44,1,Female,1,NHW,Esophagus: Adenomas and adenocarcinomas,23,36482609,0.0630459,0.0417448
10,35-44y F NHB,2,35-44,1,Female,2,NHB,Esophagus: Adenomas and adenocarcinomas,1,9307531,0.0107455,0.0533927
11,35-44y F HIS,2,35-44,1,Female,3,HIS,Esophagus: Adenomas and adenocarcinomas,2,13578194,0.0147296,0.0463263
12,35-44y F OTH,2,35-44,1,Female,4,OTH,Esophagus: Adenomas and adenocarcinomas,1,5853976,0.0170822,0.0670397
13,35-44y M NHW,2,35-44,2,Male,1,NHW,Esophagus: Adenomas and adenocarcinomas,175,37342837,0.4686394,0.1145513
14,35-44y M NHB,2,35-44,2,Male,2,NHB,Esophagus: Adenomas and adenocarcinomas,1,8711528,0.0114777,0.0574841
15,35-44y M HIS,2,35-44,2,Male,3,HIS,Esophagus: Adenomas and adenocarcinomas,12,14674104,0.0817776,0.1080803
16,35-44y M OTH,2,35-44,2,Male,4,OTH,Esophagus: Adenomas and adenocarcinomas,2,5451523,0.0366867,0.1055198
17,45-54y F NHW,3,45-54,1,Female,1,NHW,Esophagus: Adenomas and adenocarcinomas,134,17662722,0.7586421,0.1279846
18,45-54y F NHB,3,45-54,1,Female,2,NHB,Esophagus: Adenomas and adenocarcinomas,2,3600738,0.0555393,0.1210522
19,45-54y F HIS,3,45-54,1,Female,3,HIS,Esophagus: Adenomas and adenocarcinomas,1,4045659,0.0247196,0.070821
20,45-54y F OTH,3,45-54,1,Female,4,OTH,Esophagus: Adenomas and adenocarcinomas,0,2055706,0,0
21,45-54y M NHW,3,45-54,2,Male,1,NHW,Esophagus: Adenomas and adenocarcinomas,957,17472903,5.477056,0.3445766
22,45-54y M NHB,3,45-54,2,Male,2,NHB,Esophagus: Adenomas and adenocarcinomas,32,3184952,1.004705,0.4015239
23,45-54y M HIS,3,45-54,2,Male,3,HIS,Esophagus: Adenomas and adenocarcinomas,52,4115864,1.263393,0.3639716
24,45-54y M OTH,3,45-54,2,Male,4,OTH,Esophagus: Adenomas and adenocarcinomas,4,1818452,0.2199654,0.2739583
25,55-64y F NHW,4,55-64,1,Female,1,NHW,Esophagus: Adenomas and adenocarcinomas,336,17548091,1.914708,0.2034572
26,55-64y F NHB,4,55-64,1,Female,2,NHB,Esophagus: Adenomas and adenocarcinomas,5,2982009,0.167667,0.2419696
27,55-64y F HIS,4,55-64,1,Female,3,HIS,Esophagus: Adenomas and adenocarcinomas,6,2647517,0.2266366,0.2638293
28,55-64y F OTH,4,55-64,1,Female,4,OTH,Esophagus: Adenomas and adenocarcinomas,5,1699593,0.2941881,0.7786145
29,55-64y M NHW,4,55-64,2,Male,1,NHW,Esophagus: Adenomas and adenocarcinomas,2473,16759644,14.75571,0.5883471
30,55-64y M NHB,4,55-64,2,Male,2,NHB,Esophagus: Adenomas and adenocarcinomas,82,2493419,3.288662,0.7483896
31,55-64y M HIS,4,55-64,2,Male,3,HIS,Esophagus: Adenomas and adenocarcinomas,131,2453141,5.340107,1.103699
32,55-64y M OTH,4,55-64,2,Male,4,OTH,Esophagus: Adenomas and adenocarcinomas,11,1421186,0.7739992,1.44188
33,65-74y F NHW,5,65-74,1,Female,1,NHW,Esophagus: Adenomas and adenocarcinomas,959,23310298,4.114054,0.4312265
34,65-74y F NHB,5,65-74,1,Female,2,NHB,Esophagus: Adenomas and adenocarcinomas,4,2891576,0.1383277,0.3240781
35,65-74y F HIS,5,65-74,1,Female,3,HIS,Esophagus: Adenomas and adenocarcinomas,25,2510902,0.9956583,0.9190088
36,65-74y F OTH,5,65-74,1,Female,4,OTH,Esophagus: Adenomas and adenocarcinomas,2,1690385,0.1183126,0.6836123
37,65-74y M NHW,5,65-74,2,Male,1,NHW,Esophagus: Adenomas and adenocarcinomas,5288,18558474,28.49373,1.251221
38,65-74y M NHB,5,65-74,2,Male,2,NHB,Esophagus: Adenomas and adenocarcinomas,86,1919228,4.48097,1.503973
39,65-74y M HIS,5,65-74,2,Male,3,HIS,Esophagus: Adenomas and adenocarcinomas,207,1887534,10.96669,2.443704
40,65-74y M OTH,5,65-74,2,Male,4,OTH,Esophagus: Adenomas and adenocarcinomas,18,1298968,1.385712,2.64625
41,75y+ F NHW,6,75+,1,Female,1,NHW,Esophagus: Adenomas and adenocarcinomas,959,23310298,4.114054,0.4312265
42,75y+ F NHB,6,75+,1,Female,2,NHB,Esophagus: Adenomas and adenocarcinomas,4,2891576,0.1383277,0.3240781
43,75y+ F HIS,6,75+,1,Female,3,HIS,Esophagus: Adenomas and adenocarcinomas,25,2510902,0.9956583,0.9190088
44,75y+ F OTH,6,75+,1,Female,4,OTH,Esophagus: Adenomas and adenocarcinomas,2,1690385,0.1183126,0.6836123
45,75y+ M NHW,6,75+,2,Male,1,NHW,Esophagus: Adenomas and adenocarcinomas,5288,18558474,28.49373,1.251221
46,75y+ M NHB,6,75+,2,Male,2,NHB,Esophagus: Adenomas and adenocarcinomas,86,1919228,4.48097,1.503973
47,75y+ M HIS,6,75+,2,Male,3,HIS,Esophagus: Adenomas and adenocarcinomas,207,1887534,10.96669,2.443704
48,75y+ M OTH,6,75+,2,Male,4,OTH,Esophagus: Adenomas and adenocarcinomas,18,1298968,1.385712,2.64625
1,25-34y F NHW,1,25-34,1,Female,1,NHW,Esophagus: Squamous cell neoplasm,2,36482609,0.0054817,0.0189879
2,25-34y F NHB,1,25-34,1,Female,2,NHB,Esophagus: Squamous cell neoplasm,1,9307531,0.0107432,0.0554595
3,25-34y F HIS,1,25-34,1,Female,3,HIS,Esophagus: Squamous cell neoplasm,1,13578194,0.0073665,0.0331634
4,25-34y F OTH,1,25-34,1,Female,4,OTH,Esophagus: Squamous cell neoplasm,1,5853976,0.0170824,0.2725936
5,25-34y M NHW,1,25-34,2,Male,1,NHW,Esophagus: Squamous cell neoplasm,2,37342837,0.0053575,0.0191569
6,25-34y M NHB,1,25-34,2,Male,2,NHB,Esophagus: Squamous cell neoplasm,2,8711528,0.0229596,0.084569
7,25-34y M HIS,1,25-34,2,Male,3,HIS,Esophagus: Squamous cell neoplasm,3,14674104,0.0204467,0.0548918
8,25-34y M OTH,1,25-34,2,Male,4,OTH,Esophagus: Squamous cell neoplasm,1,5451523,0.0183408,0.0740657
9,35-44y F NHW,2,35-44,1,Female,1,NHW,Esophagus: Squamous cell neoplasm,2,36482609,0.0054817,0.0189879
10,35-44y F NHB,2,35-44,1,Female,2,NHB,Esophagus: Squamous cell neoplasm,1,9307531,0.0107432,0.0554595
11,35-44y F HIS,2,35-44,1,Female,3,HIS,Esophagus: Squamous cell neoplasm,1,13578194,0.0073665,0.0331634
12,35-44y F OTH,2,35-44,1,Female,4,OTH,Esophagus: Squamous cell neoplasm,1,5853976,0.0170824,0.2725936
13,35-44y M NHW,2,35-44,2,Male,1,NHW,Esophagus: Squamous cell neoplasm,2,37342837,0.0053575,0.0191569
14,35-44y M NHB,2,35-44,2,Male,2,NHB,Esophagus: Squamous cell neoplasm,2,8711528,0.0229596,0.084569
15,35-44y M HIS,2,35-44,2,Male,3,HIS,Esophagus: Squamous cell neoplasm,3,14674104,0.0204467,0.0548918
16,35-44y M OTH,2,35-44,2,Male,4,OTH,Esophagus: Squamous cell neoplasm,1,5451523,0.0183408,0.0740657
17,45-54y F NHW,3,45-54,1,Female,1,NHW,Esophagus: Squamous cell neoplasm,109,17662722,0.6171034,0.119638
18,45-54y F NHB,3,45-54,1,Female,2,NHB,Esophagus: Squamous cell neoplasm,87,3600738,2.416148,0.4888991
19,45-54y F HIS,3,45-54,1,Female,3,HIS,Esophagus: Squamous cell neoplasm,2,4045659,0.0494426,0.0967698
20,45-54y F OTH,3,45-54,1,Female,4,OTH,Esophagus: Squamous cell neoplasm,1,2055706,0.0486471,0.1218886
21,45-54y M NHW,3,45-54,2,Male,1,NHW,Esophagus: Squamous cell neoplasm,201,17472903,1.150339,0.1585387
22,45-54y M NHB,3,45-54,2,Male,2,NHB,Esophagus: Squamous cell neoplasm,142,3184952,4.458459,0.7561755
23,45-54y M HIS,3,45-54,2,Male,3,HIS,Esophagus: Squamous cell neoplasm,28,4115864,0.6803076,0.4473052
24,45-54y M OTH,3,45-54,2,Male,4,OTH,Esophagus: Squamous cell neoplasm,12,1818452,0.6598996,0.6651441
25,55-64y F NHW,4,55-64,1,Female,1,NHW,Esophagus: Squamous cell neoplasm,316,17548091,1.800771,0.2030864
26,55-64y F NHB,4,55-64,1,Female,2,NHB,Esophagus: Squamous cell neoplasm,157,2982009,5.26491,0.8602343
27,55-64y F HIS,4,55-64,1,Female,3,HIS,Esophagus: Squamous cell neoplasm,9,2647517,0.3399527,1.0281
28,55-64y F OTH,4,55-64,1,Female,4,OTH,Esophagus: Squamous cell neoplasm,10,1699593,0.5883833,0.7007256
29,55-64y M NHW,4,55-64,2,Male,1,NHW,Esophagus: Squamous cell neoplasm,602,16759644,3.591949,0.3008521
30,55-64y M NHB,4,55-64,2,Male,2,NHB,Esophagus: Squamous cell neoplasm,369,2493419,14.79895,1.579496
31,55-64y M HIS,4,55-64,2,Male,3,HIS,Esophagus: Squamous cell neoplasm,79,2453141,3.220339,0.7671549
32,55-64y M OTH,4,55-64,2,Male,4,OTH,Esophagus: Squamous cell neoplasm,47,1421186,3.307108,1.378711
33,65-74y F NHW,5,65-74,1,Female,1,NHW,Esophagus: Squamous cell neoplasm,941,23310298,4.03682,0.4302709
34,65-74y F NHB,5,65-74,1,Female,2,NHB,Esophagus: Squamous cell neoplasm,227,2891576,7.850368,1.737173
35,65-74y F HIS,5,65-74,1,Female,3,HIS,Esophagus: Squamous cell neoplasm,15,2510902,0.5973963,0.7046359
36,65-74y F OTH,5,65-74,1,Female,4,OTH,Esophagus: Squamous cell neoplasm,25,1690385,1.478953,1.368762
37,65-74y M NHW,5,65-74,2,Male,1,NHW,Esophagus: Squamous cell neoplasm,1275,18558474,6.870172,0.6238654
38,65-74y M NHB,5,65-74,2,Male,2,NHB,Esophagus: Squamous cell neoplasm,446,1919228,23.23851,3.417029
39,65-74y M HIS,5,65-74,2,Male,3,HIS,Esophagus: Squamous cell neoplasm,132,1887534,6.993267,1.990511
40,65-74y M OTH,5,65-74,2,Male,4,OTH,Esophagus: Squamous cell neoplasm,102,1298968,7.852383,3.094805
41,75y+ F NHW,6,75+,1,Female,1,NHW,Esophagus: Squamous cell neoplasm,941,23310298,4.03682,0.4302709
42,75y+ F NHB,6,75+,1,Female,2,NHB,Esophagus: Squamous cell neoplasm,227,2891576,7.850368,1.737173
43,75y+ F HIS,6,75+,1,Female,3,HIS,Esophagus: Squamous cell neoplasm,15,2510902,0.5973963,0.7046359
44,75y+ F OTH,6,75+,1,Female,4,OTH,Esophagus: Squamous cell neoplasm,25,1690385,1.478953,1.368762
45,75y+ M NHW,6,75+,2,Male,1,NHW,Esophagus: Squamous cell neoplasm,1275,18558474,6.870172,0.6238654
46,75y+ M NHB,6,75+,2,Male,2,NHB,Esophagus: Squamous cell neoplasm,446,1919228,23.23851,3.417029
47,75y+ M HIS,6,75+,2,Male,3,HIS,Esophagus: Squamous cell neoplasm,132,1887534,6.993267,1.990511
48,75y+ M OTH,6,75+,2,Male,4,OTH,Esophagus: Squamous cell neoplasm,102,1298968,7.852383,3.094805
1,25-34y F NHW,1,25-34,1,Female,1,NHW,"Stomach: Cardia, NOS",31,36482609,0.0823021,0.0605003
2,25-34y F NHB,1,25-34,1,Female,2,NHB,"Stomach: Cardia, NOS",2,9307531,0.0198543,0.079708
3,25-34y F HIS,1,25-34,1,Female,3,HIS,"Stomach: Cardia, NOS",4,13578194,0.0301568,0.0669245
4,25-34y F OTH,1,25-34,1,Female,4,OTH,"Stomach: Cardia, NOS",1,5853976,0.0194779,0.0764421
5,25-34y M NHW,1,25-34,2,Male,1,NHW,"Stomach: Cardia, NOS",150,37342837,0.4080007,0.105479
6,25-34y M NHB,1,25-34,2,Male,2,NHB,"Stomach: Cardia, NOS",1,8711528,0.0113806,0.0584309
7,25-34y M HIS,1,25-34,2,Male,3,HIS,"Stomach: Cardia, NOS",32,14674104,0.2199391,0.1484256
8,25-34y M OTH,1,25-34,2,Male,4,OTH,"Stomach: Cardia, NOS",7,5451523,0.1295504,0.3471458
9,35-44y F NHW,2,35-44,1,Female,1,NHW,"Stomach: Cardia, NOS",31,36482609,0.0823021,0.0605003
10,35-44y F NHB,2,35-44,1,Female,2,NHB,"Stomach: Cardia, NOS",2,9307531,0.0198543,0.079708
11,35-44y F HIS,2,35-44,1,Female,3,HIS,"Stomach: Cardia, NOS",4,13578194,0.0301568,0.0669245
12,35-44y F OTH,2,35-44,1,Female,4,OTH,"Stomach: Cardia, NOS",1,5853976,0.0194779,0.0764421
13,35-44y M NHW,2,35-44,2,Male,1,NHW,"Stomach: Cardia, NOS",150,37342837,0.4080007,0.105479
14,35-44y M NHB,2,35-44,2,Male,2,NHB,"Stomach: Cardia, NOS",1,8711528,0.0113806,0.0584309
15,35-44y M HIS,2,35-44,2,Male,3,HIS,"Stomach: Cardia, NOS",32,14674104,0.2199391,0.1484256
16,35-44y M OTH,2,35-44,2,Male,4,OTH,"Stomach: Cardia, NOS",7,5451523,0.1295504,0.3471458
17,45-54y F NHW,3,45-54,1,Female,1,NHW,"Stomach: Cardia, NOS",161,17662722,0.9051616,0.1461561
18,45-54y F NHB,3,45-54,1,Female,2,NHB,"Stomach: Cardia, NOS",2,3600738,0.0627815,0.1372385
19,45-54y F HIS,3,45-54,1,Female,3,HIS,"Stomach: Cardia, NOS",6,4045659,0.1471185,0.1829019
20,45-54y F OTH,3,45-54,1,Female,4,OTH,"Stomach: Cardia, NOS",1,2055706,0.0486432,0.4242335
21,45-54y M NHW,3,45-54,2,Male,1,NHW,"Stomach: Cardia, NOS",646,17472903,3.687808,0.3082906
22,45-54y M NHB,3,45-54,2,Male,2,NHB,"Stomach: Cardia, NOS",60,3184952,1.877614,0.4815989
23,45-54y M HIS,3,45-54,2,Male,3,HIS,"Stomach: Cardia, NOS",79,4115864,1.90925,0.564932
24,45-54y M OTH,3,45-54,2,Male,4,OTH,"Stomach: Cardia, NOS",6,1818452,0.3303229,0.5796929
25,55-64y F NHW,4,55-64,1,Female,1,NHW,"Stomach: Cardia, NOS",299,17548091,1.664505,0.1931195
26,55-64y F NHB,4,55-64,1,Female,2,NHB,"Stomach: Cardia, NOS",60,2982009,1.99462,0.4828694
27,55-64y F HIS,4,55-64,1,Female,3,HIS,"Stomach: Cardia, NOS",32,2647517,1.205278,0.715191
28,55-64y F OTH,4,55-64,1,Female,4,OTH,"Stomach: Cardia, NOS",11,1699593,0.6341774,0.8901665
29,55-64y M NHW,4,55-64,2,Male,1,NHW,"Stomach: Cardia, NOS",1541,16759644,9.19877,0.4588393
30,55-64y M NHB,4,55-64,2,Male,2,NHB,"Stomach: Cardia, NOS",107,2493419,4.278168,0.8401003
31,55-64y M HIS,4,55-64,2,Male,3,HIS,"Stomach: Cardia, NOS",117,2453141,4.772662,1.410551
32,55-64y M OTH,4,55-64,2,Male,4,OTH,"Stomach: Cardia, NOS",50,1421186,3.537225,1.416277
33,65-74y F NHW,5,65-74,1,Female,1,NHW,"Stomach: Cardia, NOS",1012,23310298,4.345941,0.439009
34,65-74y F NHB,5,65-74,1,Female,2,NHB,"Stomach: Cardia, NOS",74,2891576,2.562049,1.027485
35,65-74y F HIS,5,65-74,1,Female,3,HIS,"Stomach: Cardia, NOS",66,2510902,2.617583,1.779002
36,65-74y F OTH,5,65-74,1,Female,4,OTH,"Stomach: Cardia, NOS",24,1690385,1.411082,1.894218
37,65-74y M NHW,5,65-74,2,Male,1,NHW,"Stomach: Cardia, NOS",3704,18558474,19.95578,1.077455
38,65-74y M NHB,5,65-74,2,Male,2,NHB,"Stomach: Cardia, NOS",178,1919228,9.281658,2.324623
39,65-74y M HIS,5,65-74,2,Male,3,HIS,"Stomach: Cardia, NOS",225,1887534,11.92225,3.951648
40,65-74y M OTH,5,65-74,2,Male,4,OTH,"Stomach: Cardia, NOS",140,1298968,10.77268,4.08846
41,75y+ F NHW,6,75+,1,Female,1,NHW,"Stomach: Cardia, NOS",1012,23310298,4.345941,0.439009
42,75y+ F NHB,6,75+,1,Female,2,NHB,"Stomach: Cardia, NOS",74,2891576,2.562049,1.027485
43,75y+ F HIS,6,75+,1,Female,3,HIS,"Stomach: Cardia, NOS",66,2510902,2.617583,1.779002
44,75y+ F OTH,6,75+,1,Female,4,OTH,"Stomach: Cardia, NOS",24,1690385,1.411082,1.894218
45,75y+ M NHW,6,75+,2,Male,1,NHW,"Stomach: Cardia, NOS",3704,18558474,19.95578,1.077455
46,75y+ M NHB,6,75+,2,Male,2,NHB,"Stomach: Cardia, NOS",178,1919228,9.281658,2.324623
47,75y+ M HIS,6,75+,2,Male,3,HIS,"Stomach: Cardia, NOS",225,1887534,11.92225,3.951648
48,75y+ M OTH,6,75+,2,Male,4,OTH,"Stomach: Cardia, NOS",140,1298968,10.77268,4.08846
1,25-34y F NHW,1,25-34,1,Female,1,NHW,Myeloma: Multiple myeloma/plasma-cell leuk,104,36482609,0.2850579,0.0946799
2,25-34y F NHB,1,25-34,1,Female,2,NHB,Myeloma: Multiple myeloma/plasma-cell leuk,112,9307531,1.203326,0.3813514
3,25-34y F HIS,1,25-34,1,Female,3,HIS,Myeloma: Multiple myeloma/plasma-cell leuk,29,13578194,0.2135742,0.1476672
4,25-34y F OTH,1,25-34,1,Female,4,OTH,Myeloma: Multiple myeloma/plasma-cell leuk,4,5853976,0.0682913,0.1352613
5,25-34y M NHW,1,25-34,2,Male,1,NHW,Myeloma: Multiple myeloma/plasma-cell leuk,168,37342837,0.4499141,0.1141535
6,25-34y M NHB,1,25-34,2,Male,2,NHB,Myeloma: Multiple myeloma/plasma-cell leuk,95,8711528,1.090565,0.3876471
7,25-34y M HIS,1,25-34,2,Male,3,HIS,Myeloma: Multiple myeloma/plasma-cell leuk,47,14674104,0.3202757,0.1790115
8,25-34y M OTH,1,25-34,2,Male,4,OTH,Myeloma: Multiple myeloma/plasma-cell leuk,3,5451523,0.0550213,0.1278336
9,35-44y F NHW,2,35-44,1,Female,1,NHW,Myeloma: Multiple myeloma/plasma-cell leuk,104,36482609,0.2850579,0.0946799
10,35-44y F NHB,2,35-44,1,Female,2,NHB,Myeloma: Multiple myeloma/plasma-cell leuk,112,9307531,1.203326,0.3813514
11,35-44y F HIS,2,35-44,1,Female,3,HIS,Myeloma: Multiple myeloma/plasma-cell leuk,29,13578194,0.2135742,0.1476672
12,35-44y F OTH,2,35-44,1,Female,4,OTH,Myeloma: Multiple myeloma/plasma-cell leuk,4,5853976,0.0682913,0.1352613
13,35-44y M NHW,2,35-44,2,Male,1,NHW,Myeloma: Multiple myeloma/plasma-cell leuk,168,37342837,0.4499141,0.1141535
14,35-44y M NHB,2,35-44,2,Male,2,NHB,Myeloma: Multiple myeloma/plasma-cell leuk,95,8711528,1.090565,0.3876471
15,35-44y M HIS,2,35-44,2,Male,3,HIS,Myeloma: Multiple myeloma/plasma-cell leuk,47,14674104,0.3202757,0.1790115
16,35-44y M OTH,2,35-44,2,Male,4,OTH,Myeloma: Multiple myeloma/plasma-cell leuk,3,5451523,0.0550213,0.1278336
17,45-54y F NHW,3,45-54,1,Female,1,NHW,Myeloma: Multiple myeloma/plasma-cell leuk,562,17662722,3.181902,0.2662118
18,45-54y F NHB,3,45-54,1,Female,2,NHB,Myeloma: Multiple myeloma/plasma-cell leuk,347,3600738,9.636946,1.047662
19,45-54y F HIS,3,45-54,1,Female,3,HIS,Myeloma: Multiple myeloma/plasma-cell leuk,146,4045659,3.608928,0.7964351
20,45-54y F OTH,3,45-54,1,Female,4,OTH,Myeloma: Multiple myeloma/plasma-cell leuk,18,2055706,0.8755653,0.8801195
21,45-54y M NHW,3,45-54,2,Male,1,NHW,Myeloma: Multiple myeloma/plasma-cell leuk,840,17472903,4.807604,0.3319828
22,45-54y M NHB,3,45-54,2,Male,2,NHB,Myeloma: Multiple myeloma/plasma-cell leuk,349,3184952,10.95789,1.167076
23,45-54y M HIS,3,45-54,2,Male,3,HIS,Myeloma: Multiple myeloma/plasma-cell leuk,175,4115864,4.252046,0.790253
24,45-54y M OTH,3,45-54,2,Male,4,OTH,Myeloma: Multiple myeloma/plasma-cell leuk,59,1818452,3.244634,1.057227
25,55-64y F NHW,4,55-64,1,Female,1,NHW,Myeloma: Multiple myeloma/plasma-cell leuk,1426,17548091,8.126022,0.4369568
26,55-64y F NHB,4,55-64,1,Female,2,NHB,Myeloma: Multiple myeloma/plasma-cell leuk,704,2982009,23.60811,1.829833
27,55-64y F HIS,4,55-64,1,Female,3,HIS,Myeloma: Multiple myeloma/plasma-cell leuk,206,2647517,7.78079,1.37809
28,55-64y F OTH,4,55-64,1,Female,4,OTH,Myeloma: Multiple myeloma/plasma-cell leuk,97,1699593,5.707417,1.614761
29,55-64y M NHW,4,55-64,2,Male,1,NHW,Myeloma: Multiple myeloma/plasma-cell leuk,2035,16759644,12.14227,0.546377
30,55-64y M NHB,4,55-64,2,Male,2,NHB,Myeloma: Multiple myeloma/plasma-cell leuk,777,2493419,31.16206,2.324326
31,55-64y M HIS,4,55-64,2,Male,3,HIS,Myeloma: Multiple myeloma/plasma-cell leuk,307,2453141,12.51464,1.905409
32,55-64y M OTH,4,55-64,2,Male,4,OTH,Myeloma: Multiple myeloma/plasma-cell leuk,86,1421186,6.051243,1.627434
33,65-74y F NHW,5,65-74,1,Female,1,NHW,Myeloma: Multiple myeloma/plasma-cell leuk,4793,23310298,20.56158,0.972665
34,65-74y F NHB,5,65-74,1,Female,2,NHB,Myeloma: Multiple myeloma/plasma-cell leuk,1462,2891576,50.56056,4.338728
35,65-74y F HIS,5,65-74,1,Female,3,HIS,Myeloma: Multiple myeloma/plasma-cell leuk,528,2510902,21.02828,4.229125
36,65-74y F OTH,5,65-74,1,Female,4,OTH,Myeloma: Multiple myeloma/plasma-cell leuk,215,1690385,12.71905,4.478915
37,65-74y M NHW,5,65-74,2,Male,1,NHW,Myeloma: Multiple myeloma/plasma-cell leuk,6315,18558474,34.0276,1.470381
38,65-74y M NHB,5,65-74,2,Male,2,NHB,Myeloma: Multiple myeloma/plasma-cell leuk,1360,1919228,70.86163,6.448545
39,65-74y M HIS,5,65-74,2,Male,3,HIS,Myeloma: Multiple myeloma/plasma-cell leuk,619,1887534,32.79401,6.019363
40,65-74y M OTH,5,65-74,2,Male,4,OTH,Myeloma: Multiple myeloma/plasma-cell leuk,255,1298968,19.63092,5.916738
41,75y+ F NHW,6,75+,1,Female,1,NHW,Myeloma: Multiple myeloma/plasma-cell leuk,4793,23310298,20.56158,0.972665
42,75y+ F NHB,6,75+,1,Female,2,NHB,Myeloma: Multiple myeloma/plasma-cell leuk,1462,2891576,50.56056,4.338728
43,75y+ F HIS,6,75+,1,Female,3,HIS,Myeloma: Multiple myeloma/plasma-cell leuk,528,2510902,21.02828,4.229125
44,75y+ F OTH,6,75+,1,Female,4,OTH,Myeloma: Multiple myeloma/plasma-cell leuk,215,1690385,12.71905,4.478915
45,75y+ M NHW,6,75+,2,Male,1,NHW,Myeloma: Multiple myeloma/plasma-cell leuk,6315,18558474,34.0276,1.470381
46,75y+ M NHB,6,75+,2,Male,2,NHB,Myeloma: Multiple myeloma/plasma-cell leuk,1360,1919228,70.86163,6.448545
47,75y+ M HIS,6,75+,2,Male,3,HIS,Myeloma: Multiple myeloma/plasma-cell leuk,619,1887534,32.79401,6.019363
48,75y+ M OTH,6,75+,2,Male,4,OTH,Myeloma: Multiple myeloma/plasma-cell leuk,255,1298968,19.63092,5.916738
1,25-34y F NHW,1,25-34,1,Female,1,NHW,meningiomas: meningiomas,0,36482609,0,0
2,25-34y F NHB,1,25-34,1,Female,2,NHB,meningiomas: meningiomas,0,9307531,0,0
3,25-34y F HIS,1,25-34,1,Female,3,HIS,meningiomas: meningiomas,0,13578194,0,0
4,25-34y F OTH,1,25-34,1,Female,4,OTH,meningiomas: meningiomas,0,5853976,0,0
5,25-34y M NHW,1,25-34,2,Male,1,NHW,meningiomas: meningiomas,0,37342837,0,0
6,25-34y M NHB,1,25-34,2,Male,2,NHB,meningiomas: meningiomas,0,8711528,0,0
7,25-34y M HIS,1,25-34,2,Male,3,HIS,meningiomas: meningiomas,0,14674104,0,0
8,25-34y M OTH,1,25-34,2,Male,4,OTH,meningiomas: meningiomas,0,5451523,0,0
9,35-44y F NHW,2,35-44,1,Female,1,NHW,meningiomas: meningiomas,0,36482609,0,0
10,35-44y F NHB,2,35-44,1,Female,2,NHB,meningiomas: meningiomas,0,9307531,0,0
11,35-44y F HIS,2,35-44,1,Female,3,HIS,meningiomas: meningiomas,0,13578194,0,0
12,35-44y F OTH,2,35-44,1,Female,4,OTH,meningiomas: meningiomas,0,5853976,0,0
13,35-44y M NHW,2,35-44,2,Male,1,NHW,meningiomas: meningiomas,0,37342837,0,0
14,35-44y M NHB,2,35-44,2,Male,2,NHB,meningiomas: meningiomas,0,8711528,0,0
15,35-44y M HIS,2,35-44,2,Male,3,HIS,meningiomas: meningiomas,0,14674104,0,0
16,35-44y M OTH,2,35-44,2,Male,4,OTH,meningiomas: meningiomas,0,5451523,0,0
17,45-54y F NHW,3,45-54,1,Female,1,NHW,meningiomas: meningiomas,0,17662722,0,0
