foodcode,description,fcidcode,fcid_desc,Foodgroup_FCID
11710377,"Infant formula, powder, made with tap water (Similac Sensitive)",600350001,"Soybean, oil-babyfood",babyfood
11710677,"Infant formula, powder, made with tap water (Enfamil Gentlease)",600350001,"Soybean, oil-babyfood",babyfood
11710677,"Infant formula, powder, made with tap water (Enfamil Gentlease)",2002365001,"Sunflower, oil-babyfood",babyfood
11710677,"Infant formula, powder, made with tap water (Enfamil Gentlease)",9500244001,"Palm, oil-babyfood",babyfood
11710677,"Infant formula, powder, made with tap water (Enfamil Gentlease)",1500124001,"Corn, field, syrup-babyfood",babyfood
11710677,"Infant formula, powder, made with tap water (Enfamil Gentlease)",3600223001,"Milk, nonfat solids-baby food/infant formula",babyfood
67101020,"Apple-raspberry, baby food, junior",1100011001,"Apple, sauce-babyfood",babyfood
67101020,"Apple-raspberry, baby food, junior",1302057001,Blueberry-babyfood,babyfood
67101020,"Apple-raspberry, baby food, junior",1301320001,Raspberry-babyfood,babyfood
67101020,"Apple-raspberry, baby food, junior",1100008001,"Apple, peeled fruit-babyfood",babyfood
67308020,"Bananas, baby food, junior",1500123001,"Corn, field, starch-babyfood",babyfood
67308020,"Bananas, baby food, junior",103082001,Cassava-babyfood,babyfood
67308020,"Bananas, baby food, junior",1500124001,"Corn, field, syrup-babyfood",babyfood
67308020,"Bananas, baby food, junior",2402023001,Banana-babyfood,babyfood
11710916,"Infant formula, liquid concentrate, made with baby water (Gerber Good Start Gentle)",9500335001,Seaweed-babyfood,babyfood
11710916,"Infant formula, liquid concentrate, made with baby water (Gerber Good Start Gentle)",1400114001,"Coconut, oil-babyfood",babyfood
11710916,"Infant formula, liquid concentrate, made with baby water (Gerber Good Start Gentle)",3600225001,"Milk, sugar (lactose)-baby food/infant formula",babyfood
11710916,"Infant formula, liquid concentrate, made with baby water (Gerber Good Start Gentle)",3600223001,"Milk, nonfat solids-baby food/infant formula",babyfood
11710916,"Infant formula, liquid concentrate, made with baby water (Gerber Good Start Gentle)",600350001,"Soybean, oil-babyfood",babyfood
11710629,"Infant formula, powder, made with baby water (Enfamil Newborn)",1400114001,"Coconut, oil-babyfood",babyfood
11710629,"Infant formula, powder, made with baby water (Enfamil Newborn)",3600223001,"Milk, nonfat solids-baby food/infant formula",babyfood
11710629,"Infant formula, powder, made with baby water (Enfamil Newborn)",9500244001,"Palm, oil-babyfood",babyfood
11710629,"Infant formula, powder, made with baby water (Enfamil Newborn)",2002365001,"Sunflower, oil-babyfood",babyfood
11710629,"Infant formula, powder, made with baby water (Enfamil Newborn)",3600225001,"Milk, sugar (lactose)-baby food/infant formula",babyfood
11710629,"Infant formula, powder, made with baby water (Enfamil Newborn)",600350001,"Soybean, oil-babyfood",babyfood
24701000,"Chicken, baby food, NS as to strained or junior",4000097001,"Chicken, skin-babyfood",babyfood
24701000,"Chicken, baby food, NS as to strained or junior",1500123001,"Corn, field, starch-babyfood",babyfood
24701000,"Chicken, baby food, NS as to strained or junior",4000093001,"Chicken, meat-babyfood",babyfood
24701000,"Chicken, baby food, NS as to strained or junior",4000095001,"Chicken, meat byproducts-babyfood",babyfood
24701000,"Chicken, baby food, NS as to strained or junior",4000096001,"Chicken, fat-babyfood",babyfood
24703010,"Turkey, baby food, strained",5000385001,"Turkey, fat-babyfood",babyfood
24703010,"Turkey, baby food, strained",5000384001,"Turkey, meat byproducts-babyfood",babyfood
24703010,"Turkey, baby food, strained",5000386001,"Turkey, skin-babyfood",babyfood
24703010,"Turkey, baby food, strained",5000382001,"Turkey, meat-babyfood",babyfood
24703010,"Turkey, baby food, strained",1500123001,"Corn, field, starch-babyfood",babyfood
22820000,"Meat stick, baby food",3400293001,"Pork, fat-babyfood",babyfood
22820000,"Meat stick, baby food",5000382001,"Turkey, meat-babyfood",babyfood
22820000,"Meat stick, baby food",1901029001,"Basil, dried leaves-babyfood",babyfood
22820000,"Meat stick, baby food",3600223001,"Milk, nonfat solids-baby food/infant formula",babyfood
22820000,"Meat stick, baby food",3400290001,"Pork, meat-babyfood",babyfood
22820000,"Meat stick, baby food",5000385001,"Turkey, fat-babyfood",babyfood
22820000,"Meat stick, baby food",3100047001,"Beef, fat-babyfood",babyfood
22820000,"Meat stick, baby food",1902274001,"Pepper, black and white-babyfood",babyfood
22820000,"Meat stick, baby food",1902354001,"Spices, other-babyfood",babyfood
22820000,"Meat stick, baby food",9500362001,"Sugarcane, sugar-babyfood",babyfood
22820000,"Meat stick, baby food",3600224001,"Milk, water-babyfood/infant formula",babyfood
22820000,"Meat stick, baby food",3100044001,"Beef, meat-babyfood",babyfood
22820000,"Meat stick, baby food",3600222001,"Milk, fat-baby food/infant formula",babyfood
22820000,"Meat stick, baby food",101052001,"Beet, sugar-babyfood",babyfood
22820000,"Meat stick, baby food",301165001,"Garlic, bulb-babyfood",babyfood
24706010,"Turkey stick, baby food",3600223001,"Milk, nonfat solids-baby food/infant formula",babyfood
24706010,"Turkey stick, baby food",5000386001,"Turkey, skin-babyfood",babyfood
24706010,"Turkey stick, baby food",3600222001,"Milk, fat-baby food/infant formula",babyfood
24706010,"Turkey stick, baby food",101052001,"Beet, sugar-babyfood",babyfood
24706010,"Turkey stick, baby food",3600224001,"Milk, water-babyfood/infant formula",babyfood
24706010,"Turkey stick, baby food",5000385001,"Turkey, fat-babyfood",babyfood
24706010,"Turkey stick, baby food",301238001,"Onion, bulb, dried-babyfood",babyfood
24706010,"Turkey stick, baby food",5000382001,"Turkey, meat-babyfood",babyfood
24706010,"Turkey stick, baby food",4000096001,"Chicken, fat-babyfood",babyfood
24706010,"Turkey stick, baby food",9500362001,"Sugarcane, sugar-babyfood",babyfood
24706010,"Turkey stick, baby food",301165001,"Garlic, bulb-babyfood",babyfood
24706010,"Turkey stick, baby food",5000384001,"Turkey, meat byproducts-babyfood",babyfood
57806000,"Mixed cereal with bananas, baby food, dry, instant",1500325001,"Rice, flour-babyfood",babyfood
57806000,"Mixed cereal with bananas, baby food, dry, instant",1500232001,"Oat, flour-babyfood",babyfood
57806000,"Mixed cereal with bananas, baby food, dry, instant",1500402001,"Wheat, flour-babyfood",babyfood
57806000,"Mixed cereal with bananas, baby food, dry, instant",2402023001,Banana-babyfood,babyfood
57806000,"Mixed cereal with bananas, baby food, dry, instant",1500120001,"Corn, field, flour-babyfood",babyfood
67204000,"Mixed fruit juice, not citrus, baby food",1202014001,"Apricot, juice-babyfood",babyfood
67204000,"Mixed fruit juice, not citrus, baby food",2402023001,Banana-babyfood,babyfood
67204000,"Mixed fruit juice, not citrus, baby food",1100010001,"Apple, juice-babyfood",babyfood
67408010,"Banana pudding, baby food, strained",101052001,"Beet, sugar-babyfood",babyfood
67408010,"Banana pudding, baby food, strained",1500325001,"Rice, flour-babyfood",babyfood
67408010,"Banana pudding, baby food, strained",7000147001,"Egg, yolk-babyfood",babyfood
67408010,"Banana pudding, baby food, strained",9500362001,"Sugarcane, sugar-babyfood",babyfood
67408010,"Banana pudding, baby food, strained",2402023001,Banana-babyfood,babyfood
53801000,"Cereal bar with fruit filling, baby food",1202260001,Peach-babyfood,babyfood
53801000,"Cereal bar with fruit filling, baby food",1500124001,"Corn, field, syrup-babyfood",babyfood
53801000,"Cereal bar with fruit filling, baby food",2003128001,"Cottonseed, oil-babyfood",babyfood
53801000,"Cereal bar with fruit filling, baby food",600350001,"Soybean, oil-babyfood",babyfood
53801000,"Cereal bar with fruit filling, baby food",1302057001,Blueberry-babyfood,babyfood
53801000,"Cereal bar with fruit filling, baby food",101052001,"Beet, sugar-babyfood",babyfood
53801000,"Cereal bar with fruit filling, baby food",1201090001,Cherry-babyfood,babyfood
53801000,"Cereal bar with fruit filling, baby food",1100008001,"Apple, peeled fruit-babyfood",babyfood
53801000,"Cereal bar with fruit filling, baby food",1500325001,"Rice, flour-babyfood",babyfood
53801000,"Cereal bar with fruit filling, baby food",9500362001,"Sugarcane, sugar-babyfood",babyfood
53801000,"Cereal bar with fruit filling, baby food",3600224001,"Milk, water-babyfood/infant formula",babyfood
53801000,"Cereal bar with fruit filling, baby food",3600222001,"Milk, fat-baby food/infant formula",babyfood
53801000,"Cereal bar with fruit filling, baby food",1500401001,"Wheat, grain-babyfood",babyfood
53801000,"Cereal bar with fruit filling, baby food",3600223001,"Milk, nonfat solids-baby food/infant formula",babyfood
53801000,"Cereal bar with fruit filling, baby food",103082001,Cassava-babyfood,babyfood
53801000,"Cereal bar with fruit filling, baby food",1500233001,"Oat, groats/rolled oats-babyfood",babyfood
53801000,"Cereal bar with fruit filling, baby food",103298001,"Potato, flour-babyfood",babyfood
53801000,"Cereal bar with fruit filling, baby food",1500123001,"Corn, field, starch-babyfood",babyfood
53801000,"Cereal bar with fruit filling, baby food",1301320001,Raspberry-babyfood,babyfood
53801000,"Cereal bar with fruit filling, baby food",9500186001,Honey-babyfood,babyfood
53801000,"Cereal bar with fruit filling, baby food",1307359001,Strawberry-babyfood,babyfood
53801000,"Cereal bar with fruit filling, baby food",1500402001,"Wheat, flour-babyfood",babyfood
67104040,"Applesauce with bananas, baby food, strained",1500123001,"Corn, field, starch-babyfood",babyfood
67104040,"Applesauce with bananas, baby food, strained",1500124001,"Corn, field, syrup-babyfood",babyfood
67104040,"Applesauce with bananas, baby food, strained",1100011001,"Apple, sauce-babyfood",babyfood
67104040,"Applesauce with bananas, baby food, strained",103082001,Cassava-babyfood,babyfood
67104040,"Applesauce with bananas, baby food, strained",2402023001,Banana-babyfood,babyfood
11720311,"Infant formula, ready-to-feed (Enfamil ProSobee)",600350001,"Soybean, oil-babyfood",babyfood
11720311,"Infant formula, ready-to-feed (Enfamil ProSobee)",1400114001,"Coconut, oil-babyfood",babyfood
11720311,"Infant formula, ready-to-feed (Enfamil ProSobee)",600348001,"Soybean, flour-babyfood",babyfood
11720311,"Infant formula, ready-to-feed (Enfamil ProSobee)",9500244001,"Palm, oil-babyfood",babyfood
11720311,"Infant formula, ready-to-feed (Enfamil ProSobee)",9500335001,Seaweed-babyfood,babyfood
11720311,"Infant formula, ready-to-feed (Enfamil ProSobee)",1500124001,"Corn, field, syrup-babyfood",babyfood
11720311,"Infant formula, ready-to-feed (Enfamil ProSobee)",2002365001,"Sunflower, oil-babyfood",babyfood
11710911,"Infant formula, ready-to-feed (Gerber Good Start Gentle)",1500325001,"Rice, flour-babyfood",babyfood
11710911,"Infant formula, ready-to-feed (Gerber Good Start Gentle)",1500123001,"Corn, field, starch-babyfood",babyfood
11710911,"Infant formula, ready-to-feed (Gerber Good Start Gentle)",1400114001,"Coconut, oil-babyfood",babyfood
11710911,"Infant formula, ready-to-feed (Gerber Good Start Gentle)",3600225001,"Milk, sugar (lactose)-baby food/infant formula",babyfood
11710911,"Infant formula, ready-to-feed (Gerber Good Start Gentle)",1500402001,"Wheat, flour-babyfood",babyfood
11710911,"Infant formula, ready-to-feed (Gerber Good Start Gentle)",103298001,"Potato, flour-babyfood",babyfood
11710911,"Infant formula, ready-to-feed (Gerber Good Start Gentle)",600350001,"Soybean, oil-babyfood",babyfood
11710911,"Infant formula, ready-to-feed (Gerber Good Start Gentle)",2002330001,"Safflower, oil-babyfood",babyfood
11710911,"Infant formula, ready-to-feed (Gerber Good Start Gentle)",3600223001,"Milk, nonfat solids-baby food/infant formula",babyfood
11710911,"Infant formula, ready-to-feed (Gerber Good Start Gentle)",103082001,Cassava-babyfood,babyfood
11710911,"Infant formula, ready-to-feed (Gerber Good Start Gentle)",9500244001,"Palm, oil-babyfood",babyfood
57823000,"Oatmeal with applesauce and bananas, baby food, jarred",1500233001,"Oat, groats/rolled oats-babyfood",babyfood
57823000,"Oatmeal with applesauce and bananas, baby food, jarred",2402023001,Banana-babyfood,babyfood
57823000,"Oatmeal with applesauce and bananas, baby food, jarred",1100011001,"Apple, sauce-babyfood",babyfood
57823000,"Oatmeal with applesauce and bananas, baby food, jarred",1100010001,"Apple, juice-babyfood",babyfood
57823000,"Oatmeal with applesauce and bananas, baby food, jarred",1100008001,"Apple, peeled fruit-babyfood",babyfood
57823000,"Oatmeal with applesauce and bananas, baby food, jarred",1902105001,Cinnamon-babyfood,babyfood
57823000,"Oatmeal with applesauce and bananas, baby food, jarred",1500232001,"Oat, flour-babyfood",babyfood
11710371,"Infant formula, ready-to-feed (Similac Sensitive)",600350001,"Soybean, oil-babyfood",babyfood
11710371,"Infant formula, ready-to-feed (Similac Sensitive)",2002365001,"Sunflower, oil-babyfood",babyfood
11710371,"Infant formula, ready-to-feed (Similac Sensitive)",1500124001,"Corn, field, syrup-babyfood",babyfood
11710371,"Infant formula, ready-to-feed (Similac Sensitive)",3600223001,"Milk, nonfat solids-baby food/infant formula",babyfood
11710371,"Infant formula, ready-to-feed (Similac Sensitive)",1400114001,"Coconut, oil-babyfood",babyfood
27601000,"Beef stew, baby food, toddler",600350001,"Soybean, oil-babyfood",babyfood
27601000,"Beef stew, baby food, toddler",1901029001,"Basil, dried leaves-babyfood",babyfood
27601000,"Beef stew, baby food, toddler",1500123001,"Corn, field, starch-babyfood",babyfood
27601000,"Beef stew, baby food, toddler",801376001,"Tomato, paste-babyfood",babyfood
27601000,"Beef stew, baby food, toddler",3100044001,"Beef, meat-babyfood",babyfood
27601000,"Beef stew, baby food, toddler",103297001,"Potato, dry (granules/ flakes)-babyfood",babyfood
27601000,"Beef stew, baby food, toddler",1902274001,"Pepper, black and white-babyfood",babyfood
27601000,"Beef stew, baby food, toddler",3100047001,"Beef, fat-babyfood",babyfood
27601000,"Beef stew, baby food, toddler",301238001,"Onion, bulb, dried-babyfood",babyfood
27601000,"Beef stew, baby food, toddler",602255001,"Pea, succulent-babyfood",babyfood
27601000,"Beef stew, baby food, toddler",101078001,Carrot-babyfood,babyfood
27601000,"Beef stew, baby food, toddler",2202085001,Celery-babyfood,babyfood
67404110,"Banana apple dessert, baby food, strained",9500362001,"Sugarcane, sugar-babyfood",babyfood
67404110,"Banana apple dessert, baby food, strained",101052001,"Beet, sugar-babyfood",babyfood
67404110,"Banana apple dessert, baby food, strained",1100008001,"Apple, peeled fruit-babyfood",babyfood
67404110,"Banana apple dessert, baby food, strained",1001241001,"Orange, juice-babyfood",babyfood
67404110,"Banana apple dessert, baby food, strained",1500123001,"Corn, field, starch-babyfood",babyfood
67404110,"Banana apple dessert, baby food, strained",2402023001,Banana-babyfood,babyfood
11710055,"Infant formula, powder, made with plain bottled water (Similac Expert Care Alimentum)",3600225001,"Milk, sugar (lactose)-baby food/infant formula",babyfood
11710055,"Infant formula, powder, made with plain bottled water (Similac Expert Care Alimentum)",600350001,"Soybean, oil-babyfood",babyfood
11710055,"Infant formula, powder, made with plain bottled water (Similac Expert Care Alimentum)",3600223001,"Milk, nonfat solids-baby food/infant formula",babyfood
11710055,"Infant formula, powder, made with plain bottled water (Similac Expert Care Alimentum)",2002330001,"Safflower, oil-babyfood",babyfood
11710383,"Infant formula, powder, made with water, NFS (Similac for Spit-Up)",2002365001,"Sunflower, oil-babyfood",babyfood
11710383,"Infant formula, powder, made with water, NFS (Similac for Spit-Up)",600350001,"Soybean, oil-babyfood",babyfood
11710383,"Infant formula, powder, made with water, NFS (Similac for Spit-Up)",1400114001,"Coconut, oil-babyfood",babyfood
11710383,"Infant formula, powder, made with water, NFS (Similac for Spit-Up)",3600223001,"Milk, nonfat solids-baby food/infant formula",babyfood
11710383,"Infant formula, powder, made with water, NFS (Similac for Spit-Up)",1500124001,"Corn, field, syrup-babyfood",babyfood
76205000,"Squash, baby food, NS as to strained or junior",902357001,"Squash, winter-babyfood",babyfood
76405010,"Corn, creamed, baby food, strained",1500325001,"Rice, flour-babyfood",babyfood
76405010,"Corn, creamed, baby food, strained",3600223001,"Milk, nonfat solids-baby food/infant formula",babyfood
76405010,"Corn, creamed, baby food, strained",3600222001,"Milk, fat-baby food/infant formula",babyfood
76405010,"Corn, creamed, baby food, strained",1500127001,"Corn, sweet-babyfood",babyfood
58508000,"Macaroni and cheese, baby food, strained",3600222001,"Milk, fat-baby food/infant formula",babyfood
58508000,"Macaroni and cheese, baby food, strained",103298001,"Potato, flour-babyfood",babyfood
58508000,"Macaroni and cheese, baby food, strained",1500402001,"Wheat, flour-babyfood",babyfood
58508000,"Macaroni and cheese, baby food, strained",1500325001,"Rice, flour-babyfood",babyfood
58508000,"Macaroni and cheese, baby food, strained",3600224001,"Milk, water-babyfood/infant formula",babyfood
58508000,"Macaroni and cheese, baby food, strained",101078001,Carrot-babyfood,babyfood
58508000,"Macaroni and cheese, baby food, strained",3600223001,"Milk, nonfat solids-baby food/infant formula",babyfood
76403010,"Beets, baby food, strained",101050001,"Beet, garden, roots-babyfood",babyfood
67104030,"Applesauce with bananas, baby food, NS as to strained or junior",2402023001,Banana-babyfood,babyfood
67104030,"Applesauce with bananas, baby food, NS as to strained or junior",1100011001,"Apple, sauce-babyfood",babyfood
57824000,"Rice cereal with applesauce and bananas, baby food, jarred",1100011001,"Apple, sauce-babyfood",babyfood
57824000,"Rice cereal with applesauce and bananas, baby food, jarred",2402023001,Banana-babyfood,babyfood
57824000,"Rice cereal with applesauce and bananas, baby food, jarred",1500325001,"Rice, flour-babyfood",babyfood
27610730,"Beef with vegetables, baby food, toddler",3100044001,"Beef, meat-babyfood",babyfood
27610730,"Beef with vegetables, baby food, toddler",1902274001,"Pepper, black and white-babyfood",babyfood
27610730,"Beef with vegetables, baby food, toddler",103297001,"Potato, dry (granules/ flakes)-babyfood",babyfood
27610730,"Beef with vegetables, baby food, toddler",1500123001,"Corn, field, starch-babyfood",babyfood
27610730,"Beef with vegetables, baby food, toddler",101078001,Carrot-babyfood,babyfood
27610730,"Beef with vegetables, baby food, toddler",301238001,"Onion, bulb, dried-babyfood",babyfood
27610730,"Beef with vegetables, baby food, toddler",801376001,"Tomato, paste-babyfood",babyfood
27610730,"Beef with vegetables, baby food, toddler",2202085001,Celery-babyfood,babyfood
27610730,"Beef with vegetables, baby food, toddler",600350001,"Soybean, oil-babyfood",babyfood
27610730,"Beef with vegetables, baby food, toddler",1901029001,"Basil, dried leaves-babyfood",babyfood
27610730,"Beef with vegetables, baby food, toddler",3100047001,"Beef, fat-babyfood",babyfood
27610730,"Beef with vegetables, baby food, toddler",602255001,"Pea, succulent-babyfood",babyfood
76201000,"Carrots, baby food, NS as to strained or junior",101078001,Carrot-babyfood,babyfood
76611020,"Vegetable and turkey, baby food, junior",5000386001,"Turkey, skin-babyfood",babyfood
76611020,"Vegetable and turkey, baby food, junior",5000384001,"Turkey, meat byproducts-babyfood",babyfood
76611020,"Vegetable and turkey, baby food, junior",103300001,"Potato, tuber, w/o peel-babyfood",babyfood
76611020,"Vegetable and turkey, baby food, junior",5000385001,"Turkey, fat-babyfood",babyfood
76611020,"Vegetable and turkey, baby food, junior",5000382001,"Turkey, meat-babyfood",babyfood
76611020,"Vegetable and turkey, baby food, junior",101078001,Carrot-babyfood,babyfood
76611020,"Vegetable and turkey, baby food, junior",602255001,"Pea, succulent-babyfood",babyfood
67250100,"Banana juice with lowfat yogurt, baby food",3600222001,"Milk, fat-baby food/infant formula",babyfood
67250100,"Banana juice with lowfat yogurt, baby food",3600224001,"Milk, water-babyfood/infant formula",babyfood
67250100,"Banana juice with lowfat yogurt, baby food",1304176001,"Grape, juice-babyfood",babyfood
67250100,"Banana juice with lowfat yogurt, baby food",3100046001,"Beef, meat byproducts-babyfood",babyfood
67250100,"Banana juice with lowfat yogurt, baby food",3400292001,"Pork, meat byproducts-babyfood",babyfood
67250100,"Banana juice with lowfat yogurt, baby food",2402023001,Banana-babyfood,babyfood
67250100,"Banana juice with lowfat yogurt, baby food",3600223001,"Milk, nonfat solids-baby food/infant formula",babyfood
67250100,"Banana juice with lowfat yogurt, baby food",1100268001,"Pear, juice-babyfood",babyfood
11710631,"Infant formula, ready-to-feed (Enfamil Infant)",2002365001,"Sunflower, oil-babyfood",babyfood
11710631,"Infant formula, ready-to-feed (Enfamil Infant)",9500335001,Seaweed-babyfood,babyfood
11710631,"Infant formula, ready-to-feed (Enfamil Infant)",9500244001,"Palm, oil-babyfood",babyfood
11710631,"Infant formula, ready-to-feed (Enfamil Infant)",3600225001,"Milk, sugar (lactose)-baby food/infant formula",babyfood
11710631,"Infant formula, ready-to-feed (Enfamil Infant)",3600223001,"Milk, nonfat solids-baby food/infant formula",babyfood
11710631,"Infant formula, ready-to-feed (Enfamil Infant)",600350001,"Soybean, oil-babyfood",babyfood
11710631,"Infant formula, ready-to-feed (Enfamil Infant)",1400114001,"Coconut, oil-babyfood",babyfood
76409020,"Peas, baby food, junior",602255001,"Pea, succulent-babyfood",babyfood
67102020,"Applesauce, baby food, junior",1100011001,"Apple, sauce-babyfood",babyfood
24701010,"Chicken, baby food, strained",4000093001,"Chicken, meat-babyfood",babyfood
24701010,"Chicken, baby food, strained",4000095001,"Chicken, meat byproducts-babyfood",babyfood
24701010,"Chicken, baby food, strained",4000097001,"Chicken, skin-babyfood",babyfood
24701010,"Chicken, baby food, strained",1500123001,"Corn, field, starch-babyfood",babyfood
24701010,"Chicken, baby food, strained",4000096001,"Chicken, fat-babyfood",babyfood
76611010,"Vegetable and turkey, baby food, strained",5000385001,"Turkey, fat-babyfood",babyfood
76611010,"Vegetable and turkey, baby food, strained",301238001,"Onion, bulb, dried-babyfood",babyfood
76611010,"Vegetable and turkey, baby food, strained",101078001,Carrot-babyfood,babyfood
76611010,"Vegetable and turkey, baby food, strained",1500323001,"Rice, white-babyfood",babyfood
76611010,"Vegetable and turkey, baby food, strained",5000382001,"Turkey, meat-babyfood",babyfood
76611010,"Vegetable and turkey, baby food, strained",103298001,"Potato, flour-babyfood",babyfood
76611010,"Vegetable and turkey, baby food, strained",5000384001,"Turkey, meat byproducts-babyfood",babyfood
76611010,"Vegetable and turkey, baby food, strained",603256001,"Pea, dry-babyfood",babyfood
76611010,"Vegetable and turkey, baby food, strained",5000386001,"Turkey, skin-babyfood",babyfood
72133200,"Sweet potato leaves, squash leaves, pumpkin leaves, chrysanthemum leaves, bean leaves, or swamp cabbage, cooked, fat not added in cooking",401104000,"Chrysanthemum, garland",veg_dg
58503050,"Macaroni with beef and tomato sauce, baby food, toddler",801377001,"Tomato, puree-babyfood",babyfood
58503050,"Macaroni with beef and tomato sauce, baby food, toddler",1500123001,"Corn, field, starch-babyfood",babyfood
58503050,"Macaroni with beef and tomato sauce, baby food, toddler",101052001,"Beet, sugar-babyfood",babyfood
58503050,"Macaroni with beef and tomato sauce, baby food, toddler",3100047001,"Beef, fat-babyfood",babyfood
58503050,"Macaroni with beef and tomato sauce, baby food, toddler",9500362001,"Sugarcane, sugar-babyfood",babyfood
58503050,"Macaroni with beef and tomato sauce, baby food, toddler",3100044001,"Beef, meat-babyfood",babyfood
58503050,"Macaroni with beef and tomato sauce, baby food, toddler",301238001,"Onion, bulb, dried-babyfood",babyfood
58503050,"Macaroni with beef and tomato sauce, baby food, toddler",801376001,"Tomato, paste-babyfood",babyfood
58503050,"Macaroni with beef and tomato sauce, baby food, toddler",1500402001,"Wheat, flour-babyfood",babyfood
76605020,"Vegetable and chicken, baby food, junior",4000095001,"Chicken, meat byproducts-babyfood",babyfood
76605020,"Vegetable and chicken, baby food, junior",4000096001,"Chicken, fat-babyfood",babyfood
76605020,"Vegetable and chicken, baby food, junior",101078001,Carrot-babyfood,babyfood
76605020,"Vegetable and chicken, baby food, junior",602255001,"Pea, succulent-babyfood",babyfood
76605020,"Vegetable and chicken, baby food, junior",103300001,"Potato, tuber, w/o peel-babyfood",babyfood
76605020,"Vegetable and chicken, baby food, junior",4000093001,"Chicken, meat-babyfood",babyfood
76605020,"Vegetable and chicken, baby food, junior",4000097001,"Chicken, skin-babyfood",babyfood
67101000,"Apple-raspberry, baby food, NS as to strained or junior",1301320001,Raspberry-babyfood,babyfood
67101000,"Apple-raspberry, baby food, NS as to strained or junior",1302057001,Blueberry-babyfood,babyfood
67101000,"Apple-raspberry, baby food, NS as to strained or junior",1100011001,"Apple, sauce-babyfood",babyfood
67101000,"Apple-raspberry, baby food, NS as to strained or junior",1100008001,"Apple, peeled fruit-babyfood",babyfood
67404010,"Fruit dessert, baby food, strained",2403281001,"Pineapple, juice-babyfood",babyfood
67404010,"Fruit dessert, baby food, strained",101052001,"Beet, sugar-babyfood",babyfood
67404010,"Fruit dessert, baby food, strained",1202260001,Peach-babyfood,babyfood
67404010,"Fruit dessert, baby food, strained",1500123001,"Corn, field, starch-babyfood",babyfood
67404010,"Fruit dessert, baby food, strained",2402023001,Banana-babyfood,babyfood
67404010,"Fruit dessert, baby food, strained",9500362001,"Sugarcane, sugar-babyfood",babyfood
67404010,"Fruit dessert, baby food, strained",1001241001,"Orange, juice-babyfood",babyfood
11710481,"Infant formula, powder, made with water, NFS (Similac Go and Grow)",3600223001,"Milk, nonfat solids-baby food/infant formula",babyfood
11710481,"Infant formula, powder, made with water, NFS (Similac Go and Grow)",600350001,"Soybean, oil-babyfood",babyfood
11710481,"Infant formula, powder, made with water, NFS (Similac Go and Grow)",1400114001,"Coconut, oil-babyfood",babyfood
11710481,"Infant formula, powder, made with water, NFS (Similac Go and Grow)",2002330001,"Safflower, oil-babyfood",babyfood
11710481,"Infant formula, powder, made with water, NFS (Similac Go and Grow)",3600225001,"Milk, sugar (lactose)-baby food/infant formula",babyfood
11720807,"Infant formula, powder, made with tap water (Store Brand Soy)",1400114001,"Coconut, oil-babyfood",babyfood
11720807,"Infant formula, powder, made with tap water (Store Brand Soy)",3600225001,"Milk, sugar (lactose)-baby food/infant formula",babyfood
11720807,"Infant formula, powder, made with tap water (Store Brand Soy)",9500244001,"Palm, oil-babyfood",babyfood
11720807,"Infant formula, powder, made with tap water (Store Brand Soy)",3600223001,"Milk, nonfat solids-baby food/infant formula",babyfood
11720807,"Infant formula, powder, made with tap water (Store Brand Soy)",2002365001,"Sunflower, oil-babyfood",babyfood
11720807,"Infant formula, powder, made with tap water (Store Brand Soy)",600350001,"Soybean, oil-babyfood",babyfood
76102030,"Broccoli, carrots and cheese, baby food, junior",3600222001,"Milk, fat-baby food/infant formula",babyfood
76102030,"Broccoli, carrots and cheese, baby food, junior",1500325001,"Rice, flour-babyfood",babyfood
76102030,"Broccoli, carrots and cheese, baby food, junior",500061001,Broccoli-babyfood,babyfood
76102030,"Broccoli, carrots and cheese, baby food, junior",3600224001,"Milk, water-babyfood/infant formula",babyfood
76102030,"Broccoli, carrots and cheese, baby food, junior",101078001,Carrot-babyfood,babyfood
76102030,"Broccoli, carrots and cheese, baby food, junior",3600223001,"Milk, nonfat solids-baby food/infant formula",babyfood
57824500,"Rice cereal with mixed fruit, baby food, jarred",9500362001,"Sugarcane, sugar-babyfood",babyfood
57824500,"Rice cereal with mixed fruit, baby food, jarred",1500325001,"Rice, flour-babyfood",babyfood
57824500,"Rice cereal with mixed fruit, baby food, jarred",1100008001,"Apple, peeled fruit-babyfood",babyfood
57824500,"Rice cereal with mixed fruit, baby food, jarred",1500123001,"Corn, field, starch-babyfood",babyfood
57824500,"Rice cereal with mixed fruit, baby food, jarred",101052001,"Beet, sugar-babyfood",babyfood
76409000,"Peas, baby food, NS as to strained or junior",602255001,"Pea, succulent-babyfood",babyfood
67109000,"Pears, baby food, NS as to strained or junior",1100266001,Pear-babyfood,babyfood
67109000,"Pears, baby food, NS as to strained or junior",1100268001,"Pear, juice-babyfood",babyfood
27642130,"Turkey, rice, and vegetables, baby food, toddler",4000096001,"Chicken, fat-babyfood",babyfood
27642130,"Turkey, rice, and vegetables, baby food, toddler",801376001,"Tomato, paste-babyfood",babyfood
27642130,"Turkey, rice, and vegetables, baby food, toddler",5000384001,"Turkey, meat byproducts-babyfood",babyfood
27642130,"Turkey, rice, and vegetables, baby food, toddler",600350001,"Soybean, oil-babyfood",babyfood
