subgroup,food,N,mean,SE,StdDev,food_label,food_desc,pro_gro
30,pf_egg,238,0.73,0.08,0.66,Eggs,"Eggs (chicken, duck, goose, quail) and egg substitutes (oz. eq.)",0.7672503817899683
30,pf_ns,238,0.72,0.11,0.77,Nuts and seeds,"Peanuts, tree nuts, and seeds; excludes coconut (oz. eq.)",0.7475238900925403
30,pf_pm,238,0.97,0.09,0.57,Processed meat,"Frankfurters, sausages, corned beef, cured ham and luncheon meat that are made from beef, pork, or poultry (oz. eq.)",0.7097245277202028
30,pf_poultry,238,1.84,0.11,0.9,Unprocessed poultry,"Chicken, turkey, Cornish hens, duck, goose, quail, and pheasant (game birds); excludes organ meat and cured meat (oz. eq.)",0.610014110808571
30,pf_redm,238,1.42,0.09,0.65,Unprocessed red meat,"Beef, veal, pork, lamb, and game meat; excludes organ meat and cured meat (oz. eq.)",0.7138793141581958
30,pf_redm_tot,238,2.36,0.09,1,Unprocessed and processed red meat,Combination of ‘uncured red meat’ and ‘cured red meat’,0.7000894861102822
30,pf_seafood,238,0.62,0.06,0.64,Seafood,"Seafood (finfish, shellfish, and other seafood) high in n-3 fatty acids (oz. eq.); Seafood (finfish, shellfish, and other seafood) low in n-3 fatty acids (oz. eq.)",0.5617790654861106
30,sat_fat,238,24.75,0.51,4.33,Saturated fats,Total saturated fatty acids (gm),0.5983192763920994
30,sodium,238,3300.25,83.18,575.71,Sodium,Sodium (mg),0.6124054245852313
30,ssb,238,314.05,23.21,272.38,Sugar sweetened beverages,Sugar sweetened beverages (gm),0.6204964467108204
30,veg_dg,238,0.17,0.02,0.19,Dark-green vegetables,Dark green vegetables (cup eq.),0.622719990526041
30,veg_exc_sta,238,0.93,0.07,0.46,Vegetables excluding starchy,"Dark green vegetables (cup eq.); Other red and orange vegetables, excluding tomatoes and tomato products (cup eq.); Other vegetables not in the vegetable components listed above (cup eq.)",0.5976951506405652
30,veg_oth,238,0.47,0.04,0.22,Other vegetables,Other vegetables not in the vegetable components listed above (cup eq.),0.5581216393406736
30,veg_ro,238,0.32,0.02,0.14,Red and orange vegetables,"Other red and orange vegetables, excluding tomatoes and tomato products (cup eq.)",0.6429873737784385
30,veg_sta,238,0.49,0.03,0.23,Starchy vegetables,Total starchy vegetables (white potatoes + other starchy vegetables) (cup eq.),0.6845350522734653
31,added_sugar,263,13.19,0.78,7.29,Added sugars,Foods defined as added sugars (tsp. eq.),0.6305143880768265
31,dairy_cow,263,1.07,0.07,0.48,Cow-based dairy,"Milk, yogurt, cheese, and whey (cup ep.)",0.7425828633896469
31,dairy_soy,263,0.05,0.03,0.24,Soy-based dairy,Calcium fortified soy milk (soymilk) (cup ep.),1
31,dairy_tot,263,1.08,0.07,0.48,Dairy (total),"Total milk, yogurt, cheese, and whey (cup ep.)",0.7457419861961697
31,fruit_exc_juice,263,0.79,0.07,0.62,Fruit excluding juice,"Intact fruits (whole or cut) of citrus, melons, and berries (cup eq.); Intact fruits (whole or cut); excluding citrus, melons, and berries (cup eq.)",0.835601866514857
31,fruit_juice,263,0.33,0.05,0.46,Fruit juice,"Fruit juices, citrus and non-citrus (cup eq.)",0.7607121227689502
31,fruit_tot,263,1.11,0.08,0.79,Fruits,Total intact fruits (whole or cut) and fruit juices (cup eq.),0.8133728006557335
31,gr_refined,263,6.29,0.27,1.74,Refined grains,Refined grains that do not contain all of the components of the entire grain kernel (oz. eq.),0.5894617708093725
31,gr_whole,263,0.86,0.12,0.58,Whole grains,"Grains defined as whole grains and contain the entire grain kernel ― the bran, germ, and endosperm (oz. eq.)",0.8843048151302637
31,leg_tot,263,0.83,0.1,0.7,"Beans, peas, lentils (total)","Beans and Peas (legumes) computed as protein foods (oz. eq.); Soy products, excluding calcium fortified soy milk (soymilk) and raw soybeans products (oz. eq.)",0.7701913255104901
31,oil,263,24.24,0.89,7.06,Oils,"Fats naturally present in nuts, seeds, and seafood; all unhydrogenated vegetable oils, except palm oil, palm kernel oil, and coconut oils; the fat present in avocado and olives above the allowable amount; 50% of the fat present in stick and tub margarines and margarine spreads (grams)",0.6040949630515077
31,pf_egg,263,0.77,0.08,0.7,Eggs,"Eggs (chicken, duck, goose, quail) and egg substitutes (oz. eq.)",0.6712832755414915
31,pf_ns,263,0.46,0.07,0.52,Nuts and seeds,"Peanuts, tree nuts, and seeds; excludes coconut (oz. eq.)",0.8691599319913474
31,pf_pm,263,0.9,0.06,0.54,Processed meat,"Frankfurters, sausages, corned beef, cured ham and luncheon meat that are made from beef, pork, or poultry (oz. eq.)",0.6810423442660856
31,pf_poultry,263,1.68,0.15,0.83,Unprocessed poultry,"Chicken, turkey, Cornish hens, duck, goose, quail, and pheasant (game birds); excludes organ meat and cured meat (oz. eq.)",0.5259891176037653
31,pf_redm,263,1.7,0.09,0.77,Unprocessed red meat,"Beef, veal, pork, lamb, and game meat; excludes organ meat and cured meat (oz. eq.)",0.5645975276552103
31,pf_redm_tot,263,2.41,0.11,1.02,Unprocessed and processed red meat,Combination of ‘uncured red meat’ and ‘cured red meat’,0.5985867246480538
31,pf_seafood,263,0.65,0.09,0.67,Seafood,"Seafood (finfish, shellfish, and other seafood) high in n-3 fatty acids (oz. eq.); Seafood (finfish, shellfish, and other seafood) low in n-3 fatty acids (oz. eq.)",0.7433576411366962
31,sat_fat,263,22.8,0.5,4.26,Saturated fats,Total saturated fatty acids (gm),0.6191173317893535
31,sodium,263,3258.7,70.52,578.82,Sodium,Sodium (mg),0.6016526738264144
31,ssb,263,262.96,17.33,232.58,Sugar sweetened beverages,Sugar sweetened beverages (gm),0.5954914076804675
31,veg_dg,263,0.11,0.02,0.13,Dark-green vegetables,Dark green vegetables (cup eq.),0.7952590125608643
31,veg_exc_sta,263,1.11,0.05,0.54,Vegetables excluding starchy,"Dark green vegetables (cup eq.); Other red and orange vegetables, excluding tomatoes and tomato products (cup eq.); Other vegetables not in the vegetable components listed above (cup eq.)",0.6459608026697539
31,veg_oth,263,0.55,0.04,0.25,Other vegetables,Other vegetables not in the vegetable components listed above (cup eq.),0.6445141558388667
31,veg_ro,263,0.35,0.02,0.15,Red and orange vegetables,"Other red and orange vegetables, excluding tomatoes and tomato products (cup eq.)",0.580368515252718
31,veg_sta,263,0.42,0.02,0.2,Starchy vegetables,Total starchy vegetables (white potatoes + other starchy vegetables) (cup eq.),0.6556096980517807
32,added_sugar,132,11.01,1.44,6.45,Added sugars,Foods defined as added sugars (tsp. eq.),0.7676992226735759
32,dairy_cow,132,1.12,0.14,0.5,Cow-based dairy,"Milk, yogurt, cheese, and whey (cup ep.)",0.8290223787590032
32,dairy_soy,132,0.04,0.02,0.19,Soy-based dairy,Calcium fortified soy milk (soymilk) (cup ep.),1
32,dairy_tot,132,1.13,0.14,0.5,Dairy (total),"Total milk, yogurt, cheese, and whey (cup ep.)",0.8299544716344344
32,fruit_exc_juice,132,1.03,0.17,0.77,Fruit excluding juice,"Intact fruits (whole or cut) of citrus, melons, and berries (cup eq.); Intact fruits (whole or cut); excluding citrus, melons, and berries (cup eq.)",0.892291755391593
32,fruit_juice,132,0.25,0.08,0.35,Fruit juice,"Fruit juices, citrus and non-citrus (cup eq.)",0.9292826788647424
32,fruit_tot,132,1.42,0.17,0.96,Fruits,Total intact fruits (whole or cut) and fruit juices (cup eq.),0.8980269659317593
32,gr_refined,132,5.35,0.49,1.63,Refined grains,Refined grains that do not contain all of the components of the entire grain kernel (oz. eq.),0.7427930256478521
32,gr_whole,132,1.24,0.12,0.8,Whole grains,"Grains defined as whole grains and contain the entire grain kernel ― the bran, germ, and endosperm (oz. eq.)",0.8814154067400038
32,leg_tot,132,0.74,0.12,0.64,"Beans, peas, lentils (total)","Beans and Peas (legumes) computed as protein foods (oz. eq.); Soy products, excluding calcium fortified soy milk (soymilk) and raw soybeans products (oz. eq.)",0.6680987306829388
32,oil,132,27.94,2.05,7.62,Oils,"Fats naturally present in nuts, seeds, and seafood; all unhydrogenated vegetable oils, except palm oil, palm kernel oil, and coconut oils; the fat present in avocado and olives above the allowable amount; 50% of the fat present in stick and tub margarines and margarine spreads (grams)",0.6754426793585958
32,pf_egg,132,0.58,0.07,0.54,Eggs,"Eggs (chicken, duck, goose, quail) and egg substitutes (oz. eq.)",0.7398297756560657
32,pf_ns,132,0.66,0.14,0.71,Nuts and seeds,"Peanuts, tree nuts, and seeds; excludes coconut (oz. eq.)",0.9084201993656394
32,pf_pm,132,0.87,0.11,0.52,Processed meat,"Frankfurters, sausages, corned beef, cured ham and luncheon meat that are made from beef, pork, or poultry (oz. eq.)",0.7746727961439248
32,pf_poultry,132,1.6,0.16,0.79,Unprocessed poultry,"Chicken, turkey, Cornish hens, duck, goose, quail, and pheasant (game birds); excludes organ meat and cured meat (oz. eq.)",0.728423451843398
32,pf_redm,132,1.43,0.12,0.66,Unprocessed red meat,"Beef, veal, pork, lamb, and game meat; excludes organ meat and cured meat (oz. eq.)",0.843137467975146
32,pf_redm_tot,132,2.27,0.23,0.98,Unprocessed and processed red meat,Combination of ‘uncured red meat’ and ‘cured red meat’,0.8196743944028876
32,pf_seafood,132,0.53,0.06,0.55,Seafood,"Seafood (finfish, shellfish, and other seafood) high in n-3 fatty acids (oz. eq.); Seafood (finfish, shellfish, and other seafood) low in n-3 fatty acids (oz. eq.)",0.8267188157052001
32,sat_fat,132,22.21,1.26,4.23,Saturated fats,Total saturated fatty acids (gm),0.7489003411404367
32,sodium,132,3655.72,131.99,645.04,Sodium,Sodium (mg),0.7498019972046589
32,ssb,132,336.59,46.12,290.89,Sugar sweetened beverages,Sugar sweetened beverages (gm),0.8465180962871841
32,veg_dg,132,0.17,0.03,0.19,Dark-green vegetables,Dark green vegetables (cup eq.),0.8965370933806183
32,veg_exc_sta,132,1.18,0.17,0.57,Vegetables excluding starchy,"Dark green vegetables (cup eq.); Other red and orange vegetables, excluding tomatoes and tomato products (cup eq.); Other vegetables not in the vegetable components listed above (cup eq.)",0.8173921908419784
32,veg_oth,132,0.57,0.09,0.26,Other vegetables,Other vegetables not in the vegetable components listed above (cup eq.),0.7983226093314059
32,veg_ro,132,0.42,0.03,0.17,Red and orange vegetables,"Other red and orange vegetables, excluding tomatoes and tomato products (cup eq.)",0.8041100796474532
32,veg_sta,132,0.39,0.05,0.19,Starchy vegetables,Total starchy vegetables (white potatoes + other starchy vegetables) (cup eq.),0.7891588426953294
33,added_sugar,249,15.86,0.7,8.14,Added sugars,Foods defined as added sugars (tsp. eq.),0.7606330902610204
33,dairy_cow,249,1.37,0.07,0.56,Cow-based dairy,"Milk, yogurt, cheese, and whey (cup ep.)",0.80503315409346
33,dairy_soy,249,0.03,0.02,0.13,Soy-based dairy,Calcium fortified soy milk (soymilk) (cup ep.),1
33,dairy_tot,249,1.37,0.07,0.56,Dairy (total),"Total milk, yogurt, cheese, and whey (cup ep.)",0.8057994333785673
33,fruit_exc_juice,249,0.62,0.04,0.51,Fruit excluding juice,"Intact fruits (whole or cut) of citrus, melons, and berries (cup eq.); Intact fruits (whole or cut); excluding citrus, melons, and berries (cup eq.)",0.8959447688602592
33,fruit_juice,249,0.23,0.03,0.32,Fruit juice,"Fruit juices, citrus and non-citrus (cup eq.)",0.9284158072316404
33,fruit_tot,249,0.85,0.05,0.63,Fruits,Total intact fruits (whole or cut) and fruit juices (cup eq.),0.9017131167781304
33,gr_refined,249,4.79,0.18,1.54,Refined grains,Refined grains that do not contain all of the components of the entire grain kernel (oz. eq.),0.6906533758946695
33,gr_whole,249,0.91,0.05,0.61,Whole grains,"Grains defined as whole grains and contain the entire grain kernel ― the bran, germ, and endosperm (oz. eq.)",0.8853206215851744
33,leg_tot,249,0.44,0.07,0.41,"Beans, peas, lentils (total)","Beans and Peas (legumes) computed as protein foods (oz. eq.); Soy products, excluding calcium fortified soy milk (soymilk) and raw soybeans products (oz. eq.)",0.7739013650023479
33,oil,249,29.59,1.4,7.8,Oils,"Fats naturally present in nuts, seeds, and seafood; all unhydrogenated vegetable oils, except palm oil, palm kernel oil, and coconut oils; the fat present in avocado and olives above the allowable amount; 50% of the fat present in stick and tub margarines and margarine spreads (grams)",0.6765942315381074
33,pf_egg,249,0.61,0.06,0.57,Eggs,"Eggs (chicken, duck, goose, quail) and egg substitutes (oz. eq.)",0.7918391776477579
33,pf_ns,249,0.71,0.07,0.76,Nuts and seeds,"Peanuts, tree nuts, and seeds; excludes coconut (oz. eq.)",0.8874438790207636
33,pf_pm,249,1.03,0.11,0.6,Processed meat,"Frankfurters, sausages, corned beef, cured ham and luncheon meat that are made from beef, pork, or poultry (oz. eq.)",0.6826671999583164
33,pf_poultry,249,1.48,0.1,0.74,Unprocessed poultry,"Chicken, turkey, Cornish hens, duck, goose, quail, and pheasant (game birds); excludes organ meat and cured meat (oz. eq.)",0.7302521149630036
33,pf_redm,249,1.37,0.07,0.63,Unprocessed red meat,"Beef, veal, pork, lamb, and game meat; excludes organ meat and cured meat (oz. eq.)",0.6622189909380299
33,pf_redm_tot,249,2.13,0.1,0.92,Unprocessed and processed red meat,Combination of ‘uncured red meat’ and ‘cured red meat’,0.6686731173015299
33,pf_seafood,249,0.53,0.05,0.55,Seafood,"Seafood (finfish, shellfish, and other seafood) high in n-3 fatty acids (oz. eq.); Seafood (finfish, shellfish, and other seafood) low in n-3 fatty acids (oz. eq.)",0.6373727101204022
33,sat_fat,249,28.06,0.58,4.57,Saturated fats,Total saturated fatty acids (gm),0.7150428296968651
33,sodium,249,3430.16,64.49,602.79,Sodium,Sodium (mg),0.7048460793359079
33,ssb,249,282.94,30.04,247.71,Sugar sweetened beverages,Sugar sweetened beverages (gm),0.8139115468166204
33,veg_dg,249,0.13,0.01,0.15,Dark-green vegetables,Dark green vegetables (cup eq.),0.708201844688718
33,veg_exc_sta,249,1.24,0.07,0.58,Vegetables excluding starchy,"Dark green vegetables (cup eq.); Other red and orange vegetables, excluding tomatoes and tomato products (cup eq.); Other vegetables not in the vegetable components listed above (cup eq.)",0.6640176169112193
33,veg_oth,249,0.59,0.03,0.27,Other vegetables,Other vegetables not in the vegetable components listed above (cup eq.),0.6197685707899908
33,veg_ro,249,0.41,0.03,0.17,Red and orange vegetables,"Other red and orange vegetables, excluding tomatoes and tomato products (cup eq.)",0.7176213766234657
33,veg_sta,249,0.43,0.03,0.2,Starchy vegetables,Total starchy vegetables (white potatoes + other starchy vegetables) (cup eq.),0.6857574587356311
34,added_sugar,134,19.68,0.82,9.4,Added sugars,Foods defined as added sugars (tsp. eq.),0.7424250291740725
34,dairy_cow,134,0.88,0.06,0.42,Cow-based dairy,"Milk, yogurt, cheese, and whey (cup ep.)",0.776998834682654
34,dairy_soy,134,0.07,0.04,0.31,Soy-based dairy,Calcium fortified soy milk (soymilk) (cup ep.),1
34,dairy_tot,134,0.88,0.06,0.42,Dairy (total),"Total milk, yogurt, cheese, and whey (cup ep.)",0.7781529440151379
34,fruit_exc_juice,134,0.59,0.06,0.49,Fruit excluding juice,"Intact fruits (whole or cut) of citrus, melons, and berries (cup eq.); Intact fruits (whole or cut); excluding citrus, melons, and berries (cup eq.)",0.8900687043067141
34,fruit_juice,134,0.29,0.04,0.41,Fruit juice,"Fruit juices, citrus and non-citrus (cup eq.)",0.7907054691519508
34,fruit_tot,134,0.78,0.07,0.6,Fruits,Total intact fruits (whole or cut) and fruit juices (cup eq.),0.8560936015196264
34,gr_refined,134,4.97,0.28,1.57,Refined grains,Refined grains that do not contain all of the components of the entire grain kernel (oz. eq.),0.6818939174179459
34,gr_whole,134,0.8,0.06,0.55,Whole grains,"Grains defined as whole grains and contain the entire grain kernel ― the bran, germ, and endosperm (oz. eq.)",0.8795276223837645
34,leg_tot,134,0.55,0.06,0.5,"Beans, peas, lentils (total)","Beans and Peas (legumes) computed as protein foods (oz. eq.); Soy products, excluding calcium fortified soy milk (soymilk) and raw soybeans products (oz. eq.)",0.631143419975685
34,oil,134,30.55,1.25,7.97,Oils,"Fats naturally present in nuts, seeds, and seafood; all unhydrogenated vegetable oils, except palm oil, palm kernel oil, and coconut oils; the fat present in avocado and olives above the allowable amount; 50% of the fat present in stick and tub margarines and margarine spreads (grams)",0.6415305891426567
34,pf_egg,134,0.76,0.09,0.69,Eggs,"Eggs (chicken, duck, goose, quail) and egg substitutes (oz. eq.)",0.8288714780671466
34,pf_ns,134,0.71,0.1,0.78,Nuts and seeds,"Peanuts, tree nuts, and seeds; excludes coconut (oz. eq.)",0.6531526379276559
34,pf_pm,134,0.86,0.05,0.52,Processed meat,"Frankfurters, sausages, corned beef, cured ham and luncheon meat that are made from beef, pork, or poultry (oz. eq.)",0.7835141207226827
34,pf_poultry,134,1.61,0.11,0.81,Unprocessed poultry,"Chicken, turkey, Cornish hens, duck, goose, quail, and pheasant (game birds); excludes organ meat and cured meat (oz. eq.)",0.6174996581890384
34,pf_redm,134,1.17,0.12,0.56,Unprocessed red meat,"Beef, veal, pork, lamb, and game meat; excludes organ meat and cured meat (oz. eq.)",0.7809591998137497
34,pf_redm_tot,134,1.92,0.14,0.84,Unprocessed and processed red meat,Combination of ‘uncured red meat’ and ‘cured red meat’,0.7686001799678668
34,pf_seafood,134,0.58,0.08,0.61,Seafood,"Seafood (finfish, shellfish, and other seafood) high in n-3 fatty acids (oz. eq.); Seafood (finfish, shellfish, and other seafood) low in n-3 fatty acids (oz. eq.)",0.6808421867413309
34,sat_fat,134,27.03,0.76,4.53,Saturated fats,Total saturated fatty acids (gm),0.7039806828813853
34,sodium,134,3479.22,74.03,614.02,Sodium,Sodium (mg),0.6917246933358235
34,ssb,134,251.26,17.86,225.18,Sugar sweetened beverages,Sugar sweetened beverages (gm),0.7582054609582168
34,veg_dg,134,0.21,0.03,0.23,Dark-green vegetables,Dark green vegetables (cup eq.),0.9155460386939916
34,veg_exc_sta,134,1.08,0.08,0.53,Vegetables excluding starchy,"Dark green vegetables (cup eq.); Other red and orange vegetables, excluding tomatoes and tomato products (cup eq.); Other vegetables not in the vegetable components listed above (cup eq.)",0.7704788757773179
34,veg_oth,134,0.48,0.05,0.22,Other vegetables,Other vegetables not in the vegetable components listed above (cup eq.),0.7312404952627228
34,veg_ro,134,0.29,0.02,0.12,Red and orange vegetables,"Other red and orange vegetables, excluding tomatoes and tomato products (cup eq.)",0.7075520235340332
34,veg_sta,134,0.44,0.03,0.21,Starchy vegetables,Total starchy vegetables (white potatoes + other starchy vegetables) (cup eq.),0.7890291174781725
35,added_sugar,203,12.99,1.07,7.22,Added sugars,Foods defined as added sugars (tsp. eq.),0.7589911711649953
35,dairy_cow,203,1.23,0.06,0.53,Cow-based dairy,"Milk, yogurt, cheese, and whey (cup ep.)",0.814344091546443
35,dairy_soy,203,0.03,0.01,0.14,Soy-based dairy,Calcium fortified soy milk (soymilk) (cup ep.),1
35,dairy_tot,203,1.23,0.06,0.53,Dairy (total),"Total milk, yogurt, cheese, and whey (cup ep.)",0.8145701335071458
35,fruit_exc_juice,203,0.77,0.06,0.62,Fruit excluding juice,"Intact fruits (whole or cut) of citrus, melons, and berries (cup eq.); Intact fruits (whole or cut); excluding citrus, melons, and berries (cup eq.)",0.9107957774418152
35,fruit_juice,203,0.29,0.04,0.44,Fruit juice,"Fruit juices, citrus and non-citrus (cup eq.)",0.8596121889381593
35,fruit_tot,203,1.1,0.08,0.79,Fruits,Total intact fruits (whole or cut) and fruit juices (cup eq.),0.8958406710575759
35,gr_refined,203,5.98,0.4,1.7,Refined grains,Refined grains that do not contain all of the components of the entire grain kernel (oz. eq.),0.7277165405316208
35,gr_whole,203,0.9,0.06,0.61,Whole grains,"Grains defined as whole grains and contain the entire grain kernel ― the bran, germ, and endosperm (oz. eq.)",0.9061669859058648
35,leg_tot,203,0.77,0.16,0.67,"Beans, peas, lentils (total)","Beans and Peas (legumes) computed as protein foods (oz. eq.); Soy products, excluding calcium fortified soy milk (soymilk) and raw soybeans products (oz. eq.)",0.7864521280505471
35,oil,203,27.61,1.4,7.55,Oils,"Fats naturally present in nuts, seeds, and seafood; all unhydrogenated vegetable oils, except palm oil, palm kernel oil, and coconut oils; the fat present in avocado and olives above the allowable amount; 50% of the fat present in stick and tub margarines and margarine spreads (grams)",0.6930844736803073
35,pf_egg,203,1.15,0.2,1.03,Eggs,"Eggs (chicken, duck, goose, quail) and egg substitutes (oz. eq.)",0.8622318705441335
35,pf_ns,203,0.53,0.12,0.61,Nuts and seeds,"Peanuts, tree nuts, and seeds; excludes coconut (oz. eq.)",0.816735218770387
35,pf_pm,203,0.58,0.04,0.37,Processed meat,"Frankfurters, sausages, corned beef, cured ham and luncheon meat that are made from beef, pork, or poultry (oz. eq.)",0.7708465240889089
35,pf_poultry,203,1.46,0.13,0.74,Unprocessed poultry,"Chicken, turkey, Cornish hens, duck, goose, quail, and pheasant (game birds); excludes organ meat and cured meat (oz. eq.)",0.6518076119871576
35,pf_redm,203,1.44,0.11,0.67,Unprocessed red meat,"Beef, veal, pork, lamb, and game meat; excludes organ meat and cured meat (oz. eq.)",0.586042890701611
35,pf_redm_tot,203,1.85,0.11,0.82,Unprocessed and processed red meat,Combination of ‘uncured red meat’ and ‘cured red meat’,0.6329519592376821
35,pf_seafood,203,0.62,0.07,0.65,Seafood,"Seafood (finfish, shellfish, and other seafood) high in n-3 fatty acids (oz. eq.); Seafood (finfish, shellfish, and other seafood) low in n-3 fatty acids (oz. eq.)",0.71155774448385
35,sat_fat,203,24,0.82,4.33,Saturated fats,Total saturated fatty acids (gm),0.7208089175822368
35,sodium,203,3359.17,60.39,594.26,Sodium,Sodium (mg),0.7004529861070806
35,ssb,203,216.53,17.45,200.66,Sugar sweetened beverages,Sugar sweetened beverages (gm),0.6255512674772403
35,veg_dg,203,0.11,0.02,0.13,Dark-green vegetables,Dark green vegetables (cup eq.),0.8231401787727523
35,veg_exc_sta,203,1.19,0.09,0.57,Vegetables excluding starchy,"Dark green vegetables (cup eq.); Other red and orange vegetables, excluding tomatoes and tomato products (cup eq.); Other vegetables not in the vegetable components listed above (cup eq.)",0.736897854733154
35,veg_oth,203,0.54,0.06,0.25,Other vegetables,Other vegetables not in the vegetable components listed above (cup eq.),0.7232236849214938
35,veg_ro,203,0.42,0.03,0.17,Red and orange vegetables,"Other red and orange vegetables, excluding tomatoes and tomato products (cup eq.)",0.7300503883409603
35,veg_sta,203,0.43,0.04,0.2,Starchy vegetables,Total starchy vegetables (white potatoes + other starchy vegetables) (cup eq.),0.708688330075558
36,added_sugar,89,11.47,1.23,6.62,Added sugars,Foods defined as added sugars (tsp. eq.),0.7899035324090181
36,dairy_cow,89,1.27,0.13,0.54,Cow-based dairy,"Milk, yogurt, cheese, and whey (cup ep.)",0.8560168749611712
36,dairy_soy,89,0.04,0.02,0.17,Soy-based dairy,Calcium fortified soy milk (soymilk) (cup ep.),0
36,dairy_tot,89,1.27,0.13,0.54,Dairy (total),"Total milk, yogurt, cheese, and whey (cup ep.)",0.8541143759757527
36,fruit_exc_juice,89,1.04,0.08,0.79,Fruit excluding juice,"Intact fruits (whole or cut) of citrus, melons, and berries (cup eq.); Intact fruits (whole or cut); excluding citrus, melons, and berries (cup eq.)",0.9178069402957966
36,fruit_juice,89,0.28,0.06,0.41,Fruit juice,"Fruit juices, citrus and non-citrus (cup eq.)",0.7577799603130325
36,fruit_tot,89,1.37,0.11,0.94,Fruits,Total intact fruits (whole or cut) and fruit juices (cup eq.),0.8982370605130122
36,gr_refined,89,5.34,0.35,1.62,Refined grains,Refined grains that do not contain all of the components of the entire grain kernel (oz. eq.),0.8016113117303432
36,gr_whole,89,1.07,0.13,0.71,Whole grains,"Grains defined as whole grains and contain the entire grain kernel ― the bran, germ, and endosperm (oz. eq.)",0.9401410620687646
36,leg_tot,89,0.58,0.07,0.52,"Beans, peas, lentils (total)","Beans and Peas (legumes) computed as protein foods (oz. eq.); Soy products, excluding calcium fortified soy milk (soymilk) and raw soybeans products (oz. eq.)",0.8487469372711874
36,oil,89,30.09,1.82,7.88,Oils,"Fats naturally present in nuts, seeds, and seafood; all unhydrogenated vegetable oils, except palm oil, palm kernel oil, and coconut oils; the fat present in avocado and olives above the allowable amount; 50% of the fat present in stick and tub margarines and margarine spreads (grams)",0.7492071064743537
36,pf_egg,89,0.82,0.24,0.76,Eggs,"Eggs (chicken, duck, goose, quail) and egg substitutes (oz. eq.)",0.8534417336770779
36,pf_ns,89,0.82,0.11,0.88,Nuts and seeds,"Peanuts, tree nuts, and seeds; excludes coconut (oz. eq.)",0.8608184700640451
36,pf_pm,89,0.69,0.1,0.43,Processed meat,"Frankfurters, sausages, corned beef, cured ham and luncheon meat that are made from beef, pork, or poultry (oz. eq.)",0.8577734550717825
36,pf_poultry,89,1.28,0.14,0.65,Unprocessed poultry,"Chicken, turkey, Cornish hens, duck, goose, quail, and pheasant (game birds); excludes organ meat and cured meat (oz. eq.)",0.6152090183077961
36,pf_redm,89,1.22,0.14,0.58,Unprocessed red meat,"Beef, veal, pork, lamb, and game meat; excludes organ meat and cured meat (oz. eq.)",0.914647064709977
36,pf_redm_tot,89,1.96,0.19,0.87,Unprocessed and processed red meat,Combination of ‘uncured red meat’ and ‘cured red meat’,0.9027789300739912
36,pf_seafood,89,0.43,0.07,0.45,Seafood,"Seafood (finfish, shellfish, and other seafood) high in n-3 fatty acids (oz. eq.); Seafood (finfish, shellfish, and other seafood) low in n-3 fatty acids (oz. eq.)",0.8408134622439732
36,sat_fat,89,24.89,1.39,4.38,Saturated fats,Total saturated fatty acids (gm),0.8186915731026231
36,sodium,89,3578.46,163.46,628.7,Sodium,Sodium (mg),0.7862534104893255
36,ssb,89,225.76,36.5,205.88,Sugar sweetened beverages,Sugar sweetened beverages (gm),0.8625776853871574
36,veg_dg,89,0.16,0.03,0.18,Dark-green vegetables,Dark green vegetables (cup eq.),0.7566261888418492
36,veg_exc_sta,89,1.3,0.13,0.61,Vegetables excluding starchy,"Dark green vegetables (cup eq.); Other red and orange vegetables, excluding tomatoes and tomato products (cup eq.); Other vegetables not in the vegetable components listed above (cup eq.)",0.7789299448671494
36,veg_oth,89,0.6,0.08,0.28,Other vegetables,Other vegetables not in the vegetable components listed above (cup eq.),0.7699450032464149
36,veg_ro,89,0.4,0.04,0.17,Red and orange vegetables,"Other red and orange vegetables, excluding tomatoes and tomato products (cup eq.)",0.8223534269243036
36,veg_sta,89,0.36,0.05,0.17,Starchy vegetables,Total starchy vegetables (white potatoes + other starchy vegetables) (cup eq.),0.8298051784503891
37,added_sugar,286,14.26,0.74,7.6,Added sugars,Foods defined as added sugars (tsp. eq.),0.7271090063480583
37,dairy_cow,286,1.35,0.07,0.56,Cow-based dairy,"Milk, yogurt, cheese, and whey (cup ep.)",0.7783034660005181
37,dairy_soy,286,0.06,0.03,0.3,Soy-based dairy,Calcium fortified soy milk (soymilk) (cup ep.),1
37,dairy_tot,286,1.39,0.06,0.57,Dairy (total),"Total milk, yogurt, cheese, and whey (cup ep.)",0.7840277084719851
37,fruit_exc_juice,286,0.75,0.06,0.6,Fruit excluding juice,"Intact fruits (whole or cut) of citrus, melons, and berries (cup eq.); Intact fruits (whole or cut); excluding citrus, melons, and berries (cup eq.)",0.8812684593290996
37,fruit_juice,286,0.26,0.03,0.36,Fruit juice,"Fruit juices, citrus and non-citrus (cup eq.)",0.8381837946239477
37,fruit_tot,286,1.07,0.08,0.76,Fruits,Total intact fruits (whole or cut) and fruit juices (cup eq.),0.8716493553349479
37,gr_refined,286,4.85,0.15,1.55,Refined grains,Refined grains that do not contain all of the components of the entire grain kernel (oz. eq.),0.6342851023914211
37,gr_whole,286,1.02,0.07,0.68,Whole grains,"Grains defined as whole grains and contain the entire grain kernel ― the bran, germ, and endosperm (oz. eq.)",0.9187603249982268
