subgroup,Age,Sex,Race,diseases,count,crude_se,population,Age_label,Sex_label,Race_label
29,4,2,1,ENDO,137,12,15564860,55-64,Male,NHW
30,4,2,2,ENDO,26,6,2050599,55-64,Male,NHB
31,4,2,3,ENDO,19,5,2832735,55-64,Male,HIS
32,4,2,4,ENDO,9,1,2195076,55-64,Male,OTH
33,5,1,1,ENDO,103,10,11513863,65-74,Female,NHW
34,5,1,2,ENDO,17,5,1390166,65-74,Female,NHB
35,5,1,3,ENDO,16,4,1616432,65-74,Female,HIS
36,5,1,4,ENDO,9,1,1089947,65-74,Female,OTH
37,5,2,1,ENDO,145,13,10345066,65-74,Male,NHW
38,5,2,2,ENDO,30,6,1099252,65-74,Male,NHB
39,5,2,3,ENDO,17,5,1168063,65-74,Male,HIS
40,5,2,4,ENDO,9,1,989548,65-74,Male,OTH
41,6,1,1,ENDO,176,19,9145660,75+,Female,NHW
42,6,1,2,ENDO,21,5,1249362,75+,Female,NHB
43,6,1,3,ENDO,9,2,737080,75+,Female,HIS
44,6,1,4,ENDO,9,1,689818,75+,Female,OTH
45,6,2,1,ENDO,223,21,6831819,75+,Male,NHW
46,6,2,2,ENDO,11,4,670963,75+,Male,NHB
47,6,2,3,ENDO,9,2,548525,75+,Male,HIS
48,6,2,4,ENDO,9,1,638884,75+,Male,OTH
1,1,1,1,ENDO_medBMI,74,10,18192633,20-34,Female,NHW
2,1,1,2,ENDO_medBMI,9,2,4596338,20-34,Female,NHB
3,1,1,3,ENDO_medBMI,9,2,6549965,20-34,Female,HIS
4,1,1,4,ENDO_medBMI,8,1,3878604,20-34,Female,OTH
5,1,2,1,ENDO_medBMI,63,8,19295314,20-34,Male,NHW
6,1,2,2,ENDO_medBMI,9,2,4186659,20-34,Male,NHB
7,1,2,3,ENDO_medBMI,13,4,6886181,20-34,Male,HIS
8,1,2,4,ENDO_medBMI,8,1,3785306,20-34,Male,OTH
9,2,1,1,ENDO_medBMI,50,8,10789518,35-44,Female,NHW
10,2,1,2,ENDO_medBMI,10,4,2841551,35-44,Female,NHB
11,2,1,3,ENDO_medBMI,9,2,4706043,35-44,Female,HIS
12,2,1,4,ENDO_medBMI,6,1,2705155,35-44,Female,OTH
13,2,2,1,ENDO_medBMI,66,9,10698668,35-44,Male,NHW
14,2,2,2,ENDO_medBMI,13,4,2373836,35-44,Male,NHB
15,2,2,3,ENDO_medBMI,16,4,4477083,35-44,Male,HIS
16,2,2,4,ENDO_medBMI,9,1,2268050,35-44,Male,OTH
17,3,1,1,ENDO_medBMI,44,7,12961330,45-54,Female,NHW
18,3,1,2,ENDO_medBMI,12,4,2294986,45-54,Female,NHB
19,3,1,3,ENDO_medBMI,9,2,2981376,45-54,Female,HIS
20,3,1,4,ENDO_medBMI,5,1,1908325,45-54,Female,OTH
21,3,2,1,ENDO_medBMI,92,10,10622756,45-54,Male,NHW
22,3,2,2,ENDO_medBMI,16,4,2323392,45-54,Male,NHB
23,3,2,3,ENDO_medBMI,15,4,3207152,45-54,Male,HIS
24,3,2,4,ENDO_medBMI,9,1,2807268,45-54,Male,OTH
25,4,1,1,ENDO_medBMI,77,10,16626401,55-64,Female,NHW
26,4,1,2,ENDO_medBMI,24,5,3005374,55-64,Female,NHB
27,4,1,3,ENDO_medBMI,10,4,2911586,55-64,Female,HIS
28,4,1,4,ENDO_medBMI,8,1,2629488,55-64,Female,OTH
29,4,2,1,ENDO_medBMI,137,12,15564860,55-64,Male,NHW
30,4,2,2,ENDO_medBMI,26,6,2050599,55-64,Male,NHB
31,4,2,3,ENDO_medBMI,19,5,2832735,55-64,Male,HIS
32,4,2,4,ENDO_medBMI,9,1,2195076,55-64,Male,OTH
33,5,1,1,ENDO_medBMI,103,10,11513863,65-74,Female,NHW
34,5,1,2,ENDO_medBMI,17,5,1390166,65-74,Female,NHB
35,5,1,3,ENDO_medBMI,16,4,1616432,65-74,Female,HIS
36,5,1,4,ENDO_medBMI,9,1,1089947,65-74,Female,OTH
37,5,2,1,ENDO_medBMI,145,13,10345066,65-74,Male,NHW
38,5,2,2,ENDO_medBMI,30,6,1099252,65-74,Male,NHB
39,5,2,3,ENDO_medBMI,17,5,1168063,65-74,Male,HIS
40,5,2,4,ENDO_medBMI,9,1,989548,65-74,Male,OTH
41,6,1,1,ENDO_medBMI,176,19,9145660,75+,Female,NHW
42,6,1,2,ENDO_medBMI,21,5,1249362,75+,Female,NHB
43,6,1,3,ENDO_medBMI,9,2,737080,75+,Female,HIS
44,6,1,4,ENDO_medBMI,9,1,689818,75+,Female,OTH
45,6,2,1,ENDO_medBMI,223,21,6831819,75+,Male,NHW
46,6,2,2,ENDO_medBMI,11,4,670963,75+,Male,NHB
47,6,2,3,ENDO_medBMI,9,2,548525,75+,Male,HIS
48,6,2,4,ENDO_medBMI,9,1,638884,75+,Male,OTH
1,1,1,1,ENDO_medSBP,74,10,18192633,20-34,Female,NHW
2,1,1,2,ENDO_medSBP,9,2,4596338,20-34,Female,NHB
3,1,1,3,ENDO_medSBP,9,2,6549965,20-34,Female,HIS
4,1,1,4,ENDO_medSBP,8,1,3878604,20-34,Female,OTH
5,1,2,1,ENDO_medSBP,63,8,19295314,20-34,Male,NHW
6,1,2,2,ENDO_medSBP,9,2,4186659,20-34,Male,NHB
7,1,2,3,ENDO_medSBP,13,4,6886181,20-34,Male,HIS
8,1,2,4,ENDO_medSBP,8,1,3785306,20-34,Male,OTH
9,2,1,1,ENDO_medSBP,50,8,10789518,35-44,Female,NHW
10,2,1,2,ENDO_medSBP,10,4,2841551,35-44,Female,NHB
11,2,1,3,ENDO_medSBP,9,2,4706043,35-44,Female,HIS
12,2,1,4,ENDO_medSBP,6,1,2705155,35-44,Female,OTH
13,2,2,1,ENDO_medSBP,66,9,10698668,35-44,Male,NHW
14,2,2,2,ENDO_medSBP,13,4,2373836,35-44,Male,NHB
15,2,2,3,ENDO_medSBP,16,4,4477083,35-44,Male,HIS
16,2,2,4,ENDO_medSBP,9,1,2268050,35-44,Male,OTH
17,3,1,1,ENDO_medSBP,44,7,12961330,45-54,Female,NHW
18,3,1,2,ENDO_medSBP,12,4,2294986,45-54,Female,NHB
19,3,1,3,ENDO_medSBP,9,2,2981376,45-54,Female,HIS
20,3,1,4,ENDO_medSBP,5,1,1908325,45-54,Female,OTH
21,3,2,1,ENDO_medSBP,92,10,10622756,45-54,Male,NHW
22,3,2,2,ENDO_medSBP,16,4,2323392,45-54,Male,NHB
23,3,2,3,ENDO_medSBP,15,4,3207152,45-54,Male,HIS
24,3,2,4,ENDO_medSBP,9,1,2807268,45-54,Male,OTH
25,4,1,1,ENDO_medSBP,77,10,16626401,55-64,Female,NHW
26,4,1,2,ENDO_medSBP,24,5,3005374,55-64,Female,NHB
27,4,1,3,ENDO_medSBP,10,4,2911586,55-64,Female,HIS
28,4,1,4,ENDO_medSBP,8,1,2629488,55-64,Female,OTH
29,4,2,1,ENDO_medSBP,137,12,15564860,55-64,Male,NHW
30,4,2,2,ENDO_medSBP,26,6,2050599,55-64,Male,NHB
31,4,2,3,ENDO_medSBP,19,5,2832735,55-64,Male,HIS
32,4,2,4,ENDO_medSBP,9,1,2195076,55-64,Male,OTH
33,5,1,1,ENDO_medSBP,103,10,11513863,65-74,Female,NHW
34,5,1,2,ENDO_medSBP,17,5,1390166,65-74,Female,NHB
35,5,1,3,ENDO_medSBP,16,4,1616432,65-74,Female,HIS
36,5,1,4,ENDO_medSBP,9,1,1089947,65-74,Female,OTH
37,5,2,1,ENDO_medSBP,145,13,10345066,65-74,Male,NHW
38,5,2,2,ENDO_medSBP,30,6,1099252,65-74,Male,NHB
39,5,2,3,ENDO_medSBP,17,5,1168063,65-74,Male,HIS
40,5,2,4,ENDO_medSBP,9,1,989548,65-74,Male,OTH
41,6,1,1,ENDO_medSBP,176,19,9145660,75+,Female,NHW
42,6,1,2,ENDO_medSBP,21,5,1249362,75+,Female,NHB
43,6,1,3,ENDO_medSBP,9,2,737080,75+,Female,HIS
44,6,1,4,ENDO_medSBP,9,1,689818,75+,Female,OTH
45,6,2,1,ENDO_medSBP,223,21,6831819,75+,Male,NHW
46,6,2,2,ENDO_medSBP,11,4,670963,75+,Male,NHB
47,6,2,3,ENDO_medSBP,9,2,548525,75+,Male,HIS
48,6,2,4,ENDO_medSBP,9,1,638884,75+,Male,OTH
1,1,1,1,GC,0,0,18192633,20-34,Female,NHW
2,1,1,2,GC,4,5,4596338,20-34,Female,NHB
3,1,1,3,GC,3,3,6549965,20-34,Female,HIS
4,1,1,4,GC,4,4,3878604,20-34,Female,OTH
5,1,2,1,GC,5,4,19295314,20-34,Male,NHW
6,1,2,2,GC,0,0,4186659,20-34,Male,NHB
7,1,2,3,GC,0,0,6886181,20-34,Male,HIS
8,1,2,4,GC,0,0,3785306,20-34,Male,OTH
9,2,1,1,GC,21,9,10789518,35-44,Female,NHW
10,2,1,2,GC,13,8,2841551,35-44,Female,NHB
11,2,1,3,GC,35,11,4706043,35-44,Female,HIS
12,2,1,4,GC,20,8,2705155,35-44,Female,OTH
13,2,2,1,GC,20,9,10698668,35-44,Male,NHW
14,2,2,2,GC,0,0,2373836,35-44,Male,NHB
15,2,2,3,GC,6,5,4477083,35-44,Male,HIS
16,2,2,4,GC,7,5,2268050,35-44,Male,OTH
17,3,1,1,GC,107,23,12961330,45-54,Female,NHW
18,3,1,2,GC,42,12,2294986,45-54,Female,NHB
19,3,1,3,GC,71,13,2981376,45-54,Female,HIS
20,3,1,4,GC,13,6,1908325,45-54,Female,OTH
21,3,2,1,GC,33,11,10622756,45-54,Male,NHW
22,3,2,2,GC,16,8,2323392,45-54,Male,NHB
23,3,2,3,GC,48,11,3207152,45-54,Male,HIS
24,3,2,4,GC,34,12,2807268,45-54,Male,OTH
25,4,1,1,GC,287,39,16626401,55-64,Female,NHW
26,4,1,2,GC,131,26,3005374,55-64,Female,NHB
27,4,1,3,GC,139,21,2911586,55-64,Female,HIS
28,4,1,4,GC,75,18,2629488,55-64,Female,OTH
29,4,2,1,GC,115,24,15564860,55-64,Male,NHW
30,4,2,2,GC,46,14,2050599,55-64,Male,NHB
31,4,2,3,GC,42,12,2832735,55-64,Male,HIS
32,4,2,4,GC,32,11,2195076,55-64,Male,OTH
33,5,1,1,GC,500,47,11513863,65-74,Female,NHW
34,5,1,2,GC,93,19,1390166,65-74,Female,NHB
35,5,1,3,GC,172,24,1616432,65-74,Female,HIS
36,5,1,4,GC,72,13,1089947,65-74,Female,OTH
37,5,2,1,GC,233,33,10345066,65-74,Male,NHW
38,5,2,2,GC,71,17,1099252,65-74,Male,NHB
39,5,2,3,GC,64,14,1168063,65-74,Male,HIS
40,5,2,4,GC,58,13,989548,65-74,Male,OTH
41,6,1,1,GC,757,57,9145660,75+,Female,NHW
42,6,1,2,GC,116,24,1249362,75+,Female,NHB
43,6,1,3,GC,91,14,737080,75+,Female,HIS
44,6,1,4,GC,73,12,689818,75+,Female,OTH
45,6,2,1,GC,380,41,6831819,75+,Male,NHW
46,6,2,2,GC,36,13,670963,75+,Male,NHB
47,6,2,3,GC,63,12,548525,75+,Male,HIS
48,6,2,4,GC,34,10,638884,75+,Male,OTH
1,1,1,1,HHD,59,8,18192633,20-34,Female,NHW
2,1,1,2,HHD,84,10,4596338,20-34,Female,NHB
3,1,1,3,HHD,12,4,6549965,20-34,Female,HIS
4,1,1,4,HHD,9,2,3878604,20-34,Female,OTH
5,1,2,1,HHD,179,14,19295314,20-34,Male,NHW
6,1,2,2,HHD,154,13,4186659,20-34,Male,NHB
7,1,2,3,HHD,58,8,6886181,20-34,Male,HIS
8,1,2,4,HHD,24,5,3785306,20-34,Male,OTH
9,2,1,1,HHD,232,16,10789518,35-44,Female,NHW
10,2,1,2,HHD,224,16,2841551,35-44,Female,NHB
11,2,1,3,HHD,46,7,4706043,35-44,Female,HIS
12,2,1,4,HHD,17,5,2705155,35-44,Female,OTH
13,2,2,1,HHD,582,24,10698668,35-44,Male,NHW
14,2,2,2,HHD,423,21,2373836,35-44,Male,NHB
15,2,2,3,HHD,165,13,4477083,35-44,Male,HIS
16,2,2,4,HHD,53,8,2268050,35-44,Male,OTH
17,3,1,1,HHD,685,27,12961330,45-54,Female,NHW
18,3,1,2,HHD,504,23,2294986,45-54,Female,NHB
19,3,1,3,HHD,91,10,2981376,45-54,Female,HIS
20,3,1,4,HHD,37,7,1908325,45-54,Female,OTH
21,3,2,1,HHD,1729,42,10622756,45-54,Male,NHW
22,3,2,2,HHD,870,30,2323392,45-54,Male,NHB
23,3,2,3,HHD,303,18,3207152,45-54,Male,HIS
24,3,2,4,HHD,101,11,2807268,45-54,Male,OTH
25,4,1,1,HHD,1573,40,16626401,55-64,Female,NHW
26,4,1,2,HHD,927,31,3005374,55-64,Female,NHB
27,4,1,3,HHD,147,13,2911586,55-64,Female,HIS
28,4,1,4,HHD,65,9,2629488,55-64,Female,OTH
29,4,2,1,HHD,3463,59,15564860,55-64,Male,NHW
30,4,2,2,HHD,1520,39,2050599,55-64,Male,NHB
31,4,2,3,HHD,396,20,2832735,55-64,Male,HIS
32,4,2,4,HHD,166,13,2195076,55-64,Male,OTH
33,5,1,1,HHD,2097,47,11513863,65-74,Female,NHW
34,5,1,2,HHD,808,29,1390166,65-74,Female,NHB
35,5,1,3,HHD,211,15,1616432,65-74,Female,HIS
36,5,1,4,HHD,97,10,1089947,65-74,Female,OTH
37,5,2,1,HHD,3578,61,10345066,65-74,Male,NHW
38,5,2,2,HHD,1215,35,1099252,65-74,Male,NHB
39,5,2,3,HHD,328,19,1168063,65-74,Male,HIS
40,5,2,4,HHD,130,12,989548,65-74,Male,OTH
41,6,1,1,HHD,13938,161,9145660,75+,Female,NHW
42,6,1,2,HHD,1953,63,1249362,75+,Female,NHB
43,6,1,3,HHD,1100,46,737080,75+,Female,HIS
44,6,1,4,HHD,566,33,689818,75+,Female,OTH
45,6,2,1,HHD,8016,127,6831819,75+,Male,NHW
46,6,2,2,HHD,1217,49,670963,75+,Male,NHB
47,6,2,3,HHD,767,40,548525,75+,Male,HIS
48,6,2,4,HHD,338,26,638884,75+,Male,OTH
1,1,1,1,HHD_medBMI,59,8,18192633,20-34,Female,NHW
2,1,1,2,HHD_medBMI,84,10,4596338,20-34,Female,NHB
3,1,1,3,HHD_medBMI,12,4,6549965,20-34,Female,HIS
4,1,1,4,HHD_medBMI,9,2,3878604,20-34,Female,OTH
5,1,2,1,HHD_medBMI,179,14,19295314,20-34,Male,NHW
6,1,2,2,HHD_medBMI,154,13,4186659,20-34,Male,NHB
7,1,2,3,HHD_medBMI,58,8,6886181,20-34,Male,HIS
8,1,2,4,HHD_medBMI,24,5,3785306,20-34,Male,OTH
9,2,1,1,HHD_medBMI,232,16,10789518,35-44,Female,NHW
10,2,1,2,HHD_medBMI,224,16,2841551,35-44,Female,NHB
11,2,1,3,HHD_medBMI,46,7,4706043,35-44,Female,HIS
12,2,1,4,HHD_medBMI,17,5,2705155,35-44,Female,OTH
13,2,2,1,HHD_medBMI,582,24,10698668,35-44,Male,NHW
14,2,2,2,HHD_medBMI,423,21,2373836,35-44,Male,NHB
15,2,2,3,HHD_medBMI,165,13,4477083,35-44,Male,HIS
16,2,2,4,HHD_medBMI,53,8,2268050,35-44,Male,OTH
17,3,1,1,HHD_medBMI,685,27,12961330,45-54,Female,NHW
18,3,1,2,HHD_medBMI,504,23,2294986,45-54,Female,NHB
19,3,1,3,HHD_medBMI,91,10,2981376,45-54,Female,HIS
20,3,1,4,HHD_medBMI,37,7,1908325,45-54,Female,OTH
21,3,2,1,HHD_medBMI,1729,42,10622756,45-54,Male,NHW
22,3,2,2,HHD_medBMI,870,30,2323392,45-54,Male,NHB
23,3,2,3,HHD_medBMI,303,18,3207152,45-54,Male,HIS
24,3,2,4,HHD_medBMI,101,11,2807268,45-54,Male,OTH
25,4,1,1,HHD_medBMI,1573,40,16626401,55-64,Female,NHW
26,4,1,2,HHD_medBMI,927,31,3005374,55-64,Female,NHB
27,4,1,3,HHD_medBMI,147,13,2911586,55-64,Female,HIS
28,4,1,4,HHD_medBMI,65,9,2629488,55-64,Female,OTH
29,4,2,1,HHD_medBMI,3463,59,15564860,55-64,Male,NHW
30,4,2,2,HHD_medBMI,1520,39,2050599,55-64,Male,NHB
31,4,2,3,HHD_medBMI,396,20,2832735,55-64,Male,HIS
32,4,2,4,HHD_medBMI,166,13,2195076,55-64,Male,OTH
33,5,1,1,HHD_medBMI,2097,47,11513863,65-74,Female,NHW
34,5,1,2,HHD_medBMI,808,29,1390166,65-74,Female,NHB
35,5,1,3,HHD_medBMI,211,15,1616432,65-74,Female,HIS
36,5,1,4,HHD_medBMI,97,10,1089947,65-74,Female,OTH
37,5,2,1,HHD_medBMI,3578,61,10345066,65-74,Male,NHW
38,5,2,2,HHD_medBMI,1215,35,1099252,65-74,Male,NHB
39,5,2,3,HHD_medBMI,328,19,1168063,65-74,Male,HIS
40,5,2,4,HHD_medBMI,130,12,989548,65-74,Male,OTH
41,6,1,1,HHD_medBMI,13938,161,9145660,75+,Female,NHW
42,6,1,2,HHD_medBMI,1953,63,1249362,75+,Female,NHB
43,6,1,3,HHD_medBMI,1100,46,737080,75+,Female,HIS
44,6,1,4,HHD_medBMI,566,33,689818,75+,Female,OTH
45,6,2,1,HHD_medBMI,8016,127,6831819,75+,Male,NHW
46,6,2,2,HHD_medBMI,1217,49,670963,75+,Male,NHB
47,6,2,3,HHD_medBMI,767,40,548525,75+,Male,HIS
48,6,2,4,HHD_medBMI,338,26,638884,75+,Male,OTH
1,1,1,1,HHD_medSBP,59,8,18192633,20-34,Female,NHW
2,1,1,2,HHD_medSBP,84,10,4596338,20-34,Female,NHB
3,1,1,3,HHD_medSBP,12,4,6549965,20-34,Female,HIS
4,1,1,4,HHD_medSBP,9,2,3878604,20-34,Female,OTH
5,1,2,1,HHD_medSBP,179,14,19295314,20-34,Male,NHW
6,1,2,2,HHD_medSBP,154,13,4186659,20-34,Male,NHB
7,1,2,3,HHD_medSBP,58,8,6886181,20-34,Male,HIS
8,1,2,4,HHD_medSBP,24,5,3785306,20-34,Male,OTH
9,2,1,1,HHD_medSBP,232,16,10789518,35-44,Female,NHW
10,2,1,2,HHD_medSBP,224,16,2841551,35-44,Female,NHB
11,2,1,3,HHD_medSBP,46,7,4706043,35-44,Female,HIS
12,2,1,4,HHD_medSBP,17,5,2705155,35-44,Female,OTH
13,2,2,1,HHD_medSBP,582,24,10698668,35-44,Male,NHW
14,2,2,2,HHD_medSBP,423,21,2373836,35-44,Male,NHB
15,2,2,3,HHD_medSBP,165,13,4477083,35-44,Male,HIS
16,2,2,4,HHD_medSBP,53,8,2268050,35-44,Male,OTH
17,3,1,1,HHD_medSBP,685,27,12961330,45-54,Female,NHW
18,3,1,2,HHD_medSBP,504,23,2294986,45-54,Female,NHB
19,3,1,3,HHD_medSBP,91,10,2981376,45-54,Female,HIS
20,3,1,4,HHD_medSBP,37,7,1908325,45-54,Female,OTH
21,3,2,1,HHD_medSBP,1729,42,10622756,45-54,Male,NHW
22,3,2,2,HHD_medSBP,870,30,2323392,45-54,Male,NHB
23,3,2,3,HHD_medSBP,303,18,3207152,45-54,Male,HIS
24,3,2,4,HHD_medSBP,101,11,2807268,45-54,Male,OTH
25,4,1,1,HHD_medSBP,1573,40,16626401,55-64,Female,NHW
26,4,1,2,HHD_medSBP,927,31,3005374,55-64,Female,NHB
27,4,1,3,HHD_medSBP,147,13,2911586,55-64,Female,HIS
28,4,1,4,HHD_medSBP,65,9,2629488,55-64,Female,OTH
29,4,2,1,HHD_medSBP,3463,59,15564860,55-64,Male,NHW
30,4,2,2,HHD_medSBP,1520,39,2050599,55-64,Male,NHB
31,4,2,3,HHD_medSBP,396,20,2832735,55-64,Male,HIS
32,4,2,4,HHD_medSBP,166,13,2195076,55-64,Male,OTH
33,5,1,1,HHD_medSBP,2097,47,11513863,65-74,Female,NHW
34,5,1,2,HHD_medSBP,808,29,1390166,65-74,Female,NHB
35,5,1,3,HHD_medSBP,211,15,1616432,65-74,Female,HIS
36,5,1,4,HHD_medSBP,97,10,1089947,65-74,Female,OTH
37,5,2,1,HHD_medSBP,3578,61,10345066,65-74,Male,NHW
38,5,2,2,HHD_medSBP,1215,35,1099252,65-74,Male,NHB
39,5,2,3,HHD_medSBP,328,19,1168063,65-74,Male,HIS
40,5,2,4,HHD_medSBP,130,12,989548,65-74,Male,OTH
41,6,1,1,HHD_medSBP,13938,161,9145660,75+,Female,NHW
42,6,1,2,HHD_medSBP,1953,63,1249362,75+,Female,NHB
43,6,1,3,HHD_medSBP,1100,46,737080,75+,Female,HIS
44,6,1,4,HHD_medSBP,566,33,689818,75+,Female,OTH
45,6,2,1,HHD_medSBP,8016,127,6831819,75+,Male,NHW
46,6,2,2,HHD_medSBP,1217,49,670963,75+,Male,NHB
47,6,2,3,HHD_medSBP,767,40,548525,75+,Male,HIS
48,6,2,4,HHD_medSBP,338,26,638884,75+,Male,OTH
1,1,1,1,HSTK,36,6,18192633,20-34,Female,NHW
2,1,1,2,HSTK,38,7,4596338,20-34,Female,NHB
3,1,1,3,HSTK,29,6,6549965,20-34,Female,HIS
4,1,1,4,HSTK,9,1,3878604,20-34,Female,OTH
5,1,2,1,HSTK,75,10,19295314,20-34,Male,NHW
6,1,2,2,HSTK,35,6,4186659,20-34,Male,NHB
7,1,2,3,HSTK,47,7,6886181,20-34,Male,HIS
8,1,2,4,HSTK,9,2,3785306,20-34,Male,OTH
9,2,1,1,HSTK,229,16,10789518,35-44,Female,NHW
10,2,1,2,HSTK,125,12,2841551,35-44,Female,NHB
11,2,1,3,HSTK,76,9,4706043,35-44,Female,HIS
12,2,1,4,HSTK,38,7,2705155,35-44,Female,OTH
13,2,2,1,HSTK,241,16,10698668,35-44,Male,NHW
14,2,2,2,HSTK,150,13,2373836,35-44,Male,NHB
15,2,2,3,HSTK,144,12,4477083,35-44,Male,HIS
16,2,2,4,HSTK,56,8,2268050,35-44,Male,OTH
17,3,1,1,HSTK,645,25,12961330,45-54,Female,NHW
18,3,1,2,HSTK,312,18,2294986,45-54,Female,NHB
19,3,1,3,HSTK,176,14,2981376,45-54,Female,HIS
20,3,1,4,HSTK,90,10,1908325,45-54,Female,OTH
21,3,2,1,HSTK,714,27,10622756,45-54,Male,NHW
22,3,2,2,HSTK,377,20,2323392,45-54,Male,NHB
23,3,2,3,HSTK,329,19,3207152,45-54,Male,HIS
24,3,2,4,HSTK,130,12,2807268,45-54,Male,OTH
25,4,1,1,HSTK,1402,39,16626401,55-64,Female,NHW
26,4,1,2,HSTK,498,23,3005374,55-64,Female,NHB
27,4,1,3,HSTK,216,15,2911586,55-64,Female,HIS
28,4,1,4,HSTK,150,13,2629488,55-64,Female,OTH
29,4,2,1,HSTK,1550,40,15564860,55-64,Male,NHW
30,4,2,2,HSTK,585,25,2050599,55-64,Male,NHB
31,4,2,3,HSTK,367,20,2832735,55-64,Male,HIS
32,4,2,4,HSTK,175,14,2195076,55-64,Male,OTH
33,5,1,1,HSTK,2276,48,11513863,65-74,Female,NHW
34,5,1,2,HSTK,507,23,1390166,65-74,Female,NHB
35,5,1,3,HSTK,278,17,1616432,65-74,Female,HIS
36,5,1,4,HSTK,245,16,1089947,65-74,Female,OTH
37,5,2,1,HSTK,2533,51,10345066,65-74,Male,NHW
38,5,2,2,HSTK,510,23,1099252,65-74,Male,NHB
39,5,2,3,HSTK,266,17,1168063,65-74,Male,HIS
40,5,2,4,HSTK,193,14,989548,65-74,Male,OTH
41,6,1,1,HSTK,8575,131,9145660,75+,Female,NHW
42,6,1,2,HSTK,998,45,1249362,75+,Female,NHB
43,6,1,3,HSTK,708,38,737080,75+,Female,HIS
44,6,1,4,HSTK,579,35,689818,75+,Female,OTH
45,6,2,1,HSTK,6117,111,6831819,75+,Male,NHW
46,6,2,2,HSTK,556,33,670963,75+,Male,NHB
47,6,2,3,HSTK,463,31,548525,75+,Male,HIS
48,6,2,4,HSTK,399,29,638884,75+,Male,OTH
1,1,1,1,HSTK_medBMI,36,6,18192633,20-34,Female,NHW
2,1,1,2,HSTK_medBMI,38,7,4596338,20-34,Female,NHB
3,1,1,3,HSTK_medBMI,29,6,6549965,20-34,Female,HIS
4,1,1,4,HSTK_medBMI,9,1,3878604,20-34,Female,OTH
5,1,2,1,HSTK_medBMI,75,10,19295314,20-34,Male,NHW
6,1,2,2,HSTK_medBMI,35,6,4186659,20-34,Male,NHB
7,1,2,3,HSTK_medBMI,47,7,6886181,20-34,Male,HIS
8,1,2,4,HSTK_medBMI,9,2,3785306,20-34,Male,OTH
9,2,1,1,HSTK_medBMI,229,16,10789518,35-44,Female,NHW
10,2,1,2,HSTK_medBMI,125,12,2841551,35-44,Female,NHB
11,2,1,3,HSTK_medBMI,76,9,4706043,35-44,Female,HIS
12,2,1,4,HSTK_medBMI,38,7,2705155,35-44,Female,OTH
13,2,2,1,HSTK_medBMI,241,16,10698668,35-44,Male,NHW
14,2,2,2,HSTK_medBMI,150,13,2373836,35-44,Male,NHB
15,2,2,3,HSTK_medBMI,144,12,4477083,35-44,Male,HIS
16,2,2,4,HSTK_medBMI,56,8,2268050,35-44,Male,OTH
17,3,1,1,HSTK_medBMI,645,25,12961330,45-54,Female,NHW
18,3,1,2,HSTK_medBMI,312,18,2294986,45-54,Female,NHB
19,3,1,3,HSTK_medBMI,176,14,2981376,45-54,Female,HIS
20,3,1,4,HSTK_medBMI,90,10,1908325,45-54,Female,OTH
21,3,2,1,HSTK_medBMI,714,27,10622756,45-54,Male,NHW
22,3,2,2,HSTK_medBMI,377,20,2323392,45-54,Male,NHB
23,3,2,3,HSTK_medBMI,329,19,3207152,45-54,Male,HIS
24,3,2,4,HSTK_medBMI,130,12,2807268,45-54,Male,OTH
25,4,1,1,HSTK_medBMI,1402,39,16626401,55-64,Female,NHW
26,4,1,2,HSTK_medBMI,498,23,3005374,55-64,Female,NHB
27,4,1,3,HSTK_medBMI,216,15,2911586,55-64,Female,HIS
28,4,1,4,HSTK_medBMI,150,13,2629488,55-64,Female,OTH
29,4,2,1,HSTK_medBMI,1550,40,15564860,55-64,Male,NHW
30,4,2,2,HSTK_medBMI,585,25,2050599,55-64,Male,NHB
31,4,2,3,HSTK_medBMI,367,20,2832735,55-64,Male,HIS
32,4,2,4,HSTK_medBMI,175,14,2195076,55-64,Male,OTH
33,5,1,1,HSTK_medBMI,2276,48,11513863,65-74,Female,NHW
34,5,1,2,HSTK_medBMI,507,23,1390166,65-74,Female,NHB
35,5,1,3,HSTK_medBMI,278,17,1616432,65-74,Female,HIS
36,5,1,4,HSTK_medBMI,245,16,1089947,65-74,Female,OTH
37,5,2,1,HSTK_medBMI,2533,51,10345066,65-74,Male,NHW
38,5,2,2,HSTK_medBMI,510,23,1099252,65-74,Male,NHB
39,5,2,3,HSTK_medBMI,266,17,1168063,65-74,Male,HIS
40,5,2,4,HSTK_medBMI,193,14,989548,65-74,Male,OTH
41,6,1,1,HSTK_medBMI,8575,131,9145660,75+,Female,NHW
42,6,1,2,HSTK_medBMI,998,45,1249362,75+,Female,NHB
43,6,1,3,HSTK_medBMI,708,38,737080,75+,Female,HIS
44,6,1,4,HSTK_medBMI,579,35,689818,75+,Female,OTH
45,6,2,1,HSTK_medBMI,6117,111,6831819,75+,Male,NHW
46,6,2,2,HSTK_medBMI,556,33,670963,75+,Male,NHB
47,6,2,3,HSTK_medBMI,463,31,548525,75+,Male,HIS
48,6,2,4,HSTK_medBMI,399,29,638884,75+,Male,OTH
1,1,1,1,HSTK_medSBP,36,6,18192633,20-34,Female,NHW
2,1,1,2,HSTK_medSBP,38,7,4596338,20-34,Female,NHB
3,1,1,3,HSTK_medSBP,29,6,6549965,20-34,Female,HIS
