subgroup,Age,Sex,Race,diseases,count,crude_se,population,Age_label,Sex_label,Race_label
29,4,2,1,ENDO,137,0,15564860,55-64,Male,NHW
30,4,2,2,ENDO,26,0,2050599,55-64,Male,NHB
31,4,2,3,ENDO,19,0,2832735,55-64,Male,HIS
32,4,2,4,ENDO,9,0,2195076,55-64,Male,OTH
33,5,1,1,ENDO,103,0,11513863,65-74,Female,NHW
34,5,1,2,ENDO,17,0,1390166,65-74,Female,NHB
35,5,1,3,ENDO,16,0,1616432,65-74,Female,HIS
36,5,1,4,ENDO,9,0,1089947,65-74,Female,OTH
37,5,2,1,ENDO,145,0,10345066,65-74,Male,NHW
38,5,2,2,ENDO,30,0,1099252,65-74,Male,NHB
39,5,2,3,ENDO,17,0,1168063,65-74,Male,HIS
40,5,2,4,ENDO,9,0,989548,65-74,Male,OTH
41,6,1,1,ENDO,176,0,9145660,75+,Female,NHW
42,6,1,2,ENDO,21,0,1249362,75+,Female,NHB
43,6,1,3,ENDO,9,0,737080,75+,Female,HIS
44,6,1,4,ENDO,9,0,689818,75+,Female,OTH
45,6,2,1,ENDO,223,0,6831819,75+,Male,NHW
46,6,2,2,ENDO,11,0,670963,75+,Male,NHB
47,6,2,3,ENDO,9,0,548525,75+,Male,HIS
48,6,2,4,ENDO,9,0,638884,75+,Male,OTH
1,1,1,1,ENDO_medBMI,74,0,18192633,20-34,Female,NHW
2,1,1,2,ENDO_medBMI,9,0,4596338,20-34,Female,NHB
3,1,1,3,ENDO_medBMI,9,0,6549965,20-34,Female,HIS
4,1,1,4,ENDO_medBMI,8,0,3878604,20-34,Female,OTH
5,1,2,1,ENDO_medBMI,63,0,19295314,20-34,Male,NHW
6,1,2,2,ENDO_medBMI,9,0,4186659,20-34,Male,NHB
7,1,2,3,ENDO_medBMI,13,0,6886181,20-34,Male,HIS
8,1,2,4,ENDO_medBMI,8,0,3785306,20-34,Male,OTH
9,2,1,1,ENDO_medBMI,50,0,10789518,35-44,Female,NHW
10,2,1,2,ENDO_medBMI,10,0,2841551,35-44,Female,NHB
11,2,1,3,ENDO_medBMI,9,0,4706043,35-44,Female,HIS
12,2,1,4,ENDO_medBMI,6,0,2705155,35-44,Female,OTH
13,2,2,1,ENDO_medBMI,66,0,10698668,35-44,Male,NHW
14,2,2,2,ENDO_medBMI,13,0,2373836,35-44,Male,NHB
15,2,2,3,ENDO_medBMI,16,0,4477083,35-44,Male,HIS
16,2,2,4,ENDO_medBMI,9,0,2268050,35-44,Male,OTH
17,3,1,1,ENDO_medBMI,44,0,12961330,45-54,Female,NHW
18,3,1,2,ENDO_medBMI,12,0,2294986,45-54,Female,NHB
19,3,1,3,ENDO_medBMI,9,0,2981376,45-54,Female,HIS
20,3,1,4,ENDO_medBMI,5,0,1908325,45-54,Female,OTH
21,3,2,1,ENDO_medBMI,92,0,10622756,45-54,Male,NHW
22,3,2,2,ENDO_medBMI,16,0,2323392,45-54,Male,NHB
23,3,2,3,ENDO_medBMI,15,0,3207152,45-54,Male,HIS
24,3,2,4,ENDO_medBMI,9,0,2807268,45-54,Male,OTH
25,4,1,1,ENDO_medBMI,77,0,16626401,55-64,Female,NHW
26,4,1,2,ENDO_medBMI,24,0,3005374,55-64,Female,NHB
27,4,1,3,ENDO_medBMI,10,0,2911586,55-64,Female,HIS
28,4,1,4,ENDO_medBMI,8,0,2629488,55-64,Female,OTH
29,4,2,1,ENDO_medBMI,137,0,15564860,55-64,Male,NHW
30,4,2,2,ENDO_medBMI,26,0,2050599,55-64,Male,NHB
31,4,2,3,ENDO_medBMI,19,0,2832735,55-64,Male,HIS
32,4,2,4,ENDO_medBMI,9,0,2195076,55-64,Male,OTH
33,5,1,1,ENDO_medBMI,103,0,11513863,65-74,Female,NHW
34,5,1,2,ENDO_medBMI,17,0,1390166,65-74,Female,NHB
35,5,1,3,ENDO_medBMI,16,0,1616432,65-74,Female,HIS
36,5,1,4,ENDO_medBMI,9,0,1089947,65-74,Female,OTH
37,5,2,1,ENDO_medBMI,145,0,10345066,65-74,Male,NHW
38,5,2,2,ENDO_medBMI,30,0,1099252,65-74,Male,NHB
39,5,2,3,ENDO_medBMI,17,0,1168063,65-74,Male,HIS
40,5,2,4,ENDO_medBMI,9,0,989548,65-74,Male,OTH
41,6,1,1,ENDO_medBMI,176,0,9145660,75+,Female,NHW
42,6,1,2,ENDO_medBMI,21,0,1249362,75+,Female,NHB
43,6,1,3,ENDO_medBMI,9,0,737080,75+,Female,HIS
44,6,1,4,ENDO_medBMI,9,0,689818,75+,Female,OTH
45,6,2,1,ENDO_medBMI,223,0,6831819,75+,Male,NHW
46,6,2,2,ENDO_medBMI,11,0,670963,75+,Male,NHB
47,6,2,3,ENDO_medBMI,9,0,548525,75+,Male,HIS
48,6,2,4,ENDO_medBMI,9,0,638884,75+,Male,OTH
1,1,1,1,ENDO_medSBP,74,0,18192633,20-34,Female,NHW
2,1,1,2,ENDO_medSBP,9,0,4596338,20-34,Female,NHB
3,1,1,3,ENDO_medSBP,9,0,6549965,20-34,Female,HIS
4,1,1,4,ENDO_medSBP,8,0,3878604,20-34,Female,OTH
5,1,2,1,ENDO_medSBP,63,0,19295314,20-34,Male,NHW
6,1,2,2,ENDO_medSBP,9,0,4186659,20-34,Male,NHB
7,1,2,3,ENDO_medSBP,13,0,6886181,20-34,Male,HIS
8,1,2,4,ENDO_medSBP,8,0,3785306,20-34,Male,OTH
9,2,1,1,ENDO_medSBP,50,0,10789518,35-44,Female,NHW
10,2,1,2,ENDO_medSBP,10,0,2841551,35-44,Female,NHB
11,2,1,3,ENDO_medSBP,9,0,4706043,35-44,Female,HIS
12,2,1,4,ENDO_medSBP,6,0,2705155,35-44,Female,OTH
13,2,2,1,ENDO_medSBP,66,0,10698668,35-44,Male,NHW
14,2,2,2,ENDO_medSBP,13,0,2373836,35-44,Male,NHB
15,2,2,3,ENDO_medSBP,16,0,4477083,35-44,Male,HIS
16,2,2,4,ENDO_medSBP,9,0,2268050,35-44,Male,OTH
17,3,1,1,ENDO_medSBP,44,0,12961330,45-54,Female,NHW
18,3,1,2,ENDO_medSBP,12,0,2294986,45-54,Female,NHB
19,3,1,3,ENDO_medSBP,9,0,2981376,45-54,Female,HIS
20,3,1,4,ENDO_medSBP,5,0,1908325,45-54,Female,OTH
21,3,2,1,ENDO_medSBP,92,0,10622756,45-54,Male,NHW
22,3,2,2,ENDO_medSBP,16,0,2323392,45-54,Male,NHB
23,3,2,3,ENDO_medSBP,15,0,3207152,45-54,Male,HIS
24,3,2,4,ENDO_medSBP,9,0,2807268,45-54,Male,OTH
25,4,1,1,ENDO_medSBP,77,0,16626401,55-64,Female,NHW
26,4,1,2,ENDO_medSBP,24,0,3005374,55-64,Female,NHB
27,4,1,3,ENDO_medSBP,10,0,2911586,55-64,Female,HIS
28,4,1,4,ENDO_medSBP,8,0,2629488,55-64,Female,OTH
29,4,2,1,ENDO_medSBP,137,0,15564860,55-64,Male,NHW
30,4,2,2,ENDO_medSBP,26,0,2050599,55-64,Male,NHB
31,4,2,3,ENDO_medSBP,19,0,2832735,55-64,Male,HIS
32,4,2,4,ENDO_medSBP,9,0,2195076,55-64,Male,OTH
33,5,1,1,ENDO_medSBP,103,0,11513863,65-74,Female,NHW
34,5,1,2,ENDO_medSBP,17,0,1390166,65-74,Female,NHB
35,5,1,3,ENDO_medSBP,16,0,1616432,65-74,Female,HIS
36,5,1,4,ENDO_medSBP,9,0,1089947,65-74,Female,OTH
37,5,2,1,ENDO_medSBP,145,0,10345066,65-74,Male,NHW
38,5,2,2,ENDO_medSBP,30,0,1099252,65-74,Male,NHB
39,5,2,3,ENDO_medSBP,17,0,1168063,65-74,Male,HIS
40,5,2,4,ENDO_medSBP,9,0,989548,65-74,Male,OTH
41,6,1,1,ENDO_medSBP,176,0,9145660,75+,Female,NHW
42,6,1,2,ENDO_medSBP,21,0,1249362,75+,Female,NHB
43,6,1,3,ENDO_medSBP,9,0,737080,75+,Female,HIS
44,6,1,4,ENDO_medSBP,9,0,689818,75+,Female,OTH
45,6,2,1,ENDO_medSBP,223,0,6831819,75+,Male,NHW
46,6,2,2,ENDO_medSBP,11,0,670963,75+,Male,NHB
47,6,2,3,ENDO_medSBP,9,0,548525,75+,Male,HIS
48,6,2,4,ENDO_medSBP,9,0,638884,75+,Male,OTH
1,1,1,1,GC,0,0,18192633,20-34,Female,NHW
2,1,1,2,GC,4,0,4596338,20-34,Female,NHB
3,1,1,3,GC,3,0,6549965,20-34,Female,HIS
4,1,1,4,GC,4,0,3878604,20-34,Female,OTH
5,1,2,1,GC,5,0,19295314,20-34,Male,NHW
6,1,2,2,GC,0,0,4186659,20-34,Male,NHB
7,1,2,3,GC,0,0,6886181,20-34,Male,HIS
8,1,2,4,GC,0,0,3785306,20-34,Male,OTH
9,2,1,1,GC,21,0,10789518,35-44,Female,NHW
10,2,1,2,GC,13,0,2841551,35-44,Female,NHB
11,2,1,3,GC,35,0,4706043,35-44,Female,HIS
12,2,1,4,GC,20,0,2705155,35-44,Female,OTH
13,2,2,1,GC,20,0,10698668,35-44,Male,NHW
14,2,2,2,GC,0,0,2373836,35-44,Male,NHB
15,2,2,3,GC,6,0,4477083,35-44,Male,HIS
16,2,2,4,GC,7,0,2268050,35-44,Male,OTH
17,3,1,1,GC,107,0,12961330,45-54,Female,NHW
18,3,1,2,GC,42,0,2294986,45-54,Female,NHB
19,3,1,3,GC,71,0,2981376,45-54,Female,HIS
20,3,1,4,GC,13,0,1908325,45-54,Female,OTH
21,3,2,1,GC,33,0,10622756,45-54,Male,NHW
22,3,2,2,GC,16,0,2323392,45-54,Male,NHB
23,3,2,3,GC,48,0,3207152,45-54,Male,HIS
24,3,2,4,GC,34,0,2807268,45-54,Male,OTH
25,4,1,1,GC,287,0,16626401,55-64,Female,NHW
26,4,1,2,GC,131,0,3005374,55-64,Female,NHB
27,4,1,3,GC,139,0,2911586,55-64,Female,HIS
28,4,1,4,GC,75,0,2629488,55-64,Female,OTH
29,4,2,1,GC,115,0,15564860,55-64,Male,NHW
30,4,2,2,GC,46,0,2050599,55-64,Male,NHB
31,4,2,3,GC,42,0,2832735,55-64,Male,HIS
32,4,2,4,GC,32,0,2195076,55-64,Male,OTH
33,5,1,1,GC,500,0,11513863,65-74,Female,NHW
34,5,1,2,GC,93,0,1390166,65-74,Female,NHB
35,5,1,3,GC,172,0,1616432,65-74,Female,HIS
36,5,1,4,GC,72,0,1089947,65-74,Female,OTH
37,5,2,1,GC,233,0,10345066,65-74,Male,NHW
38,5,2,2,GC,71,0,1099252,65-74,Male,NHB
39,5,2,3,GC,64,0,1168063,65-74,Male,HIS
40,5,2,4,GC,58,0,989548,65-74,Male,OTH
41,6,1,1,GC,757,0,9145660,75+,Female,NHW
42,6,1,2,GC,116,0,1249362,75+,Female,NHB
43,6,1,3,GC,91,0,737080,75+,Female,HIS
44,6,1,4,GC,73,0,689818,75+,Female,OTH
45,6,2,1,GC,380,0,6831819,75+,Male,NHW
46,6,2,2,GC,36,0,670963,75+,Male,NHB
47,6,2,3,GC,63,0,548525,75+,Male,HIS
48,6,2,4,GC,34,0,638884,75+,Male,OTH
1,1,1,1,HHD,59,0,18192633,20-34,Female,NHW
2,1,1,2,HHD,84,0,4596338,20-34,Female,NHB
3,1,1,3,HHD,12,0,6549965,20-34,Female,HIS
4,1,1,4,HHD,9,0,3878604,20-34,Female,OTH
5,1,2,1,HHD,179,0,19295314,20-34,Male,NHW
6,1,2,2,HHD,154,0,4186659,20-34,Male,NHB
7,1,2,3,HHD,58,0,6886181,20-34,Male,HIS
8,1,2,4,HHD,24,0,3785306,20-34,Male,OTH
9,2,1,1,HHD,232,0,10789518,35-44,Female,NHW
10,2,1,2,HHD,224,0,2841551,35-44,Female,NHB
11,2,1,3,HHD,46,0,4706043,35-44,Female,HIS
12,2,1,4,HHD,17,0,2705155,35-44,Female,OTH
13,2,2,1,HHD,582,0,10698668,35-44,Male,NHW
14,2,2,2,HHD,423,0,2373836,35-44,Male,NHB
15,2,2,3,HHD,165,0,4477083,35-44,Male,HIS
16,2,2,4,HHD,53,0,2268050,35-44,Male,OTH
17,3,1,1,HHD,685,0,12961330,45-54,Female,NHW
18,3,1,2,HHD,504,0,2294986,45-54,Female,NHB
19,3,1,3,HHD,91,0,2981376,45-54,Female,HIS
20,3,1,4,HHD,37,0,1908325,45-54,Female,OTH
21,3,2,1,HHD,1729,0,10622756,45-54,Male,NHW
22,3,2,2,HHD,870,0,2323392,45-54,Male,NHB
23,3,2,3,HHD,303,0,3207152,45-54,Male,HIS
24,3,2,4,HHD,101,0,2807268,45-54,Male,OTH
25,4,1,1,HHD,1573,0,16626401,55-64,Female,NHW
26,4,1,2,HHD,927,0,3005374,55-64,Female,NHB
27,4,1,3,HHD,147,0,2911586,55-64,Female,HIS
28,4,1,4,HHD,65,0,2629488,55-64,Female,OTH
29,4,2,1,HHD,3463,0,15564860,55-64,Male,NHW
30,4,2,2,HHD,1520,0,2050599,55-64,Male,NHB
31,4,2,3,HHD,396,0,2832735,55-64,Male,HIS
32,4,2,4,HHD,166,0,2195076,55-64,Male,OTH
33,5,1,1,HHD,2097,0,11513863,65-74,Female,NHW
34,5,1,2,HHD,808,0,1390166,65-74,Female,NHB
35,5,1,3,HHD,211,0,1616432,65-74,Female,HIS
36,5,1,4,HHD,97,0,1089947,65-74,Female,OTH
37,5,2,1,HHD,3578,0,10345066,65-74,Male,NHW
38,5,2,2,HHD,1215,0,1099252,65-74,Male,NHB
39,5,2,3,HHD,328,0,1168063,65-74,Male,HIS
40,5,2,4,HHD,130,0,989548,65-74,Male,OTH
41,6,1,1,HHD,13938,0,9145660,75+,Female,NHW
42,6,1,2,HHD,1953,0,1249362,75+,Female,NHB
43,6,1,3,HHD,1100,0,737080,75+,Female,HIS
44,6,1,4,HHD,566,0,689818,75+,Female,OTH
45,6,2,1,HHD,8016,0,6831819,75+,Male,NHW
46,6,2,2,HHD,1217,0,670963,75+,Male,NHB
47,6,2,3,HHD,767,0,548525,75+,Male,HIS
48,6,2,4,HHD,338,0,638884,75+,Male,OTH
1,1,1,1,HHD_medBMI,59,0,18192633,20-34,Female,NHW
2,1,1,2,HHD_medBMI,84,0,4596338,20-34,Female,NHB
3,1,1,3,HHD_medBMI,12,0,6549965,20-34,Female,HIS
4,1,1,4,HHD_medBMI,9,0,3878604,20-34,Female,OTH
5,1,2,1,HHD_medBMI,179,0,19295314,20-34,Male,NHW
6,1,2,2,HHD_medBMI,154,0,4186659,20-34,Male,NHB
7,1,2,3,HHD_medBMI,58,0,6886181,20-34,Male,HIS
8,1,2,4,HHD_medBMI,24,0,3785306,20-34,Male,OTH
9,2,1,1,HHD_medBMI,232,0,10789518,35-44,Female,NHW
10,2,1,2,HHD_medBMI,224,0,2841551,35-44,Female,NHB
11,2,1,3,HHD_medBMI,46,0,4706043,35-44,Female,HIS
12,2,1,4,HHD_medBMI,17,0,2705155,35-44,Female,OTH
13,2,2,1,HHD_medBMI,582,0,10698668,35-44,Male,NHW
14,2,2,2,HHD_medBMI,423,0,2373836,35-44,Male,NHB
15,2,2,3,HHD_medBMI,165,0,4477083,35-44,Male,HIS
16,2,2,4,HHD_medBMI,53,0,2268050,35-44,Male,OTH
17,3,1,1,HHD_medBMI,685,0,12961330,45-54,Female,NHW
18,3,1,2,HHD_medBMI,504,0,2294986,45-54,Female,NHB
19,3,1,3,HHD_medBMI,91,0,2981376,45-54,Female,HIS
20,3,1,4,HHD_medBMI,37,0,1908325,45-54,Female,OTH
21,3,2,1,HHD_medBMI,1729,0,10622756,45-54,Male,NHW
22,3,2,2,HHD_medBMI,870,0,2323392,45-54,Male,NHB
23,3,2,3,HHD_medBMI,303,0,3207152,45-54,Male,HIS
24,3,2,4,HHD_medBMI,101,0,2807268,45-54,Male,OTH
25,4,1,1,HHD_medBMI,1573,0,16626401,55-64,Female,NHW
26,4,1,2,HHD_medBMI,927,0,3005374,55-64,Female,NHB
27,4,1,3,HHD_medBMI,147,0,2911586,55-64,Female,HIS
28,4,1,4,HHD_medBMI,65,0,2629488,55-64,Female,OTH
29,4,2,1,HHD_medBMI,3463,0,15564860,55-64,Male,NHW
30,4,2,2,HHD_medBMI,1520,0,2050599,55-64,Male,NHB
31,4,2,3,HHD_medBMI,396,0,2832735,55-64,Male,HIS
32,4,2,4,HHD_medBMI,166,0,2195076,55-64,Male,OTH
33,5,1,1,HHD_medBMI,2097,0,11513863,65-74,Female,NHW
34,5,1,2,HHD_medBMI,808,0,1390166,65-74,Female,NHB
35,5,1,3,HHD_medBMI,211,0,1616432,65-74,Female,HIS
36,5,1,4,HHD_medBMI,97,0,1089947,65-74,Female,OTH
37,5,2,1,HHD_medBMI,3578,0,10345066,65-74,Male,NHW
38,5,2,2,HHD_medBMI,1215,0,1099252,65-74,Male,NHB
39,5,2,3,HHD_medBMI,328,0,1168063,65-74,Male,HIS
40,5,2,4,HHD_medBMI,130,0,989548,65-74,Male,OTH
41,6,1,1,HHD_medBMI,13938,0,9145660,75+,Female,NHW
42,6,1,2,HHD_medBMI,1953,0,1249362,75+,Female,NHB
43,6,1,3,HHD_medBMI,1100,0,737080,75+,Female,HIS
44,6,1,4,HHD_medBMI,566,0,689818,75+,Female,OTH
45,6,2,1,HHD_medBMI,8016,0,6831819,75+,Male,NHW
46,6,2,2,HHD_medBMI,1217,0,670963,75+,Male,NHB
47,6,2,3,HHD_medBMI,767,0,548525,75+,Male,HIS
48,6,2,4,HHD_medBMI,338,0,638884,75+,Male,OTH
1,1,1,1,HHD_medSBP,59,0,18192633,20-34,Female,NHW
2,1,1,2,HHD_medSBP,84,0,4596338,20-34,Female,NHB
3,1,1,3,HHD_medSBP,12,0,6549965,20-34,Female,HIS
4,1,1,4,HHD_medSBP,9,0,3878604,20-34,Female,OTH
5,1,2,1,HHD_medSBP,179,0,19295314,20-34,Male,NHW
6,1,2,2,HHD_medSBP,154,0,4186659,20-34,Male,NHB
7,1,2,3,HHD_medSBP,58,0,6886181,20-34,Male,HIS
8,1,2,4,HHD_medSBP,24,0,3785306,20-34,Male,OTH
9,2,1,1,HHD_medSBP,232,0,10789518,35-44,Female,NHW
10,2,1,2,HHD_medSBP,224,0,2841551,35-44,Female,NHB
11,2,1,3,HHD_medSBP,46,0,4706043,35-44,Female,HIS
12,2,1,4,HHD_medSBP,17,0,2705155,35-44,Female,OTH
13,2,2,1,HHD_medSBP,582,0,10698668,35-44,Male,NHW
14,2,2,2,HHD_medSBP,423,0,2373836,35-44,Male,NHB
15,2,2,3,HHD_medSBP,165,0,4477083,35-44,Male,HIS
16,2,2,4,HHD_medSBP,53,0,2268050,35-44,Male,OTH
17,3,1,1,HHD_medSBP,685,0,12961330,45-54,Female,NHW
18,3,1,2,HHD_medSBP,504,0,2294986,45-54,Female,NHB
19,3,1,3,HHD_medSBP,91,0,2981376,45-54,Female,HIS
20,3,1,4,HHD_medSBP,37,0,1908325,45-54,Female,OTH
21,3,2,1,HHD_medSBP,1729,0,10622756,45-54,Male,NHW
22,3,2,2,HHD_medSBP,870,0,2323392,45-54,Male,NHB
23,3,2,3,HHD_medSBP,303,0,3207152,45-54,Male,HIS
24,3,2,4,HHD_medSBP,101,0,2807268,45-54,Male,OTH
25,4,1,1,HHD_medSBP,1573,0,16626401,55-64,Female,NHW
26,4,1,2,HHD_medSBP,927,0,3005374,55-64,Female,NHB
27,4,1,3,HHD_medSBP,147,0,2911586,55-64,Female,HIS
28,4,1,4,HHD_medSBP,65,0,2629488,55-64,Female,OTH
29,4,2,1,HHD_medSBP,3463,0,15564860,55-64,Male,NHW
30,4,2,2,HHD_medSBP,1520,0,2050599,55-64,Male,NHB
31,4,2,3,HHD_medSBP,396,0,2832735,55-64,Male,HIS
32,4,2,4,HHD_medSBP,166,0,2195076,55-64,Male,OTH
33,5,1,1,HHD_medSBP,2097,0,11513863,65-74,Female,NHW
34,5,1,2,HHD_medSBP,808,0,1390166,65-74,Female,NHB
35,5,1,3,HHD_medSBP,211,0,1616432,65-74,Female,HIS
36,5,1,4,HHD_medSBP,97,0,1089947,65-74,Female,OTH
37,5,2,1,HHD_medSBP,3578,0,10345066,65-74,Male,NHW
38,5,2,2,HHD_medSBP,1215,0,1099252,65-74,Male,NHB
39,5,2,3,HHD_medSBP,328,0,1168063,65-74,Male,HIS
40,5,2,4,HHD_medSBP,130,0,989548,65-74,Male,OTH
41,6,1,1,HHD_medSBP,13938,0,9145660,75+,Female,NHW
42,6,1,2,HHD_medSBP,1953,0,1249362,75+,Female,NHB
43,6,1,3,HHD_medSBP,1100,0,737080,75+,Female,HIS
44,6,1,4,HHD_medSBP,566,0,689818,75+,Female,OTH
45,6,2,1,HHD_medSBP,8016,0,6831819,75+,Male,NHW
46,6,2,2,HHD_medSBP,1217,0,670963,75+,Male,NHB
47,6,2,3,HHD_medSBP,767,0,548525,75+,Male,HIS
48,6,2,4,HHD_medSBP,338,0,638884,75+,Male,OTH
1,1,1,1,HSTK,36,0,18192633,20-34,Female,NHW
2,1,1,2,HSTK,38,0,4596338,20-34,Female,NHB
3,1,1,3,HSTK,29,0,6549965,20-34,Female,HIS
4,1,1,4,HSTK,9,0,3878604,20-34,Female,OTH
5,1,2,1,HSTK,75,0,19295314,20-34,Male,NHW
6,1,2,2,HSTK,35,0,4186659,20-34,Male,NHB
7,1,2,3,HSTK,47,0,6886181,20-34,Male,HIS
8,1,2,4,HSTK,9,0,3785306,20-34,Male,OTH
9,2,1,1,HSTK,229,0,10789518,35-44,Female,NHW
10,2,1,2,HSTK,125,0,2841551,35-44,Female,NHB
11,2,1,3,HSTK,76,0,4706043,35-44,Female,HIS
12,2,1,4,HSTK,38,0,2705155,35-44,Female,OTH
13,2,2,1,HSTK,241,0,10698668,35-44,Male,NHW
14,2,2,2,HSTK,150,0,2373836,35-44,Male,NHB
15,2,2,3,HSTK,144,0,4477083,35-44,Male,HIS
16,2,2,4,HSTK,56,0,2268050,35-44,Male,OTH
17,3,1,1,HSTK,645,0,12961330,45-54,Female,NHW
18,3,1,2,HSTK,312,0,2294986,45-54,Female,NHB
19,3,1,3,HSTK,176,0,2981376,45-54,Female,HIS
20,3,1,4,HSTK,90,0,1908325,45-54,Female,OTH
21,3,2,1,HSTK,714,0,10622756,45-54,Male,NHW
22,3,2,2,HSTK,377,0,2323392,45-54,Male,NHB
23,3,2,3,HSTK,329,0,3207152,45-54,Male,HIS
24,3,2,4,HSTK,130,0,2807268,45-54,Male,OTH
25,4,1,1,HSTK,1402,0,16626401,55-64,Female,NHW
26,4,1,2,HSTK,498,0,3005374,55-64,Female,NHB
27,4,1,3,HSTK,216,0,2911586,55-64,Female,HIS
28,4,1,4,HSTK,150,0,2629488,55-64,Female,OTH
29,4,2,1,HSTK,1550,0,15564860,55-64,Male,NHW
30,4,2,2,HSTK,585,0,2050599,55-64,Male,NHB
31,4,2,3,HSTK,367,0,2832735,55-64,Male,HIS
32,4,2,4,HSTK,175,0,2195076,55-64,Male,OTH
33,5,1,1,HSTK,2276,0,11513863,65-74,Female,NHW
34,5,1,2,HSTK,507,0,1390166,65-74,Female,NHB
35,5,1,3,HSTK,278,0,1616432,65-74,Female,HIS
36,5,1,4,HSTK,245,0,1089947,65-74,Female,OTH
37,5,2,1,HSTK,2533,0,10345066,65-74,Male,NHW
38,5,2,2,HSTK,510,0,1099252,65-74,Male,NHB
39,5,2,3,HSTK,266,0,1168063,65-74,Male,HIS
40,5,2,4,HSTK,193,0,989548,65-74,Male,OTH
41,6,1,1,HSTK,8575,0,9145660,75+,Female,NHW
42,6,1,2,HSTK,998,0,1249362,75+,Female,NHB
43,6,1,3,HSTK,708,0,737080,75+,Female,HIS
44,6,1,4,HSTK,579,0,689818,75+,Female,OTH
45,6,2,1,HSTK,6117,0,6831819,75+,Male,NHW
46,6,2,2,HSTK,556,0,670963,75+,Male,NHB
47,6,2,3,HSTK,463,0,548525,75+,Male,HIS
48,6,2,4,HSTK,399,0,638884,75+,Male,OTH
1,1,1,1,HSTK_medBMI,36,0,18192633,20-34,Female,NHW
2,1,1,2,HSTK_medBMI,38,0,4596338,20-34,Female,NHB
3,1,1,3,HSTK_medBMI,29,0,6549965,20-34,Female,HIS
4,1,1,4,HSTK_medBMI,9,0,3878604,20-34,Female,OTH
5,1,2,1,HSTK_medBMI,75,0,19295314,20-34,Male,NHW
6,1,2,2,HSTK_medBMI,35,0,4186659,20-34,Male,NHB
7,1,2,3,HSTK_medBMI,47,0,6886181,20-34,Male,HIS
8,1,2,4,HSTK_medBMI,9,0,3785306,20-34,Male,OTH
9,2,1,1,HSTK_medBMI,229,0,10789518,35-44,Female,NHW
10,2,1,2,HSTK_medBMI,125,0,2841551,35-44,Female,NHB
11,2,1,3,HSTK_medBMI,76,0,4706043,35-44,Female,HIS
12,2,1,4,HSTK_medBMI,38,0,2705155,35-44,Female,OTH
13,2,2,1,HSTK_medBMI,241,0,10698668,35-44,Male,NHW
14,2,2,2,HSTK_medBMI,150,0,2373836,35-44,Male,NHB
15,2,2,3,HSTK_medBMI,144,0,4477083,35-44,Male,HIS
16,2,2,4,HSTK_medBMI,56,0,2268050,35-44,Male,OTH
17,3,1,1,HSTK_medBMI,645,0,12961330,45-54,Female,NHW
18,3,1,2,HSTK_medBMI,312,0,2294986,45-54,Female,NHB
19,3,1,3,HSTK_medBMI,176,0,2981376,45-54,Female,HIS
20,3,1,4,HSTK_medBMI,90,0,1908325,45-54,Female,OTH
21,3,2,1,HSTK_medBMI,714,0,10622756,45-54,Male,NHW
22,3,2,2,HSTK_medBMI,377,0,2323392,45-54,Male,NHB
23,3,2,3,HSTK_medBMI,329,0,3207152,45-54,Male,HIS
24,3,2,4,HSTK_medBMI,130,0,2807268,45-54,Male,OTH
25,4,1,1,HSTK_medBMI,1402,0,16626401,55-64,Female,NHW
26,4,1,2,HSTK_medBMI,498,0,3005374,55-64,Female,NHB
27,4,1,3,HSTK_medBMI,216,0,2911586,55-64,Female,HIS
28,4,1,4,HSTK_medBMI,150,0,2629488,55-64,Female,OTH
29,4,2,1,HSTK_medBMI,1550,0,15564860,55-64,Male,NHW
30,4,2,2,HSTK_medBMI,585,0,2050599,55-64,Male,NHB
31,4,2,3,HSTK_medBMI,367,0,2832735,55-64,Male,HIS
32,4,2,4,HSTK_medBMI,175,0,2195076,55-64,Male,OTH
33,5,1,1,HSTK_medBMI,2276,0,11513863,65-74,Female,NHW
34,5,1,2,HSTK_medBMI,507,0,1390166,65-74,Female,NHB
35,5,1,3,HSTK_medBMI,278,0,1616432,65-74,Female,HIS
36,5,1,4,HSTK_medBMI,245,0,1089947,65-74,Female,OTH
37,5,2,1,HSTK_medBMI,2533,0,10345066,65-74,Male,NHW
38,5,2,2,HSTK_medBMI,510,0,1099252,65-74,Male,NHB
39,5,2,3,HSTK_medBMI,266,0,1168063,65-74,Male,HIS
40,5,2,4,HSTK_medBMI,193,0,989548,65-74,Male,OTH
41,6,1,1,HSTK_medBMI,8575,0,9145660,75+,Female,NHW
42,6,1,2,HSTK_medBMI,998,0,1249362,75+,Female,NHB
43,6,1,3,HSTK_medBMI,708,0,737080,75+,Female,HIS
44,6,1,4,HSTK_medBMI,579,0,689818,75+,Female,OTH
45,6,2,1,HSTK_medBMI,6117,0,6831819,75+,Male,NHW
46,6,2,2,HSTK_medBMI,556,0,670963,75+,Male,NHB
47,6,2,3,HSTK_medBMI,463,0,548525,75+,Male,HIS
48,6,2,4,HSTK_medBMI,399,0,638884,75+,Male,OTH
1,1,1,1,HSTK_medSBP,36,0,18192633,20-34,Female,NHW
2,1,1,2,HSTK_medSBP,38,0,4596338,20-34,Female,NHB
3,1,1,3,HSTK_medSBP,29,0,6549965,20-34,Female,HIS
