subgroup,diseases,diseases_label,crude_rate,crude_se,population,count,count_se,Age,Age_label,Sex,Sex_label,Race,Race_label
46,MMC,Myeloma: Multiple myeloma/plasma-cell leuk,97.38,8,670963,654,54,6,75+,2,Male,2,NHB
47,MMC,Myeloma: Multiple myeloma/plasma-cell leuk,47.59,4.4,548525,262,25,6,75+,2,Male,3,HIS
48,MMC,Myeloma: Multiple myeloma/plasma-cell leuk,28.34,3.36,638884,182,22,6,75+,2,Male,4,OTH
1,OC,Ovary,2.51,0.25,18192633,457,46,1,20-34,1,Female,1,NHW
2,OC,Ovary,1.82,0.4,4596338,84,19,1,20-34,1,Female,2,NHB
3,OC,Ovary,2.72,0.33,6549965,179,22,1,20-34,1,Female,3,HIS
4,OC,Ovary,2.92,0.49,3878604,114,20,1,20-34,1,Female,4,OTH
5,OC,Ovary,0,0,19295314,0,0,1,20-34,2,Male,1,NHW
6,OC,Ovary,0,0,4186659,0,0,1,20-34,2,Male,2,NHB
7,OC,Ovary,0,0,6886181,0,0,1,20-34,2,Male,3,HIS
8,OC,Ovary,0,0,3785306,0,0,1,20-34,2,Male,4,OTH
9,OC,Ovary,5.28,0.45,10789518,570,49,2,35-44,1,Female,1,NHW
10,OC,Ovary,5.39,0.9,2841551,154,26,2,35-44,1,Female,2,NHB
11,OC,Ovary,6.5,0.66,4706043,306,32,2,35-44,1,Female,3,HIS
12,OC,Ovary,7.1,0.92,2705155,193,25,2,35-44,1,Female,4,OTH
13,OC,Ovary,0,0,10698668,0,0,2,35-44,2,Male,1,NHW
14,OC,Ovary,0,0,2373836,0,0,2,35-44,2,Male,2,NHB
15,OC,Ovary,0,0,4477083,0,0,2,35-44,2,Male,3,HIS
16,OC,Ovary,0,0,2268050,0,0,2,35-44,2,Male,4,OTH
17,OC,Ovary,13.75,0.69,12961330,1783,90,3,45-54,1,Female,1,NHW
18,OC,Ovary,11.81,1.34,2294986,271,31,3,45-54,1,Female,2,NHB
19,OC,Ovary,16,1.12,2981376,477,34,3,45-54,1,Female,3,HIS
20,OC,Ovary,18.15,1.55,1908325,347,30,3,45-54,1,Female,4,OTH
21,OC,Ovary,0,0,10622756,0,0,3,45-54,2,Male,1,NHW
22,OC,Ovary,0,0,2323392,0,0,3,45-54,2,Male,2,NHB
23,OC,Ovary,0,0,3207152,0,0,3,45-54,2,Male,3,HIS
24,OC,Ovary,0,0,2807268,0,0,3,45-54,2,Male,4,OTH
25,OC,Ovary,23.22,0.83,16626401,3862,138,4,55-64,1,Female,1,NHW
26,OC,Ovary,18.81,1.74,3005374,566,53,4,55-64,1,Female,2,NHB
27,OC,Ovary,23.17,1.58,2911586,675,47,4,55-64,1,Female,3,HIS
28,OC,Ovary,20.93,1.77,2629488,551,47,4,55-64,1,Female,4,OTH
29,OC,Ovary,0,0,15564860,0,0,4,55-64,2,Male,1,NHW
30,OC,Ovary,0,0,2050599,0,0,4,55-64,2,Male,2,NHB
31,OC,Ovary,0,0,2832735,0,0,4,55-64,2,Male,3,HIS
32,OC,Ovary,0,0,2195076,0,0,4,55-64,2,Male,4,OTH
33,OC,Ovary,33.92,1.13,11513863,3906,131,5,65-74,1,Female,1,NHW
34,OC,Ovary,27.48,2.66,1390166,382,37,5,65-74,1,Female,2,NHB
35,OC,Ovary,31.88,2.48,1616432,516,41,5,65-74,1,Female,3,HIS
36,OC,Ovary,25.48,2.32,1089947,278,26,5,65-74,1,Female,4,OTH
37,OC,Ovary,0,0,10345066,0,0,5,65-74,2,Male,1,NHW
38,OC,Ovary,0,0,1099252,0,0,5,65-74,2,Male,2,NHB
39,OC,Ovary,0,0,1168063,0,0,5,65-74,2,Male,3,HIS
40,OC,Ovary,0,0,989548,0,0,5,65-74,2,Male,4,OTH
41,OC,Ovary,40.7,1.37,9145660,3723,126,6,75+,1,Female,1,NHW
42,OC,Ovary,34.62,3.65,1249362,433,46,6,75+,1,Female,2,NHB
43,OC,Ovary,29.79,2.85,737080,220,22,6,75+,1,Female,3,HIS
44,OC,Ovary,26.72,2.73,689818,185,19,6,75+,1,Female,4,OTH
45,OC,Ovary,0,0,6831819,0,0,6,75+,2,Male,1,NHW
46,OC,Ovary,0,0,670963,0,0,6,75+,2,Male,2,NHB
47,OC,Ovary,0,0,548525,0,0,6,75+,2,Male,3,HIS
48,OC,Ovary,0,0,638884,0,0,6,75+,2,Male,4,OTH
1,PC,Pancreas,0.49,0.11,18192633,89,21,1,20-34,1,Female,1,NHW
2,PC,Pancreas,0.95,0.29,4596338,44,14,1,20-34,1,Female,2,NHB
3,PC,Pancreas,0.91,0.19,6549965,60,13,1,20-34,1,Female,3,HIS
4,PC,Pancreas,0.58,0.22,3878604,23,9,1,20-34,1,Female,4,OTH
5,PC,Pancreas,0.44,0.1,19295314,85,20,1,20-34,2,Male,1,NHW
6,PC,Pancreas,0.17,0.12,4186659,8,6,1,20-34,2,Male,2,NHB
7,PC,Pancreas,0.33,0.11,6886181,23,8,1,20-34,2,Male,3,HIS
8,PC,Pancreas,0.08,0.08,3785306,4,4,1,20-34,2,Male,4,OTH
9,PC,Pancreas,2.24,0.29,10789518,242,32,2,35-44,1,Female,1,NHW
10,PC,Pancreas,2.99,0.67,2841551,86,20,2,35-44,1,Female,2,NHB
11,PC,Pancreas,2.14,0.38,4706043,101,18,2,35-44,1,Female,3,HIS
12,PC,Pancreas,1.54,0.43,2705155,42,12,2,35-44,1,Female,4,OTH
13,PC,Pancreas,2.47,0.3,10698668,265,33,2,35-44,2,Male,1,NHW
14,PC,Pancreas,1.96,0.57,2373836,47,14,2,35-44,2,Male,2,NHB
15,PC,Pancreas,1.78,0.34,4477083,80,16,2,35-44,2,Male,3,HIS
16,PC,Pancreas,1.19,0.4,2268050,28,10,2,35-44,2,Male,4,OTH
17,PC,Pancreas,6.84,0.48,12961330,887,63,3,45-54,1,Female,1,NHW
18,PC,Pancreas,9.38,1.19,2294986,216,28,3,45-54,1,Female,2,NHB
19,PC,Pancreas,6.46,0.71,2981376,193,22,3,45-54,1,Female,3,HIS
20,PC,Pancreas,8.15,1.04,1908325,156,20,3,45-54,1,Female,4,OTH
21,PC,Pancreas,11.1,0.61,10622756,1180,65,3,45-54,2,Male,1,NHW
22,PC,Pancreas,11.15,1.37,2323392,260,32,3,45-54,2,Male,2,NHB
23,PC,Pancreas,7.95,0.78,3207152,256,26,3,45-54,2,Male,3,HIS
24,PC,Pancreas,8.25,1.11,2807268,232,32,3,45-54,2,Male,4,OTH
25,PC,Pancreas,21.15,0.79,16626401,3517,132,4,55-64,1,Female,1,NHW
26,PC,Pancreas,34.08,2.34,3005374,1025,71,4,55-64,1,Female,2,NHB
27,PC,Pancreas,19.27,1.44,2911586,562,42,4,55-64,1,Female,3,HIS
28,PC,Pancreas,17.2,1.6,2629488,453,43,4,55-64,1,Female,4,OTH
29,PC,Pancreas,33.59,1.01,15564860,5229,158,4,55-64,2,Male,1,NHW
30,PC,Pancreas,41.2,2.77,2050599,845,57,4,55-64,2,Male,2,NHB
31,PC,Pancreas,27.37,1.76,2832735,776,50,4,55-64,2,Male,3,HIS
32,PC,Pancreas,24.34,2.08,2195076,535,46,4,55-64,2,Male,4,OTH
33,PC,Pancreas,48.94,1.36,11513863,5635,157,5,65-74,1,Female,1,NHW
34,PC,Pancreas,65.23,4.09,1390166,907,57,5,65-74,1,Female,2,NHB
35,PC,Pancreas,47.53,3.03,1616432,769,49,5,65-74,1,Female,3,HIS
36,PC,Pancreas,37.9,2.82,1089947,414,31,5,65-74,1,Female,4,OTH
37,PC,Pancreas,67.08,1.67,10345066,6940,173,5,65-74,2,Male,1,NHW
38,PC,Pancreas,83.86,5.34,1099252,922,59,5,65-74,2,Male,2,NHB
39,PC,Pancreas,51.96,3.44,1168063,607,41,5,65-74,2,Male,3,HIS
40,PC,Pancreas,54.36,3.79,989548,538,38,5,65-74,2,Male,4,OTH
41,PC,Pancreas,83.66,1.96,9145660,7651,180,6,75+,1,Female,1,NHW
42,PC,Pancreas,96.17,6.08,1249362,1202,76,6,75+,1,Female,2,NHB
43,PC,Pancreas,83.34,4.77,737080,615,36,6,75+,1,Female,3,HIS
44,PC,Pancreas,77.66,4.65,689818,536,33,6,75+,1,Female,4,OTH
45,PC,Pancreas,106.43,2.61,6831819,7271,179,6,75+,2,Male,1,NHW
46,PC,Pancreas,111.86,8.58,670963,751,58,6,75+,2,Male,2,NHB
47,PC,Pancreas,91.53,6.1,548525,503,34,6,75+,2,Male,3,HIS
48,PC,Pancreas,77.84,5.57,638884,498,36,6,75+,2,Male,4,OTH
1,SCC,Stomach Cardia,0.1,0.05,18192633,18,10,1,20-34,1,Female,1,NHW
2,SCC,Stomach Cardia,0,0,4596338,0,0,1,20-34,1,Female,2,NHB
3,SCC,Stomach Cardia,0.04,0.04,6549965,3,3,1,20-34,1,Female,3,HIS
4,SCC,Stomach Cardia,0.08,0.08,3878604,4,4,1,20-34,1,Female,4,OTH
5,SCC,Stomach Cardia,0.14,0.06,19295314,27,12,1,20-34,2,Male,1,NHW
6,SCC,Stomach Cardia,0.09,0.09,4186659,4,4,1,20-34,2,Male,2,NHB
7,SCC,Stomach Cardia,0.22,0.09,6886181,16,7,1,20-34,2,Male,3,HIS
8,SCC,Stomach Cardia,0.33,0.17,3785306,13,7,1,20-34,2,Male,4,OTH
9,SCC,Stomach Cardia,0.23,0.09,10789518,25,10,2,35-44,1,Female,1,NHW
10,SCC,Stomach Cardia,0.75,0.33,2841551,22,10,2,35-44,1,Female,2,NHB
11,SCC,Stomach Cardia,0.4,0.16,4706043,19,8,2,35-44,1,Female,3,HIS
12,SCC,Stomach Cardia,0.36,0.21,2705155,10,6,2,35-44,1,Female,4,OTH
13,SCC,Stomach Cardia,1.03,0.2,10698668,111,22,2,35-44,2,Male,1,NHW
14,SCC,Stomach Cardia,0.49,0.28,2373836,12,7,2,35-44,2,Male,2,NHB
15,SCC,Stomach Cardia,1.02,0.25,4477083,46,12,2,35-44,2,Male,3,HIS
16,SCC,Stomach Cardia,0.93,0.35,2268050,22,8,2,35-44,2,Male,4,OTH
17,SCC,Stomach Cardia,0.51,0.13,12961330,67,17,3,45-54,1,Female,1,NHW
18,SCC,Stomach Cardia,0.3,0.21,2294986,7,5,3,45-54,1,Female,2,NHB
19,SCC,Stomach Cardia,1.42,0.33,2981376,43,10,3,45-54,1,Female,3,HIS
20,SCC,Stomach Cardia,1.05,0.37,1908325,21,8,3,45-54,1,Female,4,OTH
21,SCC,Stomach Cardia,3.37,0.34,10622756,359,37,3,45-54,2,Male,1,NHW
22,SCC,Stomach Cardia,1.35,0.48,2323392,32,12,3,45-54,2,Male,2,NHB
23,SCC,Stomach Cardia,2.01,0.39,3207152,65,13,3,45-54,2,Male,3,HIS
24,SCC,Stomach Cardia,2.1,0.56,2807268,59,16,3,45-54,2,Male,4,OTH
25,SCC,Stomach Cardia,1.75,0.23,16626401,291,39,4,55-64,1,Female,1,NHW
26,SCC,Stomach Cardia,1.13,0.43,3005374,34,13,4,55-64,1,Female,2,NHB
27,SCC,Stomach Cardia,1.3,0.38,2911586,38,12,4,55-64,1,Female,3,HIS
28,SCC,Stomach Cardia,1.64,0.5,2629488,44,14,4,55-64,1,Female,4,OTH
29,SCC,Stomach Cardia,8.86,0.52,15564860,1379,81,4,55-64,2,Male,1,NHW
30,SCC,Stomach Cardia,3.91,0.85,2050599,81,18,4,55-64,2,Male,2,NHB
31,SCC,Stomach Cardia,3.52,0.63,2832735,100,18,4,55-64,2,Male,3,HIS
32,SCC,Stomach Cardia,3.2,0.75,2195076,71,17,4,55-64,2,Male,4,OTH
33,SCC,Stomach Cardia,3.24,0.35,11513863,374,41,5,65-74,1,Female,1,NHW
34,SCC,Stomach Cardia,2.82,0.85,1390166,40,12,5,65-74,1,Female,2,NHB
35,SCC,Stomach Cardia,1.93,0.61,1616432,32,10,5,65-74,1,Female,3,HIS
36,SCC,Stomach Cardia,3.16,0.82,1089947,35,9,5,65-74,1,Female,4,OTH
37,SCC,Stomach Cardia,17.05,0.84,10345066,1765,87,5,65-74,2,Male,1,NHW
38,SCC,Stomach Cardia,11.54,1.98,1099252,127,22,5,65-74,2,Male,2,NHB
39,SCC,Stomach Cardia,8.2,1.37,1168063,96,17,5,65-74,2,Male,3,HIS
40,SCC,Stomach Cardia,11.35,1.73,989548,113,18,5,65-74,2,Male,4,OTH
41,SCC,Stomach Cardia,5.19,0.49,9145660,475,45,6,75+,1,Female,1,NHW
42,SCC,Stomach Cardia,4.62,1.33,1249362,58,17,6,75+,1,Female,2,NHB
43,SCC,Stomach Cardia,4.92,1.16,737080,37,9,6,75+,1,Female,3,HIS
44,SCC,Stomach Cardia,5.29,1.21,689818,37,9,6,75+,1,Female,4,OTH
45,SCC,Stomach Cardia,21.22,1.16,6831819,1450,80,6,75+,2,Male,1,NHW
46,SCC,Stomach Cardia,15.13,3.16,670963,102,22,6,75+,2,Male,2,NHB
47,SCC,Stomach Cardia,13.02,2.3,548525,72,13,6,75+,2,Male,3,HIS
48,SCC,Stomach Cardia,13.17,2.29,638884,85,15,6,75+,2,Male,4,OTH
1,SCNC,Stomach Non-Cardia,0.22,0.07,18192633,40,13,1,20-34,1,Female,1,NHW
2,SCNC,Stomach Non-Cardia,0.35,0.17,4596338,16,8,1,20-34,1,Female,2,NHB
3,SCNC,Stomach Non-Cardia,0.55,0.15,6549965,37,10,1,20-34,1,Female,3,HIS
4,SCNC,Stomach Non-Cardia,0.25,0.14,3878604,10,6,1,20-34,1,Female,4,OTH
5,SCNC,Stomach Non-Cardia,0.07,0.04,19295314,14,8,1,20-34,2,Male,1,NHW
6,SCNC,Stomach Non-Cardia,0.17,0.12,4186659,8,6,1,20-34,2,Male,2,NHB
7,SCNC,Stomach Non-Cardia,0.59,0.15,6886181,41,11,1,20-34,2,Male,3,HIS
8,SCNC,Stomach Non-Cardia,0.17,0.12,3785306,7,5,1,20-34,2,Male,4,OTH
9,SCNC,Stomach Non-Cardia,1.1,0.2,10789518,119,22,2,35-44,1,Female,1,NHW
10,SCNC,Stomach Non-Cardia,2.69,0.64,2841551,77,19,2,35-44,1,Female,2,NHB
11,SCNC,Stomach Non-Cardia,2.81,0.43,4706043,133,21,2,35-44,1,Female,3,HIS
12,SCNC,Stomach Non-Cardia,2.25,0.52,2705155,61,15,2,35-44,1,Female,4,OTH
13,SCNC,Stomach Non-Cardia,0.7,0.16,10698668,75,18,2,35-44,2,Male,1,NHW
14,SCNC,Stomach Non-Cardia,1.64,0.52,2373836,39,13,2,35-44,2,Male,2,NHB
15,SCNC,Stomach Non-Cardia,1.85,0.34,4477083,83,16,2,35-44,2,Male,3,HIS
16,SCNC,Stomach Non-Cardia,1.59,0.46,2268050,37,11,2,35-44,2,Male,4,OTH
17,SCNC,Stomach Non-Cardia,1.78,0.25,12961330,231,33,3,45-54,1,Female,1,NHW
18,SCNC,Stomach Non-Cardia,3.18,0.69,2294986,73,16,3,45-54,1,Female,2,NHB
19,SCNC,Stomach Non-Cardia,5.36,0.65,2981376,160,20,3,45-54,1,Female,3,HIS
20,SCNC,Stomach Non-Cardia,3.16,0.64,1908325,61,13,3,45-54,1,Female,4,OTH
21,SCNC,Stomach Non-Cardia,2.11,0.27,10622756,225,29,3,45-54,2,Male,1,NHW
22,SCNC,Stomach Non-Cardia,3.89,0.81,2323392,91,19,3,45-54,2,Male,2,NHB
23,SCNC,Stomach Non-Cardia,4.25,0.57,3207152,137,19,3,45-54,2,Male,3,HIS
24,SCNC,Stomach Non-Cardia,4.35,0.81,2807268,123,23,3,45-54,2,Male,4,OTH
25,SCNC,Stomach Non-Cardia,3.03,0.3,16626401,504,50,4,55-64,1,Female,1,NHW
26,SCNC,Stomach Non-Cardia,9.48,1.23,3005374,286,37,4,55-64,1,Female,2,NHB
27,SCNC,Stomach Non-Cardia,9.42,1.01,2911586,275,30,4,55-64,1,Female,3,HIS
28,SCNC,Stomach Non-Cardia,8.52,1.13,2629488,225,30,4,55-64,1,Female,4,OTH
29,SCNC,Stomach Non-Cardia,3.95,0.35,15564860,616,55,4,55-64,2,Male,1,NHW
30,SCNC,Stomach Non-Cardia,14.17,1.63,2050599,291,34,4,55-64,2,Male,2,NHB
31,SCNC,Stomach Non-Cardia,12.95,1.21,2832735,367,35,4,55-64,2,Male,3,HIS
32,SCNC,Stomach Non-Cardia,13.32,1.54,2195076,293,34,4,55-64,2,Male,4,OTH
33,SCNC,Stomach Non-Cardia,6.87,0.51,11513863,791,59,5,65-74,1,Female,1,NHW
34,SCNC,Stomach Non-Cardia,15.41,1.99,1390166,215,28,5,65-74,1,Female,2,NHB
35,SCNC,Stomach Non-Cardia,18.16,1.87,1616432,294,31,5,65-74,1,Female,3,HIS
36,SCNC,Stomach Non-Cardia,18.53,1.98,1089947,202,22,5,65-74,1,Female,4,OTH
37,SCNC,Stomach Non-Cardia,8.67,0.6,10345066,898,63,5,65-74,2,Male,1,NHW
38,SCNC,Stomach Non-Cardia,25.8,2.96,1099252,284,33,5,65-74,2,Male,2,NHB
39,SCNC,Stomach Non-Cardia,25.3,2.4,1168063,296,29,5,65-74,2,Male,3,HIS
40,SCNC,Stomach Non-Cardia,27.71,2.7,989548,275,27,5,65-74,2,Male,4,OTH
41,SCNC,Stomach Non-Cardia,11.03,0.71,9145660,1009,65,6,75+,1,Female,1,NHW
42,SCNC,Stomach Non-Cardia,29.24,3.35,1249362,366,42,6,75+,1,Female,2,NHB
43,SCNC,Stomach Non-Cardia,25.69,2.65,737080,190,20,6,75+,1,Female,3,HIS
44,SCNC,Stomach Non-Cardia,26.44,2.71,689818,183,19,6,75+,1,Female,4,OTH
45,SCNC,Stomach Non-Cardia,17.51,1.06,6831819,1197,73,6,75+,2,Male,1,NHW
46,SCNC,Stomach Non-Cardia,46.72,5.54,670963,314,38,6,75+,2,Male,2,NHB
47,SCNC,Stomach Non-Cardia,44.34,4.25,548525,244,24,6,75+,2,Male,3,HIS
48,SCNC,Stomach Non-Cardia,53.09,4.6,638884,340,30,6,75+,2,Male,4,OTH
1,TC,Thyroid,21.43,0.72,18192633,3899,131,1,20-34,1,Female,1,NHW
2,TC,Thyroid,8.23,0.84,4596338,379,39,1,20-34,1,Female,2,NHB
3,TC,Thyroid,17.97,0.84,6549965,1177,56,1,20-34,1,Female,3,HIS
4,TC,Thyroid,20.45,1.31,3878604,794,51,1,20-34,1,Female,4,OTH
5,TC,Thyroid,4.77,0.33,19295314,920,64,1,20-34,2,Male,1,NHW
6,TC,Thyroid,1.19,0.32,4186659,50,14,1,20-34,2,Male,2,NHB
7,TC,Thyroid,3.44,0.35,6886181,237,25,1,20-34,2,Male,3,HIS
8,TC,Thyroid,3.5,0.54,3785306,133,21,1,20-34,2,Male,4,OTH
9,TC,Thyroid,35.35,1.16,10789518,3815,126,2,35-44,1,Female,1,NHW
10,TC,Thyroid,17.06,1.6,2841551,485,46,2,35-44,1,Female,2,NHB
11,TC,Thyroid,30.62,1.43,4706043,1442,68,2,35-44,1,Female,3,HIS
12,TC,Thyroid,42.03,2.23,2705155,1138,61,2,35-44,1,Female,4,OTH
13,TC,Thyroid,10.22,0.61,10698668,1094,66,2,35-44,2,Male,1,NHW
14,TC,Thyroid,2.46,0.63,2373836,59,15,2,35-44,2,Male,2,NHB
15,TC,Thyroid,6.05,0.62,4477083,271,28,2,35-44,2,Male,3,HIS
16,TC,Thyroid,10.34,1.17,2268050,235,27,2,35-44,2,Male,4,OTH
17,TC,Thyroid,35.82,1.11,12961330,4644,144,3,45-54,1,Female,1,NHW
18,TC,Thyroid,21.49,1.8,2294986,494,42,3,45-54,1,Female,2,NHB
19,TC,Thyroid,36.72,1.7,2981376,1095,51,3,45-54,1,Female,3,HIS
20,TC,Thyroid,38.67,2.26,1908325,738,44,3,45-54,1,Female,4,OTH
21,TC,Thyroid,12.67,0.66,10622756,1346,71,3,45-54,2,Male,1,NHW
22,TC,Thyroid,3.72,0.79,2323392,87,19,3,45-54,2,Male,2,NHB
23,TC,Thyroid,8.34,0.8,3207152,268,26,3,45-54,2,Male,3,HIS
24,TC,Thyroid,14.39,1.47,2807268,405,42,3,45-54,2,Male,4,OTH
25,TC,Thyroid,31.56,0.97,16626401,5248,162,4,55-64,1,Female,1,NHW
26,TC,Thyroid,23.95,1.96,3005374,720,59,4,55-64,1,Female,2,NHB
27,TC,Thyroid,34.21,1.92,2911586,997,56,4,55-64,1,Female,3,HIS
28,TC,Thyroid,38.28,2.39,2629488,1007,63,4,55-64,1,Female,4,OTH
29,TC,Thyroid,17.69,0.74,15564860,2753,116,4,55-64,2,Male,1,NHW
30,TC,Thyroid,10.81,1.42,2050599,222,30,4,55-64,2,Male,2,NHB
31,TC,Thyroid,11.58,1.15,2832735,329,33,4,55-64,2,Male,3,HIS
32,TC,Thyroid,15.45,1.66,2195076,340,37,4,55-64,2,Male,4,OTH
33,TC,Thyroid,32.3,1.1,11513863,3719,127,5,65-74,1,Female,1,NHW
34,TC,Thyroid,29.79,2.77,1390166,415,39,5,65-74,1,Female,2,NHB
35,TC,Thyroid,36.32,2.65,1616432,588,43,5,65-74,1,Female,3,HIS
36,TC,Thyroid,37.69,2.82,1089947,411,31,5,65-74,1,Female,4,OTH
37,TC,Thyroid,20.76,0.93,10345066,2148,97,5,65-74,2,Male,1,NHW
38,TC,Thyroid,13.24,2.12,1099252,146,24,5,65-74,2,Male,2,NHB
39,TC,Thyroid,13.22,1.74,1168063,155,21,5,65-74,2,Male,3,HIS
40,TC,Thyroid,13.72,1.9,989548,136,19,5,65-74,2,Male,4,OTH
41,TC,Thyroid,18.74,0.93,9145660,1715,86,6,75+,1,Female,1,NHW
42,TC,Thyroid,15.77,2.46,1249362,198,31,6,75+,1,Female,2,NHB
43,TC,Thyroid,23.77,2.55,737080,176,19,6,75+,1,Female,3,HIS
44,TC,Thyroid,16.7,2.16,689818,116,15,6,75+,1,Female,4,OTH
45,TC,Thyroid,15.92,1.01,6831819,1088,70,6,75+,2,Male,1,NHW
46,TC,Thyroid,6.58,2.08,670963,45,14,6,75+,2,Male,2,NHB
47,TC,Thyroid,14.64,2.44,548525,81,14,6,75+,2,Male,3,HIS
48,TC,Thyroid,14.77,2.43,638884,95,16,6,75+,2,Male,4,OTH
1,UC,Corpus Uteri,2.27,0.24,18192633,413,44,1,20-34,1,Female,1,NHW
2,UC,Corpus Uteri,1.73,0.39,4596338,80,18,1,20-34,1,Female,2,NHB
3,UC,Corpus Uteri,3.99,0.4,6549965,262,27,1,20-34,1,Female,3,HIS
4,UC,Corpus Uteri,3.67,0.55,3878604,143,22,1,20-34,1,Female,4,OTH
5,UC,Corpus Uteri,0,0,19295314,0,0,1,20-34,2,Male,1,NHW
6,UC,Corpus Uteri,0,0,4186659,0,0,1,20-34,2,Male,2,NHB
7,UC,Corpus Uteri,0,0,6886181,0,0,1,20-34,2,Male,3,HIS
8,UC,Corpus Uteri,0,0,3785306,0,0,1,20-34,2,Male,4,OTH
9,UC,Corpus Uteri,10.48,0.63,10789518,1131,68,2,35-44,1,Female,1,NHW
10,UC,Corpus Uteri,10.63,1.26,2841551,302,36,2,35-44,1,Female,2,NHB
11,UC,Corpus Uteri,16.28,1.04,4706043,767,49,2,35-44,1,Female,3,HIS
12,UC,Corpus Uteri,19.3,1.51,2705155,523,41,2,35-44,1,Female,4,OTH
13,UC,Corpus Uteri,0,0,10698668,0,0,2,35-44,2,Male,1,NHW
14,UC,Corpus Uteri,0,0,2373836,0,0,2,35-44,2,Male,2,NHB
15,UC,Corpus Uteri,0,0,4477083,0,0,2,35-44,2,Male,3,HIS
16,UC,Corpus Uteri,0,0,2268050,0,0,2,35-44,2,Male,4,OTH
17,UC,Corpus Uteri,37.02,1.13,12961330,4799,147,3,45-54,1,Female,1,NHW
18,UC,Corpus Uteri,24.82,1.94,2294986,570,45,3,45-54,1,Female,2,NHB
19,UC,Corpus Uteri,34.91,1.66,2981376,1041,50,3,45-54,1,Female,3,HIS
20,UC,Corpus Uteri,50.11,2.57,1908325,957,50,3,45-54,1,Female,4,OTH
21,UC,Corpus Uteri,0,0,10622756,0,0,3,45-54,2,Male,1,NHW
22,UC,Corpus Uteri,0,0,2323392,0,0,3,45-54,2,Male,2,NHB
23,UC,Corpus Uteri,0,0,3207152,0,0,3,45-54,2,Male,3,HIS
24,UC,Corpus Uteri,0,0,2807268,0,0,3,45-54,2,Male,4,OTH
25,UC,Corpus Uteri,88.98,1.62,16626401,14795,270,4,55-64,1,Female,1,NHW
26,UC,Corpus Uteri,86.81,3.74,3005374,2609,113,4,55-64,1,Female,2,NHB
27,UC,Corpus Uteri,82.07,2.98,2911586,2390,87,4,55-64,1,Female,3,HIS
28,UC,Corpus Uteri,80.6,3.47,2629488,2120,92,4,55-64,1,Female,4,OTH
29,UC,Corpus Uteri,0,0,15564860,0,0,4,55-64,2,Male,1,NHW
30,UC,Corpus Uteri,0,0,2050599,0,0,4,55-64,2,Male,2,NHB
31,UC,Corpus Uteri,0,0,2832735,0,0,4,55-64,2,Male,3,HIS
32,UC,Corpus Uteri,0,0,2195076,0,0,4,55-64,2,Male,4,OTH
33,UC,Corpus Uteri,112.85,2.06,11513863,12994,238,5,65-74,1,Female,1,NHW
34,UC,Corpus Uteri,130.96,5.8,1390166,1821,81,5,65-74,1,Female,2,NHB
35,UC,Corpus Uteri,96.98,4.33,1616432,1568,70,5,65-74,1,Female,3,HIS
36,UC,Corpus Uteri,76.22,4.01,1089947,831,44,5,65-74,1,Female,4,OTH
37,UC,Corpus Uteri,0,0,10345066,0,0,5,65-74,2,Male,1,NHW
38,UC,Corpus Uteri,0,0,1099252,0,0,5,65-74,2,Male,2,NHB
39,UC,Corpus Uteri,0,0,1168063,0,0,5,65-74,2,Male,3,HIS
40,UC,Corpus Uteri,0,0,989548,0,0,5,65-74,2,Male,4,OTH
41,UC,Corpus Uteri,74.24,1.85,9145660,6790,170,6,75+,1,Female,1,NHW
42,UC,Corpus Uteri,87.33,5.8,1249362,1092,73,6,75+,1,Female,2,NHB
43,UC,Corpus Uteri,52.74,3.8,737080,389,29,6,75+,1,Female,3,HIS
44,UC,Corpus Uteri,47.6,3.64,689818,329,26,6,75+,1,Female,4,OTH
45,UC,Corpus Uteri,0,0,6831819,0,0,6,75+,2,Male,1,NHW
46,UC,Corpus Uteri,0,0,670963,0,0,6,75+,2,Male,2,NHB
47,UC,Corpus Uteri,0,0,548525,0,0,6,75+,2,Male,3,HIS
48,UC,Corpus Uteri,0,0,638884,0,0,6,75+,2,Male,4,OTH
