subgroup,outcome,risk_factor,RR_unit,RR,CI_lower,CI_upper,conversion_factor,RR_converted,SE_converted,RR_unit_converted
20,IHD,sea_omega3_fa,100mg/d,0.82,0.75,0.9,1,-0.19845093872383832,0.04651060122294761,100 mg/day
20,ISTK,gr_whole,50g/d,0.9,0.83,0.97,NA,NA,NA,NA
20,ISTK,veg_exc_sta,100g/d,0.8,0.7,0.92,NA,NA,NA,NA
20,ISTK,fruit,100g/d,0.86,0.8,0.92,149.37,-0.10097267840569302,0.02386928883199894,1 cup/day
20,Larynx,veg_exc_sta,100 g/d,0.91,0.87,0.96,NA,NA,NA,NA
20,Larynx,fruit,100 g/d,0.95,0.91,1,149.37,-0.034339756569291405,0.016106880099007893,1 cup/day
20,LC,veg_exc_sta,100/d,0.92,0.87,0.97,NA,NA,NA,NA
20,LC,fruit,100 g/d,0.82,0.76,0.89,149.37,-0.13285863207058868,0.026967520293704444,1 cup/day
20,SCNC,pf_pm,50g/d,1.18,1.01,1.38,30.21,0.2739398187315017,0.1317871702149347,1 oz eq/day
21,CC,gr_whole,3 servings/d,0.83,0.78,0.89,NA,NA,NA,NA
21,CC,dairy,400g/d,0.87,0.83,0.9,225,-0.2475770085929025,0.036720663280574696,1 cup/day
21,CC,pf_pm,50g/d,1.16,1.08,1.26,30.21,0.24564714518085604,0.06508466239185322,1 oz eq/day
21,CC,pf_redm,100g/d,1.12,1,1.25,30.21,0.3751363300463531,0.1884289153765561,1 oz eq/day
21,CC,fiber,10g/d,0.9,0.86,0.94,1,-0.10536051565782628,0.02269068520828983,10 g/day
21,DIAB,gr_whole,50g/d,0.86,0.8,0.92,NA,NA,NA,NA
21,DIAB,pf_ns,1oz/wk,0.96,0.94,0.98,NA,NA,NA,NA
21,DIAB,pf_pm,50g/d,1.65,1.3,2.08,30.21,0.8288237138571486,0.19844237837084946,1 oz eq/day
21,DIAB,pf_redm,100g/d,1.24,1.04,1.47,30.21,0.7120535571563902,0.29220768197225166,1 oz eq/day
21,HSTK,gr_whole,50g/d,0.9,0.83,0.97,NA,NA,NA,NA
21,HSTK,veg_exc_sta,100g/d,0.8,0.67,0.96,NA,NA,NA,NA
21,HSTK,fruit,100g/d,0.69,0.56,0.84,149.37,-0.24841914801555337,0.06924749049889882,1 cup/day
21,IHD,gr_whole,50g/d,0.96,0.93,0.99,NA,NA,NA,NA
21,IHD,veg_exc_sta,100g/d,0.94,0.91,0.97,NA,NA,NA,NA
21,IHD,fruit,100g/d,0.93,0.89,0.97,149.37,-0.04858451686070521,0.014700280083022661,1 cup/day
21,IHD,pf_pm,50g/d,1.47,1.14,1.88,30.21,0.6376405176938842,0.2112100983740744,1 oz eq/day
21,IHD,pufa_rep_carb,5%E/d,0.88,0.83,0.94,1,-0.12783337150988489,0.03174851389627703,5%E/day
21,IHD,pufa_rep_sfa,5%E/d,0.89,0.84,0.95,1,-0.11653381625595151,0.03139288080541511,5%E/day
21,IHD,sea_omega3_fa,100mg/d,0.82,0.75,0.9,1,-0.19845093872383832,0.04651060122294761,100 mg/day
21,ISTK,gr_whole,50g/d,0.9,0.83,0.97,NA,NA,NA,NA
21,ISTK,veg_exc_sta,100g/d,0.8,0.7,0.92,NA,NA,NA,NA
21,ISTK,fruit,100g/d,0.86,0.8,0.92,149.37,-0.10097267840569302,0.02386928883199894,1 cup/day
21,Larynx,veg_exc_sta,100 g/d,0.91,0.87,0.96,NA,NA,NA,NA
21,Larynx,fruit,100 g/d,0.95,0.91,1,149.37,-0.034339756569291405,0.016106880099007893,1 cup/day
21,LC,veg_exc_sta,100/d,0.92,0.87,0.97,NA,NA,NA,NA
21,LC,fruit,100 g/d,0.82,0.76,0.89,149.37,-0.13285863207058868,0.026967520293704444,1 cup/day
21,SCNC,pf_pm,50g/d,1.18,1.01,1.38,30.21,0.2739398187315017,0.1317871702149347,1 oz eq/day
22,CC,gr_whole,3 servings/d,0.83,0.78,0.89,NA,NA,NA,NA
22,CC,dairy,400g/d,0.87,0.83,0.9,225,-0.2475770085929025,0.036720663280574696,1 cup/day
22,CC,pf_pm,50g/d,1.16,1.08,1.26,30.21,0.24564714518085604,0.06508466239185322,1 oz eq/day
22,CC,pf_redm,100g/d,1.12,1,1.25,30.21,0.3751363300463531,0.1884289153765561,1 oz eq/day
22,CC,fiber,10g/d,0.9,0.86,0.94,1,-0.10536051565782628,0.02269068520828983,10 g/day
22,DIAB,gr_whole,50g/d,0.86,0.8,0.92,NA,NA,NA,NA
22,DIAB,pf_ns,1oz/wk,0.96,0.94,0.98,NA,NA,NA,NA
22,DIAB,pf_pm,50g/d,1.65,1.3,2.08,30.21,0.8288237138571486,0.19844237837084946,1 oz eq/day
22,DIAB,pf_redm,100g/d,1.24,1.04,1.47,30.21,0.7120535571563902,0.29220768197225166,1 oz eq/day
22,HSTK,gr_whole,50g/d,0.9,0.83,0.97,NA,NA,NA,NA
22,HSTK,veg_exc_sta,100g/d,0.8,0.67,0.96,NA,NA,NA,NA
22,HSTK,fruit,100g/d,0.69,0.56,0.84,149.37,-0.24841914801555337,0.06924749049889882,1 cup/day
22,IHD,gr_whole,50g/d,0.96,0.93,0.99,NA,NA,NA,NA
22,IHD,veg_exc_sta,100g/d,0.94,0.91,0.97,NA,NA,NA,NA
22,IHD,fruit,100g/d,0.93,0.89,0.97,149.37,-0.04858451686070521,0.014700280083022661,1 cup/day
22,IHD,pf_pm,50g/d,1.47,1.14,1.88,30.21,0.6376405176938842,0.2112100983740744,1 oz eq/day
22,IHD,pufa_rep_carb,5%E/d,0.88,0.83,0.94,1,-0.12783337150988489,0.03174851389627703,5%E/day
22,IHD,pufa_rep_sfa,5%E/d,0.89,0.84,0.95,1,-0.11653381625595151,0.03139288080541511,5%E/day
22,IHD,sea_omega3_fa,100mg/d,0.82,0.75,0.9,1,-0.19845093872383832,0.04651060122294761,100 mg/day
22,ISTK,gr_whole,50g/d,0.9,0.83,0.97,NA,NA,NA,NA
22,ISTK,veg_exc_sta,100g/d,0.8,0.7,0.92,NA,NA,NA,NA
22,ISTK,fruit,100g/d,0.86,0.8,0.92,149.37,-0.10097267840569302,0.02386928883199894,1 cup/day
22,Larynx,veg_exc_sta,100 g/d,0.91,0.87,0.96,NA,NA,NA,NA
22,Larynx,fruit,100 g/d,0.95,0.91,1,149.37,-0.034339756569291405,0.016106880099007893,1 cup/day
22,LC,veg_exc_sta,100/d,0.92,0.87,0.97,NA,NA,NA,NA
22,LC,fruit,100 g/d,0.82,0.76,0.89,149.37,-0.13285863207058868,0.026967520293704444,1 cup/day
22,SCNC,pf_pm,50g/d,1.18,1.01,1.38,30.21,0.2739398187315017,0.1317871702149347,1 oz eq/day
23,CC,gr_whole,3 servings/d,0.83,0.78,0.89,NA,NA,NA,NA
23,CC,dairy,400g/d,0.87,0.83,0.9,225,-0.2475770085929025,0.036720663280574696,1 cup/day
23,CC,pf_pm,50g/d,1.16,1.08,1.26,30.21,0.24564714518085604,0.06508466239185322,1 oz eq/day
23,CC,pf_redm,100g/d,1.12,1,1.25,30.21,0.3751363300463531,0.1884289153765561,1 oz eq/day
23,CC,fiber,10g/d,0.9,0.86,0.94,1,-0.10536051565782628,0.02269068520828983,10 g/day
23,DIAB,gr_whole,50g/d,0.86,0.8,0.92,NA,NA,NA,NA
23,DIAB,pf_ns,1oz/wk,0.96,0.94,0.98,NA,NA,NA,NA
23,DIAB,pf_pm,50g/d,1.65,1.3,2.08,30.21,0.8288237138571486,0.19844237837084946,1 oz eq/day
23,DIAB,pf_redm,100g/d,1.24,1.04,1.47,30.21,0.7120535571563902,0.29220768197225166,1 oz eq/day
23,HSTK,gr_whole,50g/d,0.9,0.83,0.97,NA,NA,NA,NA
23,HSTK,veg_exc_sta,100g/d,0.8,0.67,0.96,NA,NA,NA,NA
23,HSTK,fruit,100g/d,0.69,0.56,0.84,149.37,-0.24841914801555337,0.06924749049889882,1 cup/day
23,IHD,gr_whole,50g/d,0.96,0.93,0.99,NA,NA,NA,NA
23,IHD,veg_exc_sta,100g/d,0.94,0.91,0.97,NA,NA,NA,NA
23,IHD,fruit,100g/d,0.93,0.89,0.97,149.37,-0.04858451686070521,0.014700280083022661,1 cup/day
23,IHD,pf_pm,50g/d,1.47,1.14,1.88,30.21,0.6376405176938842,0.2112100983740744,1 oz eq/day
23,IHD,pufa_rep_carb,5%E/d,0.88,0.83,0.94,1,-0.12783337150988489,0.03174851389627703,5%E/day
23,IHD,pufa_rep_sfa,5%E/d,0.89,0.84,0.95,1,-0.11653381625595151,0.03139288080541511,5%E/day
23,IHD,sea_omega3_fa,100mg/d,0.82,0.75,0.9,1,-0.19845093872383832,0.04651060122294761,100 mg/day
23,ISTK,gr_whole,50g/d,0.9,0.83,0.97,NA,NA,NA,NA
23,ISTK,veg_exc_sta,100g/d,0.8,0.7,0.92,NA,NA,NA,NA
23,ISTK,fruit,100g/d,0.86,0.8,0.92,149.37,-0.10097267840569302,0.02386928883199894,1 cup/day
23,Larynx,veg_exc_sta,100 g/d,0.91,0.87,0.96,NA,NA,NA,NA
23,Larynx,fruit,100 g/d,0.95,0.91,1,149.37,-0.034339756569291405,0.016106880099007893,1 cup/day
23,LC,veg_exc_sta,100/d,0.92,0.87,0.97,NA,NA,NA,NA
23,LC,fruit,100 g/d,0.82,0.76,0.89,149.37,-0.13285863207058868,0.026967520293704444,1 cup/day
23,SCNC,pf_pm,50g/d,1.18,1.01,1.38,30.21,0.2739398187315017,0.1317871702149347,1 oz eq/day
24,CC,gr_whole,3 servings/d,0.83,0.78,0.89,NA,NA,NA,NA
24,CC,dairy,400g/d,0.87,0.83,0.9,225,-0.2475770085929025,0.036720663280574696,1 cup/day
24,CC,pf_pm,50g/d,1.16,1.08,1.26,30.21,0.24564714518085604,0.06508466239185322,1 oz eq/day
24,CC,pf_redm,100g/d,1.12,1,1.25,30.21,0.3751363300463531,0.1884289153765561,1 oz eq/day
24,CC,fiber,10g/d,0.9,0.86,0.94,1,-0.10536051565782628,0.02269068520828983,10 g/day
24,DIAB,gr_whole,50g/d,0.86,0.8,0.92,NA,NA,NA,NA
24,DIAB,pf_ns,1oz/wk,0.96,0.94,0.98,NA,NA,NA,NA
24,DIAB,pf_pm,50g/d,1.65,1.3,2.08,30.21,0.8288237138571486,0.19844237837084946,1 oz eq/day
24,DIAB,pf_redm,100g/d,1.24,1.04,1.47,30.21,0.7120535571563902,0.29220768197225166,1 oz eq/day
24,HSTK,gr_whole,50g/d,0.9,0.83,0.97,NA,NA,NA,NA
24,HSTK,veg_exc_sta,100g/d,0.8,0.67,0.96,NA,NA,NA,NA
24,HSTK,fruit,100g/d,0.69,0.56,0.84,149.37,-0.24841914801555337,0.06924749049889882,1 cup/day
24,IHD,gr_whole,50g/d,0.96,0.93,0.99,NA,NA,NA,NA
24,IHD,veg_exc_sta,100g/d,0.94,0.91,0.97,NA,NA,NA,NA
24,IHD,fruit,100g/d,0.93,0.89,0.97,149.37,-0.04858451686070521,0.014700280083022661,1 cup/day
24,IHD,pf_pm,50g/d,1.47,1.14,1.88,30.21,0.6376405176938842,0.2112100983740744,1 oz eq/day
24,IHD,pufa_rep_carb,5%E/d,0.88,0.83,0.94,1,-0.12783337150988489,0.03174851389627703,5%E/day
24,IHD,pufa_rep_sfa,5%E/d,0.89,0.84,0.95,1,-0.11653381625595151,0.03139288080541511,5%E/day
24,IHD,sea_omega3_fa,100mg/d,0.82,0.75,0.9,1,-0.19845093872383832,0.04651060122294761,100 mg/day
24,ISTK,gr_whole,50g/d,0.9,0.83,0.97,NA,NA,NA,NA
24,ISTK,veg_exc_sta,100g/d,0.8,0.7,0.92,NA,NA,NA,NA
24,ISTK,fruit,100g/d,0.86,0.8,0.92,149.37,-0.10097267840569302,0.02386928883199894,1 cup/day
24,Larynx,veg_exc_sta,100 g/d,0.91,0.87,0.96,NA,NA,NA,NA
24,Larynx,fruit,100 g/d,0.95,0.91,1,149.37,-0.034339756569291405,0.016106880099007893,1 cup/day
24,LC,veg_exc_sta,100/d,0.92,0.87,0.97,NA,NA,NA,NA
24,LC,fruit,100 g/d,0.82,0.76,0.89,149.37,-0.13285863207058868,0.026967520293704444,1 cup/day
24,SCNC,pf_pm,50g/d,1.18,1.01,1.38,30.21,0.2739398187315017,0.1317871702149347,1 oz eq/day
25,CC,gr_whole,3 servings/d,0.83,0.78,0.89,NA,NA,NA,NA
25,CC,dairy,400g/d,0.87,0.83,0.9,225,-0.2475770085929025,0.036720663280574696,1 cup/day
25,CC,pf_pm,50g/d,1.16,1.08,1.26,30.21,0.24564714518085604,0.06508466239185322,1 oz eq/day
25,CC,pf_redm,100g/d,1.12,1,1.25,30.21,0.3751363300463531,0.1884289153765561,1 oz eq/day
25,CC,fiber,10g/d,0.9,0.86,0.94,1,-0.10536051565782628,0.02269068520828983,10 g/day
25,DIAB,gr_whole,50g/d,0.88,0.83,0.93,NA,NA,NA,NA
25,DIAB,pf_ns,1oz/wk,0.97,0.95,0.98,NA,NA,NA,NA
25,DIAB,pf_pm,50g/d,1.52,1.24,1.83,30.21,0.6929995611687935,0.16432784591042301,1 oz eq/day
25,DIAB,pf_redm,100g/d,1.19,1.03,1.37,30.21,0.5758136614479907,0.2408750461045548,1 oz eq/day
25,HSTK,gr_whole,50g/d,0.91,0.86,0.97,NA,NA,NA,NA
25,HSTK,veg_exc_sta,100g/d,0.83,0.72,0.96,NA,NA,NA,NA
25,HSTK,fruit,100g/d,0.73,0.61,0.87,149.37,-0.21069206992013137,0.06063464074303784,1 cup/day
25,IHD,gr_whole,50g/d,0.97,0.94,0.99,NA,NA,NA,NA
25,IHD,veg_exc_sta,100g/d,0.95,0.93,0.98,NA,NA,NA,NA
25,IHD,fruit,100g/d,0.94,0.91,0.98,149.37,-0.04142425099958996,0.012656554152221954,1 cup/day
25,IHD,pf_pm,50g/d,1.38,1.11,1.69,30.21,0.5330743117661589,0.1774857095614454,1 oz eq/day
25,IHD,pufa_rep_carb,5%E/d,0.9,0.86,0.95,1,-0.10536051565782628,0.025390202894651298,5%E/day
25,IHD,pufa_rep_sfa,5%E/d,0.91,0.87,0.95,1,-0.09431067947124129,0.022441013506621702,5%E/day
25,IHD,sea_omega3_fa,100mg/d,0.85,0.79,0.92,1,-0.16251892949777494,0.03886242974031092,100 mg/day
25,ISTK,gr_whole,50g/d,0.91,0.86,0.97,NA,NA,NA,NA
25,ISTK,veg_exc_sta,100g/d,0.83,0.74,0.93,NA,NA,NA,NA
25,ISTK,fruit,100g/d,0.88,0.83,0.93,149.37,-0.08558169077450953,0.01942834827306287,1 cup/day
25,Larynx,veg_exc_sta,100 g/d,0.91,0.87,0.96,NA,NA,NA,NA
25,Larynx,fruit,100 g/d,0.95,0.91,1,149.37,-0.034339756569291405,0.016106880099007893,1 cup/day
25,LC,veg_exc_sta,100/d,0.92,0.87,0.97,NA,NA,NA,NA
25,LC,fruit,100 g/d,0.82,0.76,0.89,149.37,-0.13285863207058868,0.026967520293704444,1 cup/day
25,SCNC,pf_pm,50g/d,1.18,1.01,1.38,30.21,0.2739398187315017,0.1317871702149347,1 oz eq/day
26,CC,gr_whole,3 servings/d,0.83,0.78,0.89,NA,NA,NA,NA
26,CC,dairy,400g/d,0.87,0.83,0.9,225,-0.2475770085929025,0.036720663280574696,1 cup/day
26,CC,pf_pm,50g/d,1.16,1.08,1.26,30.21,0.24564714518085604,0.06508466239185322,1 oz eq/day
26,CC,pf_redm,100g/d,1.12,1,1.25,30.21,0.3751363300463531,0.1884289153765561,1 oz eq/day
26,CC,fiber,10g/d,0.9,0.86,0.94,1,-0.10536051565782628,0.02269068520828983,10 g/day
26,DIAB,gr_whole,50g/d,0.88,0.83,0.93,NA,NA,NA,NA
26,DIAB,pf_ns,1oz/wk,0.97,0.95,0.98,NA,NA,NA,NA
26,DIAB,pf_pm,50g/d,1.52,1.24,1.83,30.21,0.6929995611687935,0.16432784591042301,1 oz eq/day
26,DIAB,pf_redm,100g/d,1.19,1.03,1.37,30.21,0.5758136614479907,0.2408750461045548,1 oz eq/day
26,HSTK,gr_whole,50g/d,0.91,0.86,0.97,NA,NA,NA,NA
26,HSTK,veg_exc_sta,100g/d,0.83,0.72,0.96,NA,NA,NA,NA
26,HSTK,fruit,100g/d,0.73,0.61,0.87,149.37,-0.21069206992013137,0.06063464074303784,1 cup/day
26,IHD,gr_whole,50g/d,0.97,0.94,0.99,NA,NA,NA,NA
26,IHD,veg_exc_sta,100g/d,0.95,0.93,0.98,NA,NA,NA,NA
26,IHD,fruit,100g/d,0.94,0.91,0.98,149.37,-0.04142425099958996,0.012656554152221954,1 cup/day
26,IHD,pf_pm,50g/d,1.38,1.11,1.69,30.21,0.5330743117661589,0.1774857095614454,1 oz eq/day
26,IHD,pufa_rep_carb,5%E/d,0.9,0.86,0.95,1,-0.10536051565782628,0.025390202894651298,5%E/day
26,IHD,pufa_rep_sfa,5%E/d,0.91,0.87,0.95,1,-0.09431067947124129,0.022441013506621702,5%E/day
26,IHD,sea_omega3_fa,100mg/d,0.85,0.79,0.92,1,-0.16251892949777494,0.03886242974031092,100 mg/day
26,ISTK,gr_whole,50g/d,0.91,0.86,0.97,NA,NA,NA,NA
26,ISTK,veg_exc_sta,100g/d,0.83,0.74,0.93,NA,NA,NA,NA
26,ISTK,fruit,100g/d,0.88,0.83,0.93,149.37,-0.08558169077450953,0.01942834827306287,1 cup/day
26,Larynx,veg_exc_sta,100 g/d,0.91,0.87,0.96,NA,NA,NA,NA
26,Larynx,fruit,100 g/d,0.95,0.91,1,149.37,-0.034339756569291405,0.016106880099007893,1 cup/day
26,LC,veg_exc_sta,100/d,0.92,0.87,0.97,NA,NA,NA,NA
26,LC,fruit,100 g/d,0.82,0.76,0.89,149.37,-0.13285863207058868,0.026967520293704444,1 cup/day
26,SCNC,pf_pm,50g/d,1.18,1.01,1.38,30.21,0.2739398187315017,0.1317871702149347,1 oz eq/day
27,CC,gr_whole,3 servings/d,0.83,0.78,0.89,NA,NA,NA,NA
27,CC,dairy,400g/d,0.87,0.83,0.9,225,-0.2475770085929025,0.036720663280574696,1 cup/day
27,CC,pf_pm,50g/d,1.16,1.08,1.26,30.21,0.24564714518085604,0.06508466239185322,1 oz eq/day
27,CC,pf_redm,100g/d,1.12,1,1.25,30.21,0.3751363300463531,0.1884289153765561,1 oz eq/day
27,CC,fiber,10g/d,0.9,0.86,0.94,1,-0.10536051565782628,0.02269068520828983,10 g/day
27,DIAB,gr_whole,50g/d,0.88,0.83,0.93,NA,NA,NA,NA
27,DIAB,pf_ns,1oz/wk,0.97,0.95,0.98,NA,NA,NA,NA
27,DIAB,pf_pm,50g/d,1.52,1.24,1.83,30.21,0.6929995611687935,0.16432784591042301,1 oz eq/day
27,DIAB,pf_redm,100g/d,1.19,1.03,1.37,30.21,0.5758136614479907,0.2408750461045548,1 oz eq/day
27,HSTK,gr_whole,50g/d,0.91,0.86,0.97,NA,NA,NA,NA
27,HSTK,veg_exc_sta,100g/d,0.83,0.72,0.96,NA,NA,NA,NA
27,HSTK,fruit,100g/d,0.73,0.61,0.87,149.37,-0.21069206992013137,0.06063464074303784,1 cup/day
27,IHD,gr_whole,50g/d,0.97,0.94,0.99,NA,NA,NA,NA
27,IHD,veg_exc_sta,100g/d,0.95,0.93,0.98,NA,NA,NA,NA
27,IHD,fruit,100g/d,0.94,0.91,0.98,149.37,-0.04142425099958996,0.012656554152221954,1 cup/day
27,IHD,pf_pm,50g/d,1.38,1.11,1.69,30.21,0.5330743117661589,0.1774857095614454,1 oz eq/day
27,IHD,pufa_rep_carb,5%E/d,0.9,0.86,0.95,1,-0.10536051565782628,0.025390202894651298,5%E/day
27,IHD,pufa_rep_sfa,5%E/d,0.91,0.87,0.95,1,-0.09431067947124129,0.022441013506621702,5%E/day
27,IHD,sea_omega3_fa,100mg/d,0.85,0.79,0.92,1,-0.16251892949777494,0.03886242974031092,100 mg/day
27,ISTK,gr_whole,50g/d,0.91,0.86,0.97,NA,NA,NA,NA
27,ISTK,veg_exc_sta,100g/d,0.83,0.74,0.93,NA,NA,NA,NA
27,ISTK,fruit,100g/d,0.88,0.83,0.93,149.37,-0.08558169077450953,0.01942834827306287,1 cup/day
27,Larynx,veg_exc_sta,100 g/d,0.91,0.87,0.96,NA,NA,NA,NA
27,Larynx,fruit,100 g/d,0.95,0.91,1,149.37,-0.034339756569291405,0.016106880099007893,1 cup/day
27,LC,veg_exc_sta,100/d,0.92,0.87,0.97,NA,NA,NA,NA
27,LC,fruit,100 g/d,0.82,0.76,0.89,149.37,-0.13285863207058868,0.026967520293704444,1 cup/day
27,SCNC,pf_pm,50g/d,1.18,1.01,1.38,30.21,0.2739398187315017,0.1317871702149347,1 oz eq/day
28,CC,gr_whole,3 servings/d,0.83,0.78,0.89,NA,NA,NA,NA
28,CC,dairy,400g/d,0.87,0.83,0.9,225,-0.2475770085929025,0.036720663280574696,1 cup/day
28,CC,pf_pm,50g/d,1.16,1.08,1.26,30.21,0.24564714518085604,0.06508466239185322,1 oz eq/day
28,CC,pf_redm,100g/d,1.12,1,1.25,30.21,0.3751363300463531,0.1884289153765561,1 oz eq/day
28,CC,fiber,10g/d,0.9,0.86,0.94,1,-0.10536051565782628,0.02269068520828983,10 g/day
28,DIAB,gr_whole,50g/d,0.88,0.83,0.93,NA,NA,NA,NA
28,DIAB,pf_ns,1oz/wk,0.97,0.95,0.98,NA,NA,NA,NA
28,DIAB,pf_pm,50g/d,1.52,1.24,1.83,30.21,0.6929995611687935,0.16432784591042301,1 oz eq/day
28,DIAB,pf_redm,100g/d,1.19,1.03,1.37,30.21,0.5758136614479907,0.2408750461045548,1 oz eq/day
28,HSTK,gr_whole,50g/d,0.91,0.86,0.97,NA,NA,NA,NA
28,HSTK,veg_exc_sta,100g/d,0.83,0.72,0.96,NA,NA,NA,NA
28,HSTK,fruit,100g/d,0.73,0.61,0.87,149.37,-0.21069206992013137,0.06063464074303784,1 cup/day
28,IHD,gr_whole,50g/d,0.97,0.94,0.99,NA,NA,NA,NA
28,IHD,veg_exc_sta,100g/d,0.95,0.93,0.98,NA,NA,NA,NA
28,IHD,fruit,100g/d,0.94,0.91,0.98,149.37,-0.04142425099958996,0.012656554152221954,1 cup/day
28,IHD,pf_pm,50g/d,1.38,1.11,1.69,30.21,0.5330743117661589,0.1774857095614454,1 oz eq/day
28,IHD,pufa_rep_carb,5%E/d,0.9,0.86,0.95,1,-0.10536051565782628,0.025390202894651298,5%E/day
28,IHD,pufa_rep_sfa,5%E/d,0.91,0.87,0.95,1,-0.09431067947124129,0.022441013506621702,5%E/day
28,IHD,sea_omega3_fa,100mg/d,0.85,0.79,0.92,1,-0.16251892949777494,0.03886242974031092,100 mg/day
28,ISTK,gr_whole,50g/d,0.91,0.86,0.97,NA,NA,NA,NA
28,ISTK,veg_exc_sta,100g/d,0.83,0.74,0.93,NA,NA,NA,NA
28,ISTK,fruit,100g/d,0.88,0.83,0.93,149.37,-0.08558169077450953,0.01942834827306287,1 cup/day
28,Larynx,veg_exc_sta,100 g/d,0.91,0.87,0.96,NA,NA,NA,NA
28,Larynx,fruit,100 g/d,0.95,0.91,1,149.37,-0.034339756569291405,0.016106880099007893,1 cup/day
28,LC,veg_exc_sta,100/d,0.92,0.87,0.97,NA,NA,NA,NA
28,LC,fruit,100 g/d,0.82,0.76,0.89,149.37,-0.13285863207058868,0.026967520293704444,1 cup/day
28,SCNC,pf_pm,50g/d,1.18,1.01,1.38,30.21,0.2739398187315017,0.1317871702149347,1 oz eq/day
29,CC,gr_whole,3 servings/d,0.83,0.78,0.89,NA,NA,NA,NA
29,CC,dairy,400g/d,0.87,0.83,0.9,225,-0.2475770085929025,0.036720663280574696,1 cup/day
29,CC,pf_pm,50g/d,1.16,1.08,1.26,30.21,0.24564714518085604,0.06508466239185322,1 oz eq/day
29,CC,pf_redm,100g/d,1.12,1,1.25,30.21,0.3751363300463531,0.1884289153765561,1 oz eq/day
29,CC,fiber,10g/d,0.9,0.86,0.94,1,-0.10536051565782628,0.02269068520828983,10 g/day
29,DIAB,gr_whole,50g/d,0.88,0.83,0.93,NA,NA,NA,NA
29,DIAB,pf_ns,1oz/wk,0.97,0.95,0.98,NA,NA,NA,NA
29,DIAB,pf_pm,50g/d,1.52,1.24,1.83,30.21,0.6929995611687935,0.16432784591042301,1 oz eq/day
29,DIAB,pf_redm,100g/d,1.19,1.03,1.37,30.21,0.5758136614479907,0.2408750461045548,1 oz eq/day
29,HSTK,gr_whole,50g/d,0.91,0.86,0.97,NA,NA,NA,NA
29,HSTK,veg_exc_sta,100g/d,0.83,0.72,0.96,NA,NA,NA,NA
29,HSTK,fruit,100g/d,0.73,0.61,0.87,149.37,-0.21069206992013137,0.06063464074303784,1 cup/day
29,IHD,gr_whole,50g/d,0.97,0.94,0.99,NA,NA,NA,NA
29,IHD,veg_exc_sta,100g/d,0.95,0.93,0.98,NA,NA,NA,NA
29,IHD,fruit,100g/d,0.94,0.91,0.98,149.37,-0.04142425099958996,0.012656554152221954,1 cup/day
29,IHD,pf_pm,50g/d,1.38,1.11,1.69,30.21,0.5330743117661589,0.1774857095614454,1 oz eq/day
29,IHD,pufa_rep_carb,5%E/d,0.9,0.86,0.95,1,-0.10536051565782628,0.025390202894651298,5%E/day
29,IHD,pufa_rep_sfa,5%E/d,0.91,0.87,0.95,1,-0.09431067947124129,0.022441013506621702,5%E/day
29,IHD,sea_omega3_fa,100mg/d,0.85,0.79,0.92,1,-0.16251892949777494,0.03886242974031092,100 mg/day
29,ISTK,gr_whole,50g/d,0.91,0.86,0.97,NA,NA,NA,NA
29,ISTK,veg_exc_sta,100g/d,0.83,0.74,0.93,NA,NA,NA,NA
29,ISTK,fruit,100g/d,0.88,0.83,0.93,149.37,-0.08558169077450953,0.01942834827306287,1 cup/day
29,Larynx,veg_exc_sta,100 g/d,0.91,0.87,0.96,NA,NA,NA,NA
29,Larynx,fruit,100 g/d,0.95,0.91,1,149.37,-0.034339756569291405,0.016106880099007893,1 cup/day
29,LC,veg_exc_sta,100/d,0.92,0.87,0.97,NA,NA,NA,NA
29,LC,fruit,100 g/d,0.82,0.76,0.89,149.37,-0.13285863207058868,0.026967520293704444,1 cup/day
29,SCNC,pf_pm,50g/d,1.18,1.01,1.38,30.21,0.2739398187315017,0.1317871702149347,1 oz eq/day
30,CC,gr_whole,3 servings/d,0.83,0.78,0.89,NA,NA,NA,NA
30,CC,dairy,400g/d,0.87,0.83,0.9,225,-0.2475770085929025,0.036720663280574696,1 cup/day
30,CC,pf_pm,50g/d,1.16,1.08,1.26,30.21,0.24564714518085604,0.06508466239185322,1 oz eq/day
30,CC,pf_redm,100g/d,1.12,1,1.25,30.21,0.3751363300463531,0.1884289153765561,1 oz eq/day
30,CC,fiber,10g/d,0.9,0.86,0.94,1,-0.10536051565782628,0.02269068520828983,10 g/day
30,DIAB,gr_whole,50g/d,0.88,0.83,0.93,NA,NA,NA,NA
30,DIAB,pf_ns,1oz/wk,0.97,0.95,0.98,NA,NA,NA,NA
30,DIAB,pf_pm,50g/d,1.52,1.24,1.83,30.21,0.6929995611687935,0.16432784591042301,1 oz eq/day
30,DIAB,pf_redm,100g/d,1.19,1.03,1.37,30.21,0.5758136614479907,0.2408750461045548,1 oz eq/day
30,HSTK,gr_whole,50g/d,0.91,0.86,0.97,NA,NA,NA,NA
30,HSTK,veg_exc_sta,100g/d,0.83,0.72,0.96,NA,NA,NA,NA
30,HSTK,fruit,100g/d,0.73,0.61,0.87,149.37,-0.21069206992013137,0.06063464074303784,1 cup/day
30,IHD,gr_whole,50g/d,0.97,0.94,0.99,NA,NA,NA,NA
30,IHD,veg_exc_sta,100g/d,0.95,0.93,0.98,NA,NA,NA,NA
