"Notes"	"Gender"	"Gender Code"	"Hispanic Origin"	"Hispanic Origin Code"	"Race"	"Race Code"	"Ten-Year Age Groups"	"Ten-Year Age Groups Code"	"ICD-10 113 Cause List"	"ICD-10 113 Cause List Code"	Deaths	Population	Crude Rate	Crude Rate Lower 95% Confidence Interval	Crude Rate Upper 95% Confidence Interval	Crude Rate Standard Error
	"Female"	"F"	"Not Hispanic or Latino"	"2186-2"	"White"	"2106-3"	"85+ years"	"85+"	"#Essential hypertension and hypertensive renal disease (I10,I12,I15)"	"GR113-069"	15411	6717025	229.43	225.81	233.05	1.85
	"Female"	"F"	"Not Hispanic or Latino"	"2186-2"	"White"	"2106-3"	"85+ years"	"85+"	"#Cerebrovascular diseases (I60-I69)"	"GR113-070"	71695	6717025	1067.36	1059.55	1075.18	3.99
	"Female"	"F"	"Not Hispanic or Latino"	"2186-2"	"White"	"2106-3"	"85+ years"	"85+"	"#Atherosclerosis (I70)"	"GR113-071"	3756	6717025	55.92	54.13	57.71	0.91
	"Female"	"F"	"Not Hispanic or Latino"	"2186-2"	"White"	"2106-3"	"85+ years"	"85+"	"#Aortic aneurysm and dissection (I71)"	"GR113-073"	2479	6717025	36.91	35.45	38.36	0.74
	"Female"	"F"	"Not Hispanic or Latino"	"2186-2"	"White"	"2106-3"	"85+ years"	"85+"	"Other diseases of arteries, arterioles and capillaries (I72-I78)"	"GR113-074"	3879	6717025	57.75	55.93	59.57	0.93
	"Female"	"F"	"Not Hispanic or Latino"	"2186-2"	"White"	"2106-3"	"85+ years"	"85+"	"Other disorders of circulatory system (I80-I99)"	"GR113-075"	1058	6717025	15.75	14.80	16.70	0.48
	"Male"	"M"	"Not Hispanic or Latino"	"2186-2"	"Black or African American"	"2054-5"	"25-34 years"	"25-34"	"#Diabetes mellitus (E10-E14)"	"GR113-046"	269	6054335	4.44	3.91	4.97	0.27
	"Male"	"M"	"Not Hispanic or Latino"	"2186-2"	"Black or African American"	"2054-5"	"25-34 years"	"25-34"	"Acute rheumatic fever and chronic rheumatic heart diseases (I00-I09)"	"GR113-055"	7	6054335	Unreliable	0.05	0.24	0.04
	"Male"	"M"	"Not Hispanic or Latino"	"2186-2"	"Black or African American"	"2054-5"	"25-34 years"	"25-34"	"Hypertensive heart disease (I11)"	"GR113-056"	239	6054335	3.95	3.45	4.45	0.26
	"Male"	"M"	"Not Hispanic or Latino"	"2186-2"	"Black or African American"	"2054-5"	"25-34 years"	"25-34"	"Hypertensive heart and renal disease (I13)"	"GR113-057"	11	6054335	Unreliable	0.09	0.33	0.05
	"Male"	"M"	"Not Hispanic or Latino"	"2186-2"	"Black or African American"	"2054-5"	"25-34 years"	"25-34"	"Ischemic heart diseases (I20-I25)"	"GR113-058"	329	6054335	5.43	4.85	6.02	0.30
	"Male"	"M"	"Not Hispanic or Latino"	"2186-2"	"Black or African American"	"2054-5"	"25-34 years"	"25-34"	"Acute myocardial infarction (I21-I22)"	"GR113-059"	117	6054335	1.93	1.58	2.28	0.18
	"Male"	"M"	"Not Hispanic or Latino"	"2186-2"	"Black or African American"	"2054-5"	"25-34 years"	"25-34"	"Other acute ischemic heart diseases (I24)"	"GR113-060"	9	6054335	Unreliable	0.07	0.28	0.05
	"Male"	"M"	"Not Hispanic or Latino"	"2186-2"	"Black or African American"	"2054-5"	"25-34 years"	"25-34"	"Other forms of chronic ischemic heart disease (I20,I25)"	"GR113-061"	203	6054335	3.35	2.89	3.81	0.24
	"Male"	"M"	"Not Hispanic or Latino"	"2186-2"	"Black or African American"	"2054-5"	"25-34 years"	"25-34"	"Acute and subacute endocarditis (I33)"	"GR113-065"	4	6054335	Unreliable	0.02	0.17	0.03
	"Male"	"M"	"Not Hispanic or Latino"	"2186-2"	"Black or African American"	"2054-5"	"25-34 years"	"25-34"	"Diseases of pericardium and acute myocarditis (I30-I31,I40)"	"GR113-066"	17	6054335	Unreliable	0.16	0.45	0.07
	"Male"	"M"	"Not Hispanic or Latino"	"2186-2"	"Black or African American"	"2054-5"	"25-34 years"	"25-34"	"Heart failure (I50)"	"GR113-067"	66	6054335	1.09	0.84	1.39	0.13
	"Male"	"M"	"Not Hispanic or Latino"	"2186-2"	"Black or African American"	"2054-5"	"25-34 years"	"25-34"	"All other forms of heart disease (I26-I28,I34-I38,I42-I49,I51)"	"GR113-068"	556	6054335	9.18	8.42	9.95	0.39
	"Male"	"M"	"Not Hispanic or Latino"	"2186-2"	"Black or African American"	"2054-5"	"25-34 years"	"25-34"	"#Essential hypertension and hypertensive renal disease (I10,I12,I15)"	"GR113-069"	55	6054335	0.91	0.68	1.18	0.12
	"Male"	"M"	"Not Hispanic or Latino"	"2186-2"	"Black or African American"	"2054-5"	"25-34 years"	"25-34"	"#Cerebrovascular diseases (I60-I69)"	"GR113-070"	160	6054335	2.64	2.23	3.05	0.21
	"Male"	"M"	"Not Hispanic or Latino"	"2186-2"	"Black or African American"	"2054-5"	"25-34 years"	"25-34"	"#Atherosclerosis (I70)"	"GR113-071"	3	6054335	Unreliable	0.01	0.14	0.03
	"Male"	"M"	"Not Hispanic or Latino"	"2186-2"	"Black or African American"	"2054-5"	"25-34 years"	"25-34"	"#Aortic aneurysm and dissection (I71)"	"GR113-073"	44	6054335	0.73	0.53	0.98	0.11
	"Male"	"M"	"Not Hispanic or Latino"	"2186-2"	"Black or African American"	"2054-5"	"25-34 years"	"25-34"	"Other diseases of arteries, arterioles and capillaries (I72-I78)"	"GR113-074"	7	6054335	Unreliable	0.05	0.24	0.04
	"Male"	"M"	"Not Hispanic or Latino"	"2186-2"	"Black or African American"	"2054-5"	"25-34 years"	"25-34"	"Other disorders of circulatory system (I80-I99)"	"GR113-075"	67	6054335	1.11	0.86	1.41	0.14
	"Male"	"M"	"Not Hispanic or Latino"	"2186-2"	"Black or African American"	"2054-5"	"35-44 years"	"35-44"	"#Diabetes mellitus (E10-E14)"	"GR113-046"	639	5001019	12.78	11.79	13.77	0.51
	"Male"	"M"	"Not Hispanic or Latino"	"2186-2"	"Black or African American"	"2054-5"	"35-44 years"	"35-44"	"Acute rheumatic fever and chronic rheumatic heart diseases (I00-I09)"	"GR113-055"	12	5001019	Unreliable	0.12	0.42	0.07
	"Male"	"M"	"Not Hispanic or Latino"	"2186-2"	"Black or African American"	"2054-5"	"35-44 years"	"35-44"	"Hypertensive heart disease (I11)"	"GR113-056"	823	5001019	16.46	15.33	17.58	0.57
	"Male"	"M"	"Not Hispanic or Latino"	"2186-2"	"Black or African American"	"2054-5"	"35-44 years"	"35-44"	"Hypertensive heart and renal disease (I13)"	"GR113-057"	66	5001019	1.32	1.02	1.68	0.16
	"Male"	"M"	"Not Hispanic or Latino"	"2186-2"	"Black or African American"	"2054-5"	"35-44 years"	"35-44"	"Ischemic heart diseases (I20-I25)"	"GR113-058"	1430	5001019	28.59	27.11	30.08	0.76
	"Male"	"M"	"Not Hispanic or Latino"	"2186-2"	"Black or African American"	"2054-5"	"35-44 years"	"35-44"	"Acute myocardial infarction (I21-I22)"	"GR113-059"	500	5001019	10.00	9.12	10.87	0.45
	"Male"	"M"	"Not Hispanic or Latino"	"2186-2"	"Black or African American"	"2054-5"	"35-44 years"	"35-44"	"Other acute ischemic heart diseases (I24)"	"GR113-060"	25	5001019	0.50	0.32	0.74	0.10
	"Male"	"M"	"Not Hispanic or Latino"	"2186-2"	"Black or African American"	"2054-5"	"35-44 years"	"35-44"	"Other forms of chronic ischemic heart disease (I20,I25)"	"GR113-061"	905	5001019	18.10	16.92	19.28	0.60
	"Male"	"M"	"Not Hispanic or Latino"	"2186-2"	"Black or African American"	"2054-5"	"35-44 years"	"35-44"	"Acute and subacute endocarditis (I33)"	"GR113-065"	19	5001019	Unreliable	0.23	0.59	0.09
	"Male"	"M"	"Not Hispanic or Latino"	"2186-2"	"Black or African American"	"2054-5"	"35-44 years"	"35-44"	"Diseases of pericardium and acute myocarditis (I30-I31,I40)"	"GR113-066"	9	5001019	Unreliable	0.08	0.34	0.06
	"Male"	"M"	"Not Hispanic or Latino"	"2186-2"	"Black or African American"	"2054-5"	"35-44 years"	"35-44"	"Heart failure (I50)"	"GR113-067"	209	5001019	4.18	3.61	4.75	0.29
	"Male"	"M"	"Not Hispanic or Latino"	"2186-2"	"Black or African American"	"2054-5"	"35-44 years"	"35-44"	"All other forms of heart disease (I26-I28,I34-I38,I42-I49,I51)"	"GR113-068"	1082	5001019	21.64	20.35	22.92	0.66
	"Male"	"M"	"Not Hispanic or Latino"	"2186-2"	"Black or African American"	"2054-5"	"35-44 years"	"35-44"	"#Essential hypertension and hypertensive renal disease (I10,I12,I15)"	"GR113-069"	236	5001019	4.72	4.12	5.32	0.31
	"Male"	"M"	"Not Hispanic or Latino"	"2186-2"	"Black or African American"	"2054-5"	"35-44 years"	"35-44"	"#Cerebrovascular diseases (I60-I69)"	"GR113-070"	580	5001019	11.60	10.65	12.54	0.48
	"Male"	"M"	"Not Hispanic or Latino"	"2186-2"	"Black or African American"	"2054-5"	"35-44 years"	"35-44"	"#Atherosclerosis (I70)"	"GR113-071"	8	5001019	Unreliable	0.07	0.32	0.06
	"Male"	"M"	"Not Hispanic or Latino"	"2186-2"	"Black or African American"	"2054-5"	"35-44 years"	"35-44"	"#Aortic aneurysm and dissection (I71)"	"GR113-073"	149	5001019	2.98	2.50	3.46	0.24
	"Male"	"M"	"Not Hispanic or Latino"	"2186-2"	"Black or African American"	"2054-5"	"35-44 years"	"35-44"	"Other diseases of arteries, arterioles and capillaries (I72-I78)"	"GR113-074"	34	5001019	0.68	0.47	0.95	0.12
	"Male"	"M"	"Not Hispanic or Latino"	"2186-2"	"Black or African American"	"2054-5"	"35-44 years"	"35-44"	"Other disorders of circulatory system (I80-I99)"	"GR113-075"	103	5001019	2.06	1.66	2.46	0.20
	"Male"	"M"	"Not Hispanic or Latino"	"2186-2"	"Black or African American"	"2054-5"	"45-54 years"	"45-54"	"#Diabetes mellitus (E10-E14)"	"GR113-046"	1732	5051758	34.29	32.67	35.90	0.82
	"Male"	"M"	"Not Hispanic or Latino"	"2186-2"	"Black or African American"	"2054-5"	"45-54 years"	"45-54"	"Acute rheumatic fever and chronic rheumatic heart diseases (I00-I09)"	"GR113-055"	33	5051758	0.65	0.45	0.92	0.11
	"Male"	"M"	"Not Hispanic or Latino"	"2186-2"	"Black or African American"	"2054-5"	"45-54 years"	"45-54"	"Hypertensive heart disease (I11)"	"GR113-056"	1711	5051758	33.87	32.26	35.47	0.82
	"Male"	"M"	"Not Hispanic or Latino"	"2186-2"	"Black or African American"	"2054-5"	"45-54 years"	"45-54"	"Hypertensive heart and renal disease (I13)"	"GR113-057"	164	5051758	3.25	2.75	3.74	0.25
	"Male"	"M"	"Not Hispanic or Latino"	"2186-2"	"Black or African American"	"2054-5"	"45-54 years"	"45-54"	"Ischemic heart diseases (I20-I25)"	"GR113-058"	4713	5051758	93.29	90.63	95.96	1.36
	"Male"	"M"	"Not Hispanic or Latino"	"2186-2"	"Black or African American"	"2054-5"	"45-54 years"	"45-54"	"Acute myocardial infarction (I21-I22)"	"GR113-059"	1515	5051758	29.99	28.48	31.50	0.77
	"Male"	"M"	"Not Hispanic or Latino"	"2186-2"	"Black or African American"	"2054-5"	"45-54 years"	"45-54"	"Other acute ischemic heart diseases (I24)"	"GR113-060"	97	5051758	1.92	1.56	2.34	0.19
	"Male"	"M"	"Not Hispanic or Latino"	"2186-2"	"Black or African American"	"2054-5"	"45-54 years"	"45-54"	"Other forms of chronic ischemic heart disease (I20,I25)"	"GR113-061"	3101	5051758	61.38	59.22	63.55	1.10
	"Male"	"M"	"Not Hispanic or Latino"	"2186-2"	"Black or African American"	"2054-5"	"45-54 years"	"45-54"	"Acute and subacute endocarditis (I33)"	"GR113-065"	52	5051758	1.03	0.77	1.35	0.14
	"Male"	"M"	"Not Hispanic or Latino"	"2186-2"	"Black or African American"	"2054-5"	"45-54 years"	"45-54"	"Diseases of pericardium and acute myocarditis (I30-I31,I40)"	"GR113-066"	25	5051758	0.49	0.32	0.73	0.10
	"Male"	"M"	"Not Hispanic or Latino"	"2186-2"	"Black or African American"	"2054-5"	"45-54 years"	"45-54"	"Heart failure (I50)"	"GR113-067"	574	5051758	11.36	10.43	12.29	0.47
	"Male"	"M"	"Not Hispanic or Latino"	"2186-2"	"Black or African American"	"2054-5"	"45-54 years"	"45-54"	"All other forms of heart disease (I26-I28,I34-I38,I42-I49,I51)"	"GR113-068"	2274	5051758	45.01	43.16	46.86	0.94
	"Male"	"M"	"Not Hispanic or Latino"	"2186-2"	"Black or African American"	"2054-5"	"45-54 years"	"45-54"	"#Essential hypertension and hypertensive renal disease (I10,I12,I15)"	"GR113-069"	615	5051758	12.17	11.21	13.14	0.49
	"Male"	"M"	"Not Hispanic or Latino"	"2186-2"	"Black or African American"	"2054-5"	"45-54 years"	"45-54"	"#Cerebrovascular diseases (I60-I69)"	"GR113-070"	1576	5051758	31.20	29.66	32.74	0.79
	"Male"	"M"	"Not Hispanic or Latino"	"2186-2"	"Black or African American"	"2054-5"	"45-54 years"	"45-54"	"#Atherosclerosis (I70)"	"GR113-071"	12	5051758	Unreliable	0.12	0.41	0.07
	"Male"	"M"	"Not Hispanic or Latino"	"2186-2"	"Black or African American"	"2054-5"	"45-54 years"	"45-54"	"#Aortic aneurysm and dissection (I71)"	"GR113-073"	227	5051758	4.49	3.91	5.08	0.30
	"Male"	"M"	"Not Hispanic or Latino"	"2186-2"	"Black or African American"	"2054-5"	"45-54 years"	"45-54"	"Other diseases of arteries, arterioles and capillaries (I72-I78)"	"GR113-074"	88	5051758	1.74	1.40	2.15	0.19
	"Male"	"M"	"Not Hispanic or Latino"	"2186-2"	"Black or African American"	"2054-5"	"45-54 years"	"45-54"	"Other disorders of circulatory system (I80-I99)"	"GR113-075"	173	5051758	3.42	2.91	3.93	0.26
	"Male"	"M"	"Not Hispanic or Latino"	"2186-2"	"Black or African American"	"2054-5"	"55-64 years"	"55-64"	"#Diabetes mellitus (E10-E14)"	"GR113-046"	3418	4327836	78.98	76.33	81.62	1.35
	"Male"	"M"	"Not Hispanic or Latino"	"2186-2"	"Black or African American"	"2054-5"	"55-64 years"	"55-64"	"Acute rheumatic fever and chronic rheumatic heart diseases (I00-I09)"	"GR113-055"	52	4327836	1.20	0.90	1.58	0.17
	"Male"	"M"	"Not Hispanic or Latino"	"2186-2"	"Black or African American"	"2054-5"	"55-64 years"	"55-64"	"Hypertensive heart disease (I11)"	"GR113-056"	2741	4327836	63.33	60.96	65.71	1.21
	"Male"	"M"	"Not Hispanic or Latino"	"2186-2"	"Black or African American"	"2054-5"	"55-64 years"	"55-64"	"Hypertensive heart and renal disease (I13)"	"GR113-057"	272	4327836	6.28	5.54	7.03	0.38
	"Male"	"M"	"Not Hispanic or Latino"	"2186-2"	"Black or African American"	"2054-5"	"55-64 years"	"55-64"	"Ischemic heart diseases (I20-I25)"	"GR113-058"	10676	4327836	246.68	242.00	251.36	2.39
	"Male"	"M"	"Not Hispanic or Latino"	"2186-2"	"Black or African American"	"2054-5"	"55-64 years"	"55-64"	"Acute myocardial infarction (I21-I22)"	"GR113-059"	3301	4327836	76.27	73.67	78.88	1.33
	"Male"	"M"	"Not Hispanic or Latino"	"2186-2"	"Black or African American"	"2054-5"	"55-64 years"	"55-64"	"Other acute ischemic heart diseases (I24)"	"GR113-060"	192	4327836	4.44	3.81	5.06	0.32
	"Male"	"M"	"Not Hispanic or Latino"	"2186-2"	"Black or African American"	"2054-5"	"55-64 years"	"55-64"	"Other forms of chronic ischemic heart disease (I20,I25)"	"GR113-061"	7183	4327836	165.97	162.13	169.81	1.96
	"Male"	"M"	"Not Hispanic or Latino"	"2186-2"	"Black or African American"	"2054-5"	"55-64 years"	"55-64"	"Acute and subacute endocarditis (I33)"	"GR113-065"	49	4327836	1.13	0.84	1.50	0.16
	"Male"	"M"	"Not Hispanic or Latino"	"2186-2"	"Black or African American"	"2054-5"	"55-64 years"	"55-64"	"Diseases of pericardium and acute myocarditis (I30-I31,I40)"	"GR113-066"	28	4327836	0.65	0.43	0.94	0.12
	"Male"	"M"	"Not Hispanic or Latino"	"2186-2"	"Black or African American"	"2054-5"	"55-64 years"	"55-64"	"Heart failure (I50)"	"GR113-067"	1442	4327836	33.32	31.60	35.04	0.88
	"Male"	"M"	"Not Hispanic or Latino"	"2186-2"	"Black or African American"	"2054-5"	"55-64 years"	"55-64"	"All other forms of heart disease (I26-I28,I34-I38,I42-I49,I51)"	"GR113-068"	3929	4327836	90.78	87.95	93.62	1.45
	"Male"	"M"	"Not Hispanic or Latino"	"2186-2"	"Black or African American"	"2054-5"	"55-64 years"	"55-64"	"#Essential hypertension and hypertensive renal disease (I10,I12,I15)"	"GR113-069"	1249	4327836	28.86	27.26	30.46	0.82
	"Male"	"M"	"Not Hispanic or Latino"	"2186-2"	"Black or African American"	"2054-5"	"55-64 years"	"55-64"	"#Cerebrovascular diseases (I60-I69)"	"GR113-070"	3405	4327836	78.68	76.03	81.32	1.35
	"Male"	"M"	"Not Hispanic or Latino"	"2186-2"	"Black or African American"	"2054-5"	"55-64 years"	"55-64"	"#Atherosclerosis (I70)"	"GR113-071"	72	4327836	1.66	1.30	2.10	0.20
	"Male"	"M"	"Not Hispanic or Latino"	"2186-2"	"Black or African American"	"2054-5"	"55-64 years"	"55-64"	"#Aortic aneurysm and dissection (I71)"	"GR113-073"	271	4327836	6.26	5.52	7.01	0.38
	"Male"	"M"	"Not Hispanic or Latino"	"2186-2"	"Black or African American"	"2054-5"	"55-64 years"	"55-64"	"Other diseases of arteries, arterioles and capillaries (I72-I78)"	"GR113-074"	244	4327836	5.64	4.93	6.35	0.36
	"Male"	"M"	"Not Hispanic or Latino"	"2186-2"	"Black or African American"	"2054-5"	"55-64 years"	"55-64"	"Other disorders of circulatory system (I80-I99)"	"GR113-075"	209	4327836	4.83	4.17	5.48	0.33
	"Male"	"M"	"Not Hispanic or Latino"	"2186-2"	"Black or African American"	"2054-5"	"65-74 years"	"65-74"	"#Diabetes mellitus (E10-E14)"	"GR113-046"	3667	2303219	159.21	154.06	164.37	2.63
	"Male"	"M"	"Not Hispanic or Latino"	"2186-2"	"Black or African American"	"2054-5"	"65-74 years"	"65-74"	"Acute rheumatic fever and chronic rheumatic heart diseases (I00-I09)"	"GR113-055"	47	2303219	2.04	1.50	2.71	0.30
	"Male"	"M"	"Not Hispanic or Latino"	"2186-2"	"Black or African American"	"2054-5"	"65-74 years"	"65-74"	"Hypertensive heart disease (I11)"	"GR113-056"	1987	2303219	86.27	82.48	90.06	1.94
	"Male"	"M"	"Not Hispanic or Latino"	"2186-2"	"Black or African American"	"2054-5"	"65-74 years"	"65-74"	"Hypertensive heart and renal disease (I13)"	"GR113-057"	242	2303219	10.51	9.18	11.83	0.68
	"Male"	"M"	"Not Hispanic or Latino"	"2186-2"	"Black or African American"	"2054-5"	"65-74 years"	"65-74"	"Ischemic heart diseases (I20-I25)"	"GR113-058"	11161	2303219	484.58	475.59	493.57	4.59
	"Male"	"M"	"Not Hispanic or Latino"	"2186-2"	"Black or African American"	"2054-5"	"65-74 years"	"65-74"	"Acute myocardial infarction (I21-I22)"	"GR113-059"	3321	2303219	144.19	139.29	149.09	2.50
	"Male"	"M"	"Not Hispanic or Latino"	"2186-2"	"Black or African American"	"2054-5"	"65-74 years"	"65-74"	"Other acute ischemic heart diseases (I24)"	"GR113-060"	162	2303219	7.03	5.95	8.12	0.55
	"Male"	"M"	"Not Hispanic or Latino"	"2186-2"	"Black or African American"	"2054-5"	"65-74 years"	"65-74"	"Other forms of chronic ischemic heart disease (I20,I25)"	"GR113-061"	7678	2303219	333.36	325.90	340.82	3.80
	"Male"	"M"	"Not Hispanic or Latino"	"2186-2"	"Black or African American"	"2054-5"	"65-74 years"	"65-74"	"Acute and subacute endocarditis (I33)"	"GR113-065"	48	2303219	2.08	1.54	2.76	0.30
	"Male"	"M"	"Not Hispanic or Latino"	"2186-2"	"Black or African American"	"2054-5"	"65-74 years"	"65-74"	"Diseases of pericardium and acute myocarditis (I30-I31,I40)"	"GR113-066"	17	2303219	Unreliable	0.43	1.18	0.18
	"Male"	"M"	"Not Hispanic or Latino"	"2186-2"	"Black or African American"	"2054-5"	"65-74 years"	"65-74"	"Heart failure (I50)"	"GR113-067"	1689	2303219	73.33	69.83	76.83	1.78
	"Male"	"M"	"Not Hispanic or Latino"	"2186-2"	"Black or African American"	"2054-5"	"65-74 years"	"65-74"	"All other forms of heart disease (I26-I28,I34-I38,I42-I49,I51)"	"GR113-068"	3790	2303219	164.55	159.31	169.79	2.67
	"Male"	"M"	"Not Hispanic or Latino"	"2186-2"	"Black or African American"	"2054-5"	"65-74 years"	"65-74"	"#Essential hypertension and hypertensive renal disease (I10,I12,I15)"	"GR113-069"	1279	2303219	55.53	52.49	58.57	1.55
	"Male"	"M"	"Not Hispanic or Latino"	"2186-2"	"Black or African American"	"2054-5"	"65-74 years"	"65-74"	"#Cerebrovascular diseases (I60-I69)"	"GR113-070"	4014	2303219	174.28	168.89	179.67	2.75
	"Male"	"M"	"Not Hispanic or Latino"	"2186-2"	"Black or African American"	"2054-5"	"65-74 years"	"65-74"	"#Atherosclerosis (I70)"	"GR113-071"	95	2303219	4.12	3.34	5.04	0.42
	"Male"	"M"	"Not Hispanic or Latino"	"2186-2"	"Black or African American"	"2054-5"	"65-74 years"	"65-74"	"#Aortic aneurysm and dissection (I71)"	"GR113-073"	213	2303219	9.25	8.01	10.49	0.63
	"Male"	"M"	"Not Hispanic or Latino"	"2186-2"	"Black or African American"	"2054-5"	"65-74 years"	"65-74"	"Other diseases of arteries, arterioles and capillaries (I72-I78)"	"GR113-074"	389	2303219	16.89	15.21	18.57	0.86
	"Male"	"M"	"Not Hispanic or Latino"	"2186-2"	"Black or African American"	"2054-5"	"65-74 years"	"65-74"	"Other disorders of circulatory system (I80-I99)"	"GR113-075"	157	2303219	6.82	5.75	7.88	0.54
	"Male"	"M"	"Not Hispanic or Latino"	"2186-2"	"Black or African American"	"2054-5"	"75-84 years"	"75-84"	"#Diabetes mellitus (E10-E14)"	"GR113-046"	2702	928427	291.03	280.06	302.00	5.60
	"Male"	"M"	"Not Hispanic or Latino"	"2186-2"	"Black or African American"	"2054-5"	"75-84 years"	"75-84"	"Acute rheumatic fever and chronic rheumatic heart diseases (I00-I09)"	"GR113-055"	27	928427	2.91	1.92	4.23	0.56
	"Male"	"M"	"Not Hispanic or Latino"	"2186-2"	"Black or African American"	"2054-5"	"75-84 years"	"75-84"	"Hypertensive heart disease (I11)"	"GR113-056"	1333	928427	143.58	135.87	151.28	3.93
	"Male"	"M"	"Not Hispanic or Latino"	"2186-2"	"Black or African American"	"2054-5"	"75-84 years"	"75-84"	"Hypertensive heart and renal disease (I13)"	"GR113-057"	263	928427	28.33	24.90	31.75	1.75
	"Male"	"M"	"Not Hispanic or Latino"	"2186-2"	"Black or African American"	"2054-5"	"75-84 years"	"75-84"	"Ischemic heart diseases (I20-I25)"	"GR113-058"	8857	928427	953.98	934.11	973.85	10.14
	"Male"	"M"	"Not Hispanic or Latino"	"2186-2"	"Black or African American"	"2054-5"	"75-84 years"	"75-84"	"Acute myocardial infarction (I21-I22)"	"GR113-059"	2649	928427	285.32	274.46	296.19	5.54
	"Male"	"M"	"Not Hispanic or Latino"	"2186-2"	"Black or African American"	"2054-5"	"75-84 years"	"75-84"	"Other acute ischemic heart diseases (I24)"	"GR113-060"	111	928427	11.96	9.73	14.18	1.13
	"Male"	"M"	"Not Hispanic or Latino"	"2186-2"	"Black or African American"	"2054-5"	"75-84 years"	"75-84"	"Other forms of chronic ischemic heart disease (I20,I25)"	"GR113-061"	6097	928427	656.70	640.22	673.19	8.41
	"Male"	"M"	"Not Hispanic or Latino"	"2186-2"	"Black or African American"	"2054-5"	"75-84 years"	"75-84"	"Acute and subacute endocarditis (I33)"	"GR113-065"	23	928427	2.48	1.57	3.72	0.52
	"Male"	"M"	"Not Hispanic or Latino"	"2186-2"	"Black or African American"	"2054-5"	"75-84 years"	"75-84"	"Diseases of pericardium and acute myocarditis (I30-I31,I40)"	"GR113-066"	17	928427	Unreliable	1.07	2.93	0.44
	"Male"	"M"	"Not Hispanic or Latino"	"2186-2"	"Black or African American"	"2054-5"	"75-84 years"	"75-84"	"Heart failure (I50)"	"GR113-067"	1771	928427	190.75	181.87	199.64	4.53
	"Male"	"M"	"Not Hispanic or Latino"	"2186-2"	"Black or African American"	"2054-5"	"75-84 years"	"75-84"	"All other forms of heart disease (I26-I28,I34-I38,I42-I49,I51)"	"GR113-068"	3029	928427	326.25	314.63	337.87	5.93
	"Male"	"M"	"Not Hispanic or Latino"	"2186-2"	"Black or African American"	"2054-5"	"75-84 years"	"75-84"	"#Essential hypertension and hypertensive renal disease (I10,I12,I15)"	"GR113-069"	1113	928427	119.88	112.84	126.92	3.59
	"Male"	"M"	"Not Hispanic or Latino"	"2186-2"	"Black or African American"	"2054-5"	"75-84 years"	"75-84"	"#Cerebrovascular diseases (I60-I69)"	"GR113-070"	3865	928427	416.30	403.17	429.42	6.70
	"Male"	"M"	"Not Hispanic or Latino"	"2186-2"	"Black or African American"	"2054-5"	"75-84 years"	"75-84"	"#Atherosclerosis (I70)"	"GR113-071"	125	928427	13.46	11.10	15.82	1.20
	"Male"	"M"	"Not Hispanic or Latino"	"2186-2"	"Black or African American"	"2054-5"	"75-84 years"	"75-84"	"#Aortic aneurysm and dissection (I71)"	"GR113-073"	171	928427	18.42	15.66	21.18	1.41
	"Male"	"M"	"Not Hispanic or Latino"	"2186-2"	"Black or African American"	"2054-5"	"75-84 years"	"75-84"	"Other diseases of arteries, arterioles and capillaries (I72-I78)"	"GR113-074"	294	928427	31.67	28.05	35.29	1.85
	"Male"	"M"	"Not Hispanic or Latino"	"2186-2"	"Black or African American"	"2054-5"	"75-84 years"	"75-84"	"Other disorders of circulatory system (I80-I99)"	"GR113-075"	103	928427	11.09	8.95	13.24	1.09
	"Male"	"M"	"Not Hispanic or Latino"	"2186-2"	"Black or African American"	"2054-5"	"85+ years"	"85+"	"#Diabetes mellitus (E10-E14)"	"GR113-046"	1267	279227	453.75	428.77	478.74	12.75
	"Male"	"M"	"Not Hispanic or Latino"	"2186-2"	"Black or African American"	"2054-5"	"85+ years"	"85+"	"Acute rheumatic fever and chronic rheumatic heart diseases (I00-I09)"	"GR113-055"	14	279227	Unreliable	2.74	8.41	1.34
	"Male"	"M"	"Not Hispanic or Latino"	"2186-2"	"Black or African American"	"2054-5"	"85+ years"	"85+"	"Hypertensive heart disease (I11)"	"GR113-056"	805	279227	288.30	268.38	308.21	10.16
	"Male"	"M"	"Not Hispanic or Latino"	"2186-2"	"Black or African American"	"2054-5"	"85+ years"	"85+"	"Hypertensive heart and renal disease (I13)"	"GR113-057"	167	279227	59.81	50.74	68.88	4.63
	"Male"	"M"	"Not Hispanic or Latino"	"2186-2"	"Black or African American"	"2054-5"	"85+ years"	"85+"	"Ischemic heart diseases (I20-I25)"	"GR113-058"	5681	279227	2034.55	1981.64	2087.45	26.99
	"Male"	"M"	"Not Hispanic or Latino"	"2186-2"	"Black or African American"	"2054-5"	"85+ years"	"85+"	"Acute myocardial infarction (I21-I22)"	"GR113-059"	1560	279227	558.69	530.96	586.41	14.15
	"Male"	"M"	"Not Hispanic or Latino"	"2186-2"	"Black or African American"	"2054-5"	"85+ years"	"85+"	"Other acute ischemic heart diseases (I24)"	"GR113-060"	68	279227	24.35	18.91	30.87	2.95
	"Male"	"M"	"Not Hispanic or Latino"	"2186-2"	"Black or African American"	"2054-5"	"85+ years"	"85+"	"Other forms of chronic ischemic heart disease (I20,I25)"	"GR113-061"	4053	279227	1451.51	1406.82	1496.19	22.80
